Date,CowTagID,SeepCode,Tide,Day_Night,SamplingTime,Salinity,pH,TempInSitu,TA,NN_umolL,Silicate_umolL,Ammonia_umolL,Phosphate_umolL,Notes
2022-03-30,C12,NA,Low,Night,19:00:00,36.55,8.025835786599739,28.83,2264.733493,0.94037993,2.762373672,0.303778193,0.199205721,NA
2022-03-30,C13,NA,Low,Night,19:00:00,36.4,7.967503293114509,30.46,2289.067947,0.842396102,5.229031701,0.391562682,0.177409116,NA
2022-03-30,C14,NA,Low,Night,19:00:00,36.56,8.027135094407747,30.06,2307.34,0.635217683,2.694022631,0.271296154,0.185144863,2277.714
2022-03-30,C15,NA,Low,Night,19:00:00,36.6,8.02334427444009,30.35,2277.2280260000002,0.83047915,1.546220955,0.371172497,0.207214494,NA
2022-03-30,C16,NA,Low,Night,19:00:00,36.58,8.01877706927911,29.2,2266.76,0.732318774,2.612922173,0.331044139,0.206076884,2250.247746
2022-03-30,C17,NA,Low,Night,19:00:00,36.43,8.03694093158381,29.26,2222.96965,0.530171957,4.369508508,0.325531676,0.185372385,NA
2022-03-30,C18,NA,Low,Night,19:00:00,36.63,8.060575455150802,28.89,2290.10468,0.663200452,1.345063488,0.203546208,0.211992455,NA
2022-03-30,C19,NA,Low,Night,19:00:00,36.63,8.102933378855264,26.77,2287.853258,0.605204618,1.379416084,0.269458667,0.236519323,NA
2022-03-30,C20,NA,Low,Night,19:00:00,36.44,8.057018703954304,29.41,2187.890967,0.424508315,5.129515419,0.253158373,0.129219964,NA
2022-03-30,CRC,F,Low,Night,19:00:00,36.56,8.054758531850297,28.74,2382.752859,0.268616927,1.19632029,0.048248868,0.182096069,NA
2022-03-30,CPIT,H,Low,Night,19:00:00,36.49,8.09349496706898,29.17,2325.379645,0.417622965,1.690360197,0.312669262,0.173541243,NA
2022-03-30,CPIT_Bottom,C,Low,Night,19:00:00,36.56,7.990192641877309,28.3,2347.3928,0.095159069,1.927286862,0.330155032,0.122212287,NA
2022-03-30,CSEEP,G,Mid,Night,22:00:00,36.14,7.967253892963719,29.19,2260.996979,0.545796405,8.563004233,0.586810559,0.184871837,"Very high WL pressure, maybe big wave event here? Decreases before actual high tide. Pressure > than for ""high"" tide at 1:00"
2022-03-31,CSEEP,H,High,Night,01:00:00,36.23,7.953071970035534,28.59,2270.621749,0.367836588,8.679519737,0.189735414,0.238567021,NA
2022-03-31,C1,NA,High,Night,01:00:00,36.58,7.937413839193461,28.5,2301.204674,0.666643127,2.847369785,0.27935739,0.160709004,NA
2022-03-31,C2,NA,High,Night,01:00:00,36.65,7.939615361928512,29.42,2334.88532,0.764803503,1.2335060900000001,0.513607424,0.191378965,NA
2022-03-31,C3,NA,High,Night,01:00:00,36.65,8.000856218261996,27.46,2337.104139,0.908071749,1.186404077,0.446628037,0.208443113,NA
2022-03-31,C4,NA,High,Night,01:00:00,36.53,7.921073318404545,29.26,2288.659822,0.456639949,3.128565259,0.2248255,0.143462839,NA
2022-03-31,C5,NA,High,Night,01:00:00,36.51,7.9176919508134365,29.46,2275.72,0.422036651,3.03152803,1.135152426,0.153064266,2284.998631
2022-03-31,C6,NA,High,Night,01:00:00,36.67,7.966798343864637,29.26,2326.048758,0.730729847,1.238464196,0.27372638,0.219773707,NA
2022-03-31,C7,NA,High,Night,01:00:00,36.61,7.974476420875943,29.34,2323.8094,0.672204371,1.486369526,0.641460997,0.173632252,NA
2022-03-31,C8,NA,High,Night,01:00:00,36.51,7.948243934755174,28.74,2281.161932,0.394671798,3.319098212,1.471531206,0.183825236,NA
2022-03-31,C9,NA,High,Night,01:00:00,36.6,7.960876719555045,28.09,2340.16,0.618975319,1.927995163,0.1424942,0.193927211,2305.648522
2022-03-31,C10,NA,High,Night,01:00:00,36.43,7.923371440886889,29.22,2270.369396,0.479502842,4.314615185,0.282380354,0.179911858,NA
2022-03-31,C11,NA,High,Night,01:00:00,36.59,7.941181725244128,29.36,2291.87,0.86799548,2.201399326,0.14670264,0.206577433,2311.594375
2022-03-31,C12,NA,High,Night,01:00:00,36.65,7.99953956525442,28.24,2325.766793,0.855548886,1.332314071,0.151207448,0.210945854,NA
2022-03-31,C13,NA,High,Night,01:00:00,36.53,7.90178329464009,29.63,2292.257352,0.764626955,2.834266218,0.225181143,0.205439823,NA
2022-03-31,C14,NA,High,Night,01:00:00,36.36,7.928261598007587,29.36,2294.94,0.554535504,1.949598342,0.265309501,0.189240259,2296.94
2022-03-31,C15,NA,High,Night,01:00:00,36.68,7.959553199770691,29.79,2319.01011,0.755534762,1.070596873,0.172605288,0.213994649,NA
2022-03-31,C16,NA,High,Night,01:00:00,36.7,7.969795617638183,28.68,2275.71,0.509427633,1.312127494,0.228204106,0.189376772,2311.484234
2022-03-31,C17,NA,High,Night,01:00:00,36.61,7.958835833364238,28.56,2298.528705,0.381695562,2.110028505,0.448346977,0.181595521,NA
2022-03-31,C18,NA,High,Night,01:00:00,36.57,7.985410741252186,28.32,2315.159905,0.650489036,1.085825343,0.22826338,0.205075788,NA
2022-03-31,C19,NA,High,Night,01:00:00,36.56,8.028254143748438,26.15,2318.214953,0.626037216,1.020307506,0.285403317,0.21877261,NA
2022-03-31,C20,NA,High,Night,01:00:00,36.55,7.9369153562565895,28.56,2281.053085,0.321051517,2.675960957,0.212733646,0.172540146,NA
2022-03-31,CPIT,I,High,Night,01:00:00,36.51,8.050654814820762,28.65,2345.995864,0.376399138,1.40703982,0.292101256,0.184371289,NA
2022-03-31,CRC,G,High,Night,01:00:00,36.43,8.056722768523061,28.7,2370.541954,0.29739416,1.118761337,0.092882035,0.176271507,NA
2022-03-31,CRC,H,Low,Day,07:00:00,36.56,8.05322635701212,29,2361.822989,0.373927474,2.361475339,0.182978202,0.198705172,NA
2022-03-31,CPIT_Bottom,D,Low,Day,07:00:00,36.57,8.007200378744075,28.2,2362.539919,0.410737615,2.530759264,0.661673361,0.180639928,NA
2022-03-31,CPIT,J,Low,Day,07:00:00,36.6,8.020783521940878,28.35,2347.23935,0.317697115,1.464766347,0.212140908,0.158888828,NA
2022-03-31,CSPRING_BEACH2,NA,High,Day,15:00:00,3.113,7.649757999728495,25.09,1950.37038,32.49964691,650.7339043,5.412764305,1.847374852,"CSULB dug a pit with a piezometer and we grabbed water from it, killed"
2022-03-30,CSPRING_ROAD,NA,NA,Day,16:00:00,0.439,7.243504509549321,25,1341.634246,19.76572155,737.4880282,0.888929086,4.060162496,Fridge
2022-03-30,CSPRING_BEACH,NA,Low,Day,18:00:00,13.58,7.782705319458204,25,1889.924397,18.17052717,603.3548484,0.441174847,3.96159998,Fridge
