date,"Low Range, μS/cm (LGR S/N: 20739337, SEN S/N: 20739337)",E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Conductance.corrected,drift.correction,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T12:27:00Z,33714,46234.7,29.39,337,50754.60016290756,107.807,29.552,0.614,877,1.07807,50962.201618912666,207.6014560051078,50.962201618912665,30.43844789985998
2021-01-18T12:28:00Z,33714,46234.7,29.44,337,50754.60016290756,108.042,29.552,0.637,877,1.08042,50965.25458150098,210.6544185934182,50.96525458150098,30.40892546438525
2021-01-18T12:29:00Z,33714,46262.7,29.48,337,50785.337440419076,107.68,29.552,0.601,877,1.0768000000000002,50999.04482160081,213.7073811817286,50.99904482160081,30.40627852094345
2021-01-18T12:30:00Z,33714,46234.7,29.5,337,50754.60016290756,107.391,29.552,0.572,877,1.0739100000000001,50971.3605066776,216.76034377003901,50.9713605066776,30.375198173809416
2021-01-18T12:31:00Z,33714,46258,29.47,337,50780.17796883679,107.228,29.552,0.556,877,1.07228,50999.99127519514,219.81330635834942,50.99999127519514,30.413216245840896
2021-01-18T12:32:00Z,33714,46155.3,29.48,337,50667.43802596422,107.337,29.552,0.567,877,1.0733700000000002,50890.30429491088,222.86626894665983,50.89030429491088,30.33367557789406
2021-01-18T12:33:00Z,33714,46220.6,29.49,337,50739.1217481607,106.997,29.652,0.533,877,1.06997,50965.040979695674,225.91923153497024,50.96504097969567,30.377276396837306
2021-01-18T12:34:00Z,33714,46169.3,29.49,337,50682.806664719974,107.34,29.652,0.567,877,1.0734000000000001,50911.77885884325,228.97219412328067,50.911778858843256,30.34172178957436
2021-01-18T12:35:00Z,33714,46155.3,29.52,337,50667.43802596422,107.214,29.652,0.555,877,1.07214,50899.46318267581,232.02515671159108,50.89946318267582,30.31465088049887
2021-01-18T12:36:00Z,33714,46118.1,29.44,337,50626.60135727035,107.557,29.652,0.589,877,1.0755700000000001,50861.67947657025,235.0781192999015,50.86167947657025,30.33972011750737
2021-01-18T12:37:00Z,33714,46141.4,29.46,337,50652.17916319957,107.358,29.652,0.569,877,1.07358,50890.310245087785,238.1310818882119,50.89031024508779,30.346259694649696
2021-01-18T12:38:00Z,33714,46090.2,29.49,337,50595.97385574995,107.431,29.652,0.576,877,1.07431,50837.15790022648,241.1840444765223,50.83715790022648,30.29192078968352
2021-01-18T12:39:00Z,33714,46090.2,29.42,337,50595.97385574995,107.178,29.652,0.551,877,1.07178,50840.21086281478,244.2370070648327,50.840210862814786,30.33796277980169
2021-01-18T12:40:00Z,33714,46104.1,29.49,337,50611.23271851459,107.485,29.652,0.581,877,1.07485,50858.52268816774,247.28996965314312,50.85852268816774,30.30617790032743
2021-01-18T12:41:00Z,33714,46127.4,29.43,337,50636.81052444382,107.322,29.652,0.565,877,1.07322,50887.15345668527,250.34293224145352,50.887153456685276,30.363037017423355
2021-01-18T12:42:00Z,33714,46015.9,29.41,337,50514.41029435334,107.232,29.652,0.556,877,1.07232,50767.80618918311,253.39589482976393,50.76780618918311,30.295865220927773
2021-01-18T12:43:00Z,33714,46029.8,29.39,337,50529.66915711798,106.943,29.652,0.528,877,1.06943,50786.118014536056,256.44885741807434,50.78611801453606,30.3206852308142
2021-01-18T12:44:00Z,33714,46039.1,29.44,337,50539.87832429144,107.214,29.652,0.555,877,1.07214,50799.38014429783,259.5018200063847,50.79938014429783,30.298105354449135
2021-01-18T12:45:00Z,33714,46039.1,29.48,337,50539.87832429144,107.521,29.652,0.585,877,1.07521,50802.433106886136,262.55478259469515,50.802433106886134,30.275024360744656
2021-01-18T12:46:00Z,33714,46002,29.46,337,50499.151431588696,107.34,29.652,0.567,877,1.0734000000000001,50764.7591767717,265.6077451830056,50.764759176771705,30.262428706766013
2021-01-18T12:47:00Z,33714,46015.9,29.48,337,50514.41029435334,107.412,29.652,0.574,877,1.0741200000000002,50783.071002124656,268.66070777131597,50.78307100212466,30.262103436564075
2021-01-18T12:48:00Z,33714,45978.9,29.52,337,50473.7931776417,107.575,29.652,0.59,877,1.07575,50745.50684800133,271.7136703596264,50.74550684800133,30.21198507625663
2021-01-18T12:49:00Z,33714,45978.9,29.54,337,50473.7931776417,107.846,29.652,0.617,877,1.07846,50748.55981058964,274.7666329479368,50.74855981058964,30.201505971205357
2021-01-18T12:50:00Z,33714,46015.9,29.47,337,50514.41029435334,107.759,29.752,0.609,877,1.07759,50792.22988988959,277.8195955362472,50.79222988988959,30.274489703247234
2021-01-18T12:51:00Z,33714,45978.9,29.54,337,50473.7931776417,107.868,29.752,0.62,877,1.07868,50754.66573576626,280.8725581245576,50.75466573576627,30.20557493917879
2021-01-18T12:52:00Z,33714,45965,29.5,337,50458.53431487706,107.001,29.752,0.533,877,1.0700100000000001,50742.45983558993,283.92552071286804,50.74245983558993,30.222475954695174
2021-01-18T12:53:00Z,33714,45914.2,29.47,337,50402.76811139189,107.326,29.752,0.566,877,1.0732599999999999,50689.74659469307,286.9784833011784,50.68974659469307,30.206096288154935
2021-01-18T12:54:00Z,33714,45891.1,29.48,337,50377.409857444894,107.271,29.752,0.56,877,1.07271,50667.44130333438,290.03144588948885,50.667441303334385,30.184956119823145
2021-01-18T12:55:00Z,33714,45863.4,29.48,337,50347.00190790673,107.217,29.752,0.555,877,1.07217,50640.08631638453,293.08440847779923,50.640086316384526,30.166709428052496
2021-01-18T12:56:00Z,33714,45877.2,29.47,337,50362.15099468025,107.271,29.752,0.56,877,1.07271,50658.28836574635,296.13737106610967,50.65828836574635,30.185106722533774
2021-01-18T12:57:00Z,33714,45891.1,29.44,337,50377.409857444894,107.94,29.752,0.627,877,1.0794,50676.600191099315,299.19033365442004,50.67660019109932,30.21611222797843
2021-01-18T12:58:00Z,33714,45826.6,29.43,337,50306.60434317731,106.946,29.752,0.528,877,1.06946,50608.84763942004,302.2432962427305,50.60884763942004,30.177142349695057
2021-01-18T12:59:00Z,33714,45854.2,29.5,337,50336.90251672437,107.633,29.752,0.596,877,1.07633,50642.19877555541,305.29625883104086,50.64219877555541,30.15561623384294
2021-01-18T13:00:00Z,33714,45817.4,29.44,337,50296.50495199496,107.72,29.652,0.605,877,1.0772,50604.854173414315,308.3492214193513,50.60485417341432,30.168216864067723
2021-01-18T13:01:00Z,33714,45803.5,29.42,337,50281.24608923031,107.774,29.652,0.61,877,1.0777400000000001,50592.648273237974,311.4021840076617,50.59264827323798,30.172582888573903
2021-01-18T13:02:00Z,33714,45766.8,29.37,337,50240.95830049201,107.087,29.652,0.542,877,1.07087,50555.41344708799,314.4551465959721,50.555413447087986,30.179017881477314
2021-01-18T13:03:00Z,33714,45743.8,29.31,337,50215.70982253613,107.16,29.652,0.549,877,1.0715999999999999,50533.21793172041,317.5081091842825,50.533217931720415,30.201791135671183
2021-01-18T13:04:00Z,33714,45670.5,29.27,337,50135.24402105064,107.72,29.652,0.605,877,1.0772,50455.80509282323,320.5610717725929,50.45580509282323,30.175064762138597
2021-01-18T13:05:00Z,33714,45720.9,29.33,337,50190.57112057136,107.16,29.652,0.549,877,1.0715999999999999,50514.18515493226,323.6140343609033,50.514185154932264,30.176515764219392
2021-01-18T13:06:00Z,33714,45647.6,29.32,337,50110.105319085866,107.503,29.652,0.583,877,1.07503,50436.77231603508,326.66699694921374,50.43677231603508,30.13100096921203
2021-01-18T13:07:00Z,33714,45624.8,29.36,337,50085.07639311221,107.629,29.652,0.596,877,1.07629,50414.79635264974,329.7199595375242,50.414796352649745,30.091298397427334
2021-01-18T13:08:00Z,33714,45633.9,29.36,337,50095.06600830345,107.033,29.652,0.537,877,1.07033,50427.83893042929,332.77292212583455,50.42783893042929,30.100015275763507
2021-01-18T13:09:00Z,33714,45684.2,29.42,337,50150.28333183305,107.391,29.552,0.572,877,1.0739100000000001,50486.1092165472,335.825884714145,50.4861092165472,30.10145458461862
2021-01-18T13:10:00Z,33714,45633.9,29.36,337,50095.06600830345,107.843,29.552,0.617,877,1.07843,50433.94485560591,338.87884730245537,50.43394485560591,30.10409350691413
2021-01-18T13:11:00Z,33714,45588.2,29.32,337,50044.89838036502,107.445,29.552,0.578,877,1.07445,50386.83019025579,341.9318098907658,50.386830190255786,30.09760119241075
2021-01-18T13:12:00Z,33714,45601.9,29.42,337,50059.93769114745,107.12,29.552,0.545,877,1.0712000000000002,50404.92246362652,344.9847724790762,50.40492246362652,30.047268933180906
2021-01-18T13:13:00Z,33714,45638.5,29.48,337,50100.11570389463,107.622,29.452,0.595,877,1.07622,50448.15343896202,348.0377350673866,50.448153438962024,30.038728211236634
2021-01-18T13:14:00Z,33714,45675.1,29.53,337,50140.29371664182,107.463,29.552,0.579,877,1.07463,50491.384414297514,351.090697655697,50.491384414297514,30.036417759016228
2021-01-18T13:15:00Z,33714,45661.3,29.58,337,50125.14462986829,107.969,29.552,0.63,877,1.07969,50479.2882901123,354.14366024400744,50.4792882901123,29.997293782864766
2021-01-18T13:16:00Z,33714,45665.9,29.55,337,50130.194325459466,107.915,29.552,0.624,877,1.07915,50487.39094829178,357.1966228323178,50.48739094829178,30.021321438889796
2021-01-18T13:17:00Z,33714,45652.2,29.54,337,50115.155014677046,107.807,29.552,0.614,877,1.07807,50475.404600097674,360.24958542062825,50.475404600097676,30.019557811943244
2021-01-18T13:18:00Z,33714,45665.9,29.58,337,50130.194325459466,108.042,29.552,0.637,877,1.08042,50493.49687346841,363.30254800893863,50.49349687346841,30.006745976603558
2021-01-18T13:19:00Z,33714,45629.3,29.59,337,50090.01631271228,107.427,29.552,0.576,877,1.07427,50456.37182330953,366.35551059724907,50.45637182330953,29.97584700116335
2021-01-18T13:20:00Z,33714,45583.7,29.63,337,50039.95846076496,106.975,29.552,0.531,877,1.06975,50409.36693395052,369.40847318555944,50.40936693395052,29.919823184398172
2021-01-18T13:21:00Z,33714,45592.8,29.59,337,50049.94807595621,107.376,29.652,0.571,877,1.07376,50422.409511730075,372.4614357738699,50.42240951173007,29.95326171601727
2021-01-18T13:22:00Z,33714,45606.5,29.63,337,50064.98738673862,107.72,29.652,0.605,877,1.0772,50440.5017851008,375.51439836218026,50.4405017851008,29.940507937338847
2021-01-18T13:23:00Z,33714,45633.9,29.61,337,50095.06600830345,107.449,29.652,0.578,877,1.07449,50473.63336925394,378.5673609504907,50.47363336925394,29.97492132393753
2021-01-18T13:24:00Z,33714,45583.7,29.61,337,50039.95846076496,107.467,29.652,0.58,877,1.07467,50421.57878430376,381.6203235388011,50.42157878430376,29.940317965270026
2021-01-18T13:25:00Z,33714,45583.7,29.6,337,50039.95846076496,107.488,29.752,0.582,877,1.07488,50424.63174689207,384.6732861271115,50.42463174689207,29.948542110967882
2021-01-18T13:26:00Z,33714,45538.1,29.6,337,49989.90060881764,107.561,29.752,0.589,877,1.0756100000000002,50377.62685753306,387.7262487154219,50.37762685753306,29.91729359121743
2021-01-18T13:27:00Z,33714,45492.6,29.57,337,49939.95253286144,107.597,29.752,0.593,877,1.0759699999999999,50330.731744165176,390.7792113037323,50.33073174416518,29.904681017735733
2021-01-18T13:28:00Z,33714,45515.3,29.61,337,49964.87168284399,107.85,29.752,0.618,877,1.0785,50358.70385673603,393.83217389204276,50.35870385673603,29.89852881220658
2021-01-18T13:29:00Z,33714,45529,29.58,337,49979.91099362641,107.362,29.752,0.569,877,1.07362,50376.79613010676,396.88513648035314,50.37679613010676,29.92912470058323
2021-01-18T13:30:00Z,33714,45515.3,29.53,337,49964.87168284399,107.145,29.752,0.548,877,1.07145,50364.80978191265,399.9380990686636,50.36480978191265,29.952140763367478
2021-01-18T13:31:00Z,33714,45506.2,29.63,337,49954.88206765274,107.47,29.752,0.58,877,1.0747,50357.873129309715,402.99106165697395,50.357873129309716,29.88561314208379
2021-01-18T13:32:00Z,33714,45492.6,29.63,337,49939.95253286144,107.781,29.853,0.611,877,1.0778100000000002,50345.99655710672,406.0440242452844,50.34599655710672,29.877723249873924
2021-01-18T13:33:00Z,33714,45483.5,29.61,337,49929.9629176702,107.727,29.853,0.606,877,1.0772700000000002,50339.059904503796,409.09698683359477,50.3390599045038,29.885475051276813
2021-01-18T13:34:00Z,33714,45460.8,29.66,337,49905.04376768765,107.275,29.853,0.561,877,1.07275,50317.193717109556,412.1499494219052,50.317193717109554,29.840079727561804
2021-01-18T13:35:00Z,33714,45483.5,29.65,337,49929.9629176702,107.618,29.853,0.595,877,1.07618,50345.165829680416,415.2029120102156,50.34516582968042,29.864819494744246
2021-01-18T13:36:00Z,33714,45451.7,29.66,337,49895.05415249641,107.329,29.853,0.566,877,1.0732899999999999,50313.31002709493,418.255874598526,50.31331002709493,29.837501766517
2021-01-18T13:37:00Z,33714,45451.7,29.69,337,49895.05415249641,107.528,29.853,0.586,877,1.07528,50316.36298968324,421.3088371868364,50.31636298968324,29.821033899520693
2021-01-18T13:38:00Z,33714,45429,29.66,337,49870.13500251387,107.6,29.853,0.593,877,1.076,50294.49680228902,424.36179977514684,50.29449680228902,29.825014150423016
2021-01-18T13:39:00Z,33714,45392.8,29.63,337,49830.396093731135,107.893,29.953,0.622,877,1.07893,50257.81085609459,427.4147623634572,50.25781085609459,29.819154508154384
2021-01-18T13:40:00Z,33714,45406.4,29.69,337,49845.325628522434,108.092,29.953,0.642,877,1.08092,50275.793353474204,430.46772495176765,50.27579335347421,29.79412289627049
2021-01-18T13:41:00Z,33714,45442.6,29.7,337,49885.064537305174,107.514,29.953,0.584,877,1.07514,50318.58522484525,433.52068754007803,50.31858522484525,29.816347421912393
2021-01-18T13:42:00Z,33714,45442.6,29.76,337,49885.064537305174,107.748,29.953,0.608,877,1.07748,50321.638187433564,436.57365012838846,50.321638187433564,29.78145041789724
2021-01-18T13:43:00Z,33714,45442.6,29.72,337,49885.064537305174,107.73,29.953,0.606,877,1.0773000000000001,50324.69115002187,439.62661271669884,50.32469115002187,29.808079907031047
