Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other),
018,03/29/22 07:44, 22, 03, 29, 07, 44,235,4.4,49.8,1.7,45.1,0.0, 2218, 7,26.9, 4, 1,6.21, 50, 134,101.9075000,20.6650600, 255,01,18,0.906,Sniff,229,117,4,106,0,8,26.6,0.908,24.1,0.00,1.82,
019,03/29/22 07:49, 22, 03, 29, 07, 49,225,4.4,53.3,1.8,40.5,0.5, 2236, 8,27.2, 4, 1,6.21, 50, 134,103.6495000,20.9041000, 255,01,19,0.760,Sniff,233,120,4,91,1,9,27.3,0.920,20.7,0.256,1.99,
020,03/29/22 07:54, 22, 03, 29, 07, 54,230,4.4,51.3,1.3,43.1,0.9, 2218, 7,27.2, 4, 1,6.21, 50, 134,101.9075000,20.7450800, 255,01,20,0.840,Sniff,228,118,3,99,2,8,26.8,0.680,22.5,0.470,1.78,
021,03/29/22 07:59, 22, 03, 29, 07, 59,234,4.4,53.0,0.4,41.9,0.9, 2218, 8,27.2, 4, 1,6.21, 50, 134,107.1335000,21.2182600, 255,01,21,0.791,Sniff,240,124,1,98,2,9,28.2,0.213,22.3,0.479,2.02,
022,03/29/22 08:04, 22, 03, 29, 08, 04,270,4.4,46.7,1.5,45.9,0.0, 2236, 8,27.2, 4, 1,6.21, 50, 134,110.3666000,21.4942000, 255,01,22,0.983,Sniff,247,126,4,124,0,16,28.7,0.920,28.2,0.00,3.62,
023,03/29/22 08:09, 22, 03, 29, 08, 09,275,4.4,45.1,0.4,49.8,0.0, 2201, 8,27.2, 4, 1,6.21, 50, 134,108.6147000,21.3381300, 255,01,23,1.10,Sniff,243,124,1,137,0,13,28.2,0.250,31.1,0.00,2.94,
024,03/29/22 08:14, 22, 03, 29, 08, 14,200,4.4,55.0,1.5,41.5,1.0, 2201, 7,27.6, 4, 1,6.24, 50, 134,94.4090900,20.0649700, 255,01,24,0.755,Sniff,213,110,3,83,2,2,25.0,0.682,18.9,0.455,0.455,
025,03/29/22 08:19, 22, 03, 29, 08, 19,234,4.4,45.3,0.0,51.3,0.0, 2236, 8,27.6, 4, 1,6.21, 50, 134,92.3264700,19.7614900, 255,01,25,1.13,Sniff,207,106,0,120,0,8,24.1,0.00,27.3,0.00,1.81,
026,03/29/22 08:24, 22, 03, 29, 08, 24,254,4.4,53.6,2.0,39.8,0.0, 2218, 7,27.6, 4, 1,6.21, 50, 134,118.4566000,22.1316900, 255,01,26,0.743,Sniff,270,136,5,101,0,12,30.9,1.15,23.0,0.00,2.66,
027,03/29/22 08:29, 22, 03, 29, 08, 29,247,4.4,49.0,2.8,44.1,1.2, 2218, 7,27.6, 4, 1,6.21, 50, 134,104.5205000,21.0618200, 255,01,27,0.900,Sniff,233,121,7,109,3,7,27.5,1.57,24.8,0.674,1.63,
028,03/29/22 08:34, 22, 03, 29, 08, 34,282,4.4,46.8,1.4,48.2,0.7, 2218, 7,27.9, 4, 1,6.21, 50, 134,115.3982000,22.0799200, 255,01,28,1.03,Sniff,256,132,4,136,2,8,30.0,0.897,30.9,0.449,1.86,
029,03/29/22 08:39, 22, 03, 29, 08, 39,262,4.4,44.3,0.4,51.9,0.0, 2218, 7,27.9, 4, 1,6.21, 50, 134,101.6073000,20.7010100, 255,01,29,1.17,Sniff,227,116,1,136,0,9,26.4,0.238,30.9,0.00,2.02,
030,03/29/22 08:44, 22, 03, 29, 08, 44,220,4.4,41.8,0.9,51.4,0.5, 2236, 8,27.9, 4, 1,6.21, 50, 134,79.6847200,18.4377400, 255,01,30,1.23,Sniff,179,92,2,113,1,12,20.9,0.450,25.7,0.250,2.70,
031,03/29/22 08:49, 22, 03, 29, 08, 49,225,4.4,48.0,1.3,46.7,0.0, 2236, 8,28.2, 4, 1,6.21, 50, 134,94.0684700,19.9291100, 255,01,31,0.973,Sniff,211,108,3,105,0,9,24.5,0.665,23.9,0.00,2.05,
032,03/29/22 08:54, 22, 03, 29, 08, 54,240,4.4,47.1,0.4,50.4,0.4, 2218, 7,28.2, 4, 1,6.18, 50, 134,98.4234800,20.3415700, 255,01,32,1.07,Sniff,220,113,1,121,1,4,25.7,0.218,27.5,0.218,0.927,
033,03/29/22 08:59, 22, 03, 29, 08, 59,229,4.4,48.9,2.6,43.2,0.9, 2218, 7,28.5, 4, 1,6.21, 50, 134,96.6814800,20.2598200, 255,01,33,0.883,Sniff,217,112,6,99,2,10,25.5,1.35,22.5,0.468,2.29,
034,03/29/22 09:04, 22, 03, 29, 09, 04,221,4.4,45.3,1.8,49.3,0.0, 2236, 8,28.5, 4, 1,6.21, 50, 134,87.1004300,19.2489800, 255,01,34,1.09,Sniff,196,100,4,109,0,8,22.8,0.904,24.8,0.00,1.81,
035,03/29/22 09:09, 22, 03, 29, 09, 09,230,4.4,40.0,0.9,53.1,0.9, 2201, 8,28.5, 4, 1,6.21, 50, 134,79.2614000,18.5413300, 255,01,35,1.33,Sniff,178,92,2,122,2,12,20.9,0.470,27.8,0.470,2.67,
036,03/29/22 09:14, 22, 03, 29, 09, 14,217,4.4,43.8,0.9,48.4,1.9, 2218, 7,28.8, 4, 1,6.18, 50, 134,80.5508700,18.7932300, 255,01,36,1.11,Sniff,181,95,2,105,4,11,21.6,0.444,23.9,0.937,2.47,
037,03/29/22 09:19, 22, 03, 29, 09, 19,246,4.4,44.7,1.2,51.2,0.4, 2218, 7,28.8, 4, 1,6.21, 50, 134,95.8104800,20.0952100, 255,01,37,1.15,Sniff,214,110,3,126,1,6,25.0,0.671,28.6,0.224,1.40,
038,03/29/22 09:24, 22, 03, 29, 09, 24,223,4.4,40.8,1.4,52.9,0.5, 2218, 7,28.8, 4, 2,6.21, 50, 134,78.3903800,18.4507700, 255,01,38,1.30,Sniff,177,91,3,118,1,10,20.7,0.710,26.8,0.253,2.23,
039,03/29/22 09:29, 22, 03, 29, 09, 29,221,4.4,40.3,1.4,57.9,0.0, 2236, 8,29.1, 4, 1,6.21, 50, 134,77.5193800,18.2681500, 255,01,39,1.44,Sniff,174,89,3,128,0,1,20.2,0.703,29.1,0.00,0.201,
040,03/29/22 09:34, 22, 03, 29, 09, 34,220,4.4,48.2,1.4,48.6,0.5, 2201, 8,29.4, 4, 1,6.18, 50, 134,90.9445300,19.6510900, 255,01,40,1.01,Sniff,206,106,3,107,1,3,24.1,0.700,24.3,0.250,0.650,
041,03/29/22 09:39, 22, 03, 29, 09, 39,216,4.4,42.1,1.9,50.9,0.5, 2236, 8,29.4, 4, 1,6.21, 50, 134,78.8186000,18.3476900, 255,01,41,1.21,Sniff,177,91,4,110,1,10,20.7,0.933,25.0,0.245,2.26,
042,03/29/22 09:44, 22, 03, 29, 09, 44,222,4.4,38.8,2.7,54.5,0.9, 2218, 7,29.7, 4, 2,6.21, 50, 134,74.0353800,18.0835000, 255,01,42,1.40,Sniff,166,86,6,121,2,7,19.6,1.36,27.5,0.454,1.56,
043,03/29/22 09:49, 22, 03, 29, 09, 49,200,4.4,35.5,1.0,58.5,0.5, 2218, 8,30.0, 4, 1,6.18, 50, 134,61.4958300,16.4311300, 255,01,43,1.65,Sniff,138,71,2,117,1,9,16.1,0.455,26.6,0.227,2.05,
044,03/29/22 09:54, 22, 03, 29, 09, 54,199,4.4,33.7,1.0,57.3,0.0, 2201, 8,30.0, 4, 1,6.21, 50, 134,58.0312700,16.0170000, 255,01,44,1.70,Sniff,131,67,2,114,0,16,15.2,0.452,25.9,0.00,3.62,
045,03/29/22 09:59, 22, 03, 29, 09, 59,197,4.4,38.1,2.0,56.4,0.5, 2236, 8,30.0, 4, 2,6.21, 50, 134,64.9603800,16.8339100, 255,01,45,1.48,Sniff,146,75,4,111,1,6,17.1,0.895,25.3,0.224,1.34,
046,03/29/22 10:04, 22, 03, 29, 10, 04,177,4.5,40.1,0.6,56.5,0.6, 2218, 8,30.3, 4, 2,6.21, 50, 134,61.1541800,16.3398400, 255,01,46,1.41,Sniff,135,71,1,100,1,4,15.8,0.236,22.2,0.236,0.865,
047,03/29/22 10:09, 22, 03, 29, 10, 09,174,4.5,35.6,0.6,60.4,0.6, 2218, 7,30.3, 4, 2,6.21, 50, 134,53.4022400,15.3957800, 255,01,47,1.70,Sniff,117,62,1,105,1,5,13.8,0.232,23.4,0.232,1.08,
048,03/29/22 10:14, 22, 03, 29, 10, 14,186,4.4,37.6,3.8,57.0,0.0, 2218, 8,30.3, 4, 2,6.18, 50, 134,60.6296800,16.3287000, 255,01,48,1.52,Sniff,137,70,7,106,0,3,15.9,1.61,24.1,0.00,0.676,
049,03/29/22 10:19, 22, 03, 29, 10, 19,155,4.5,38.7,1.9,53.6,0.7, 2236, 8,30.6, 4, 2,6.21, 50, 134,50.5375100,15.0931500, 255,01,49,1.39,Sniff,114,60,3,83,1,8,13.3,0.654,18.5,0.241,1.76,
050,03/29/22 10:24, 22, 03, 29, 10, 24,132,4.5,25.8,3.0,63.6,0.8, 2236, 8,30.6, 4, 2,6.18, 50, 134,28.1114300,11.7830800, 255,01,50,2.47,Sniff,64,34,4,84,1,9,7.57,0.880,18.7,0.235,1.99,
051,03/29/22 10:29, 22, 03, 29, 10, 29,127,4.5,34.7,1.6,62.2,0.0, 2218, 8,30.6, 4, 2,6.21, 50, 134,37.6889900,13.2052000, 255,01,51,1.79,Sniff,84,44,2,79,0,2,9.79,0.452,17.6,0.00,0.423,
052,03/29/22 10:34, 22, 03, 29, 10, 34,142,4.5,33.1,0.7,62.0,0.7, 2236, 8,30.6, 4, 2,6.21, 50, 134,40.2586900,13.5820900, 255,01,52,1.87,Sniff,90,47,1,88,1,5,10.4,0.221,19.6,0.221,1.10,
053,03/29/22 10:39, 22, 03, 29, 10, 39,130,4.5,26.9,2.3,65.4,0.0, 2218, 7,30.6, 4, 2,6.21, 50, 134,29.9798700,11.9919500, 255,01,53,2.43,Sniff,67,35,3,85,0,7,7.77,0.664,18.9,0.00,1.56,
054,03/29/22 10:45, 22, 03, 29, 10, 45,95,4.5,24.2,0.0,70.5,1.1, 2236, 8,30.9, 4, 2,6.21, 50, 134,18.6385400,9.9953060, 255,01,54,2.91,Sniff,43,23,0,67,1,4,5.11,0.00,14.9,0.232,0.887,
055,03/29/22 10:50, 22, 03, 29, 10, 50,102,4.5,22.6,2.0,71.6,1.0, 2218, 7,30.9, 4, 2,6.21, 50, 134,19.5928100,10.0502300, 255,01,55,3.17,Sniff,43,23,2,73,1,3,5.12,0.453,16.2,0.227,0.635,
056,03/29/22 10:55, 22, 03, 29, 10, 55,107,4.5,25.2,6.6,65.4,0.0, 2236, 8,30.9, 4, 2,6.21, 50, 134,23.0002600,10.7189800, 255,01,56,2.60,Sniff,52,27,7,70,0,3,5.99,1.57,15.6,0.00,0.666,
057,03/29/22 11:00, 22, 03, 29, 11, 00,111,4.5,32.4,1.8,59.5,1.8, 2218, 7,31.2, 4, 2,6.21, 50, 134,29.8151500,12.0670600, 255,01,57,1.84,Sniff,67,36,2,66,2,5,7.99,0.444,14.7,0.444,1.11,
058,03/29/22 11:05, 22, 03, 29, 11, 05,83,4.5,20.5,0.0,75.9,0.0, 2218, 7,31.2, 4, 2,6.18, 50, 134,14.4025100,8.8831980, 255,01,58,3.70,Sniff,30,17,0,63,0,3,3.78,0.00,14.0,0.00,0.664,
059,03/29/22 11:10, 22, 03, 29, 11, 10,86,4.5,29.1,3.5,64.0,0.0, 2218, 7,31.5, 4, 2,6.21, 50, 134,21.1801600,10.3342500, 255,01,59,2.20,Sniff,48,25,3,55,0,3,5.56,0.669,12.2,0.00,0.650,
060,03/29/22 11:11, 22, 03, 29, 11, 11,41,1.6,22.0,2.5,73.2,2.5, 2218, 8,31.5, 4, 2,6.21, 50, 134,18.5120900,19.2631200, 255,01,60,3.33,Sniff,45,9,1,30,1,0,5.64,0.641,18.8,0.641,0.00,
