EasyLog USB,Time,Celsius(°C),Comments,Serial Number
217,3/29/2022 22:48,29.5,,
218,3/29/2022 22:49,29.5,,
219,3/29/2022 22:50,29.5,,
220,3/29/2022 22:51,29.5,,
221,3/29/2022 22:52,29.5,,
222,3/29/2022 22:53,29.5,,
223,3/29/2022 22:54,29.5,,
224,3/29/2022 22:55,29.5,,
225,3/29/2022 22:56,29.5,,
226,3/29/2022 22:57,29.5,,
227,3/29/2022 22:58,29.5,,
228,3/29/2022 22:59,29.5,,
229,3/29/2022 23:00,29,,
230,3/29/2022 23:01,29.5,,
231,3/29/2022 23:02,29,,
232,3/29/2022 23:03,29,,
233,3/29/2022 23:04,29.5,,
234,3/29/2022 23:05,29.5,,
235,3/29/2022 23:06,29.5,,
236,3/29/2022 23:07,29.5,,
237,3/29/2022 23:08,29.5,,
238,3/29/2022 23:09,29,,
239,3/29/2022 23:10,29.5,,
240,3/29/2022 23:11,29.5,,
241,3/29/2022 23:12,29.5,,
242,3/29/2022 23:13,29.5,,
243,3/29/2022 23:14,29.5,,
244,3/29/2022 23:15,29.5,,
245,3/29/2022 23:16,29.5,,
246,3/29/2022 23:17,29.5,,
247,3/29/2022 23:18,29.5,,
248,3/29/2022 23:19,29.5,,
249,3/29/2022 23:20,29.5,,
250,3/29/2022 23:21,29.5,,
251,3/29/2022 23:22,29.5,,
252,3/29/2022 23:23,29.5,,
253,3/29/2022 23:24,29.5,,
254,3/29/2022 23:25,29.5,,
255,3/29/2022 23:26,29.5,,
256,3/29/2022 23:27,29.5,,
257,3/29/2022 23:28,29.5,,
258,3/29/2022 23:29,29,,
259,3/29/2022 23:30,29,,
260,3/29/2022 23:31,29,,
261,3/29/2022 23:32,29,,
262,3/29/2022 23:33,29,,
263,3/29/2022 23:34,29,,
264,3/29/2022 23:35,29,,
265,3/29/2022 23:36,29,,
266,3/29/2022 23:37,29,,
267,3/29/2022 23:38,29,,
268,3/29/2022 23:39,29,,
269,3/29/2022 23:40,29,,
270,3/29/2022 23:41,29,,
271,3/29/2022 23:42,29,,
272,3/29/2022 23:43,29,,
273,3/29/2022 23:44,29,,
274,3/29/2022 23:45,29,,
275,3/29/2022 23:46,29,,
276,3/29/2022 23:47,29,,
277,3/29/2022 23:48,29,,
278,3/29/2022 23:49,29,,
279,3/29/2022 23:50,29,,
280,3/29/2022 23:51,29,,
281,3/29/2022 23:52,29,,
282,3/29/2022 23:53,29,,
283,3/29/2022 23:54,29,,
284,3/29/2022 23:55,29,,
285,3/29/2022 23:56,29,,
286,3/29/2022 23:57,29,,
287,3/29/2022 23:58,29,,
288,3/29/2022 23:59,29,,
289,3/30/2022 0:00,29,,
290,3/30/2022 0:01,29,,
291,3/30/2022 0:02,29,,
292,3/30/2022 0:03,29,,
293,3/30/2022 0:04,29,,
294,3/30/2022 0:05,29,,
295,3/30/2022 0:06,29,,
296,3/30/2022 0:07,29,,
297,3/30/2022 0:08,29,,
298,3/30/2022 0:09,29,,
299,3/30/2022 0:10,29,,
300,3/30/2022 0:11,29,,
301,3/30/2022 0:12,28,,
302,3/30/2022 0:13,27.5,,
303,3/30/2022 0:14,27.5,,
304,3/30/2022 0:15,27,,
305,3/30/2022 0:16,27,,
306,3/30/2022 0:17,27,,
307,3/30/2022 0:18,27,,
308,3/30/2022 0:19,26.5,,
309,3/30/2022 0:20,26.5,,
310,3/30/2022 0:21,26.5,,
311,3/30/2022 0:22,26.5,,
312,3/30/2022 0:23,26.5,,
313,3/30/2022 0:24,26.5,,
314,3/30/2022 0:25,26.5,,
315,3/30/2022 0:26,26.5,,
316,3/30/2022 0:27,26.5,,
317,3/30/2022 0:28,26.5,,
318,3/30/2022 0:29,26.5,,
319,3/30/2022 0:30,26.5,,
320,3/30/2022 0:31,26.5,,
321,3/30/2022 0:32,26.5,,
322,3/30/2022 0:33,26.5,,
323,3/30/2022 0:34,26.5,,
324,3/30/2022 0:35,26,,
325,3/30/2022 0:36,26,,
326,3/30/2022 0:37,26,,
327,3/30/2022 0:38,26,,
328,3/30/2022 0:39,26,,
329,3/30/2022 0:40,26,,
330,3/30/2022 0:41,26,,
331,3/30/2022 0:42,26,,
332,3/30/2022 0:43,26,,
333,3/30/2022 0:44,26,,
334,3/30/2022 0:45,26,,
335,3/30/2022 0:46,26,,
336,3/30/2022 0:47,26,,
337,3/30/2022 0:48,26,,
338,3/30/2022 0:49,26,,
339,3/30/2022 0:50,26,,
340,3/30/2022 0:51,26,,
341,3/30/2022 0:52,26,,
342,3/30/2022 0:53,26,,
343,3/30/2022 0:54,26,,
344,3/30/2022 0:55,26,,
345,3/30/2022 0:56,26.5,,
346,3/30/2022 0:57,26,,
347,3/30/2022 0:58,26,,
348,3/30/2022 0:59,26,,
349,3/30/2022 1:00,26,,
350,3/30/2022 1:01,26,,
351,3/30/2022 1:02,26,,
352,3/30/2022 1:03,26,,
353,3/30/2022 1:04,26,,
354,3/30/2022 1:05,26,,
355,3/30/2022 1:06,26,,
356,3/30/2022 1:07,26,,
357,3/30/2022 1:08,26,,
358,3/30/2022 1:09,26,,
359,3/30/2022 1:10,26,,
360,3/30/2022 1:11,26,,
361,3/30/2022 1:12,26,,
362,3/30/2022 1:13,26,,
363,3/30/2022 1:14,26,,
364,3/30/2022 1:15,26,,
365,3/30/2022 1:16,26,,
366,3/30/2022 1:17,26,,
367,3/30/2022 1:18,26,,
368,3/30/2022 1:19,26,,
369,3/30/2022 1:20,26,,
370,3/30/2022 1:21,26,,
371,3/30/2022 1:22,26,,
372,3/30/2022 1:23,26,,
373,3/30/2022 1:24,26,,
374,3/30/2022 1:25,26,,
375,3/30/2022 1:26,26,,
376,3/30/2022 1:27,26,,
377,3/30/2022 1:28,26,,
378,3/30/2022 1:29,25.5,,
379,3/30/2022 1:30,26,,
380,3/30/2022 1:31,26,,
381,3/30/2022 1:32,26,,
382,3/30/2022 1:33,25.5,,
383,3/30/2022 1:34,25.5,,
384,3/30/2022 1:35,25.5,,
385,3/30/2022 1:36,25.5,,
386,3/30/2022 1:37,25.5,,
387,3/30/2022 1:38,25.5,,
388,3/30/2022 1:39,26,,
389,3/30/2022 1:40,26,,
390,3/30/2022 1:41,26,,
391,3/30/2022 1:42,26,,
392,3/30/2022 1:43,26,,
393,3/30/2022 1:44,26,,
394,3/30/2022 1:45,25.5,,
395,3/30/2022 1:46,25.5,,
396,3/30/2022 1:47,26,,
397,3/30/2022 1:48,26,,
398,3/30/2022 1:49,26,,
399,3/30/2022 1:50,26,,
400,3/30/2022 1:51,26.5,,
401,3/30/2022 1:52,26,,
402,3/30/2022 1:53,26,,
403,3/30/2022 1:54,26,,
404,3/30/2022 1:55,26,,
405,3/30/2022 1:56,26,,
406,3/30/2022 1:57,26,,
407,3/30/2022 1:58,26,,
408,3/30/2022 1:59,26,,
409,3/30/2022 2:00,26,,
410,3/30/2022 2:01,26,,
411,3/30/2022 2:02,26,,
412,3/30/2022 2:03,26,,
413,3/30/2022 2:04,26,,
414,3/30/2022 2:05,26,,
415,3/30/2022 2:06,26,,
416,3/30/2022 2:07,26,,
417,3/30/2022 2:08,26,,
418,3/30/2022 2:09,26,,
419,3/30/2022 2:10,26,,
420,3/30/2022 2:11,26,,
421,3/30/2022 2:12,26,,
422,3/30/2022 2:13,25.5,,
423,3/30/2022 2:14,25.5,,
424,3/30/2022 2:15,26,,
425,3/30/2022 2:16,26,,
426,3/30/2022 2:17,26,,
427,3/30/2022 2:18,25.5,,
428,3/30/2022 2:19,26,,
429,3/30/2022 2:20,25.5,,
430,3/30/2022 2:21,26,,
431,3/30/2022 2:22,26,,
432,3/30/2022 2:23,25.5,,
433,3/30/2022 2:24,26,,
434,3/30/2022 2:25,26,,
435,3/30/2022 2:26,26,,
436,3/30/2022 2:27,26,,
437,3/30/2022 2:28,25.5,,
438,3/30/2022 2:29,25.5,,
439,3/30/2022 2:30,25.5,,
440,3/30/2022 2:31,25.5,,
441,3/30/2022 2:32,25.5,,
442,3/30/2022 2:33,25.5,,
443,3/30/2022 2:34,25.5,,
444,3/30/2022 2:35,25.5,,
445,3/30/2022 2:36,25.5,,
446,3/30/2022 2:37,25.5,,
447,3/30/2022 2:38,25.5,,
448,3/30/2022 2:39,25.5,,
449,3/30/2022 2:40,25.5,,
450,3/30/2022 2:41,25.5,,
451,3/30/2022 2:42,25.5,,
452,3/30/2022 2:43,26,,
453,3/30/2022 2:44,25.5,,
454,3/30/2022 2:45,25.5,,
455,3/30/2022 2:46,25.5,,
456,3/30/2022 2:47,25.5,,
457,3/30/2022 2:48,25.5,,
458,3/30/2022 2:49,25.5,,
459,3/30/2022 2:50,25.5,,
460,3/30/2022 2:51,25.5,,
461,3/30/2022 2:52,25.5,,
462,3/30/2022 2:53,25.5,,
463,3/30/2022 2:54,26,,
464,3/30/2022 2:55,26,,
465,3/30/2022 2:56,25.5,,
466,3/30/2022 2:57,25.5,,
467,3/30/2022 2:58,25.5,,
468,3/30/2022 2:59,26,,
469,3/30/2022 3:00,25.5,,
470,3/30/2022 3:01,26,,
471,3/30/2022 3:02,25.5,,
472,3/30/2022 3:03,25.5,,
473,3/30/2022 3:04,25.5,,
474,3/30/2022 3:05,25.5,,
475,3/30/2022 3:06,25.5,,
476,3/30/2022 3:07,25.5,,
477,3/30/2022 3:08,25.5,,
478,3/30/2022 3:09,25.5,,
479,3/30/2022 3:10,25.5,,
480,3/30/2022 3:11,25.5,,
481,3/30/2022 3:12,25.5,,
482,3/30/2022 3:13,25.5,,
483,3/30/2022 3:14,25.5,,
484,3/30/2022 3:15,26,,
485,3/30/2022 3:16,25.5,,
486,3/30/2022 3:17,25.5,,
487,3/30/2022 3:18,25.5,,
488,3/30/2022 3:19,25.5,,
489,3/30/2022 3:20,26,,
490,3/30/2022 3:21,26,,
491,3/30/2022 3:22,26,,
492,3/30/2022 3:23,25.5,,
493,3/30/2022 3:24,26,,
494,3/30/2022 3:25,25.5,,
495,3/30/2022 3:26,26,,
496,3/30/2022 3:27,25.5,,
497,3/30/2022 3:28,25.5,,
498,3/30/2022 3:29,25.5,,
499,3/30/2022 3:30,25.5,,
500,3/30/2022 3:31,25.5,,
501,3/30/2022 3:32,26,,
502,3/30/2022 3:33,26,,
503,3/30/2022 3:34,25.5,,
504,3/30/2022 3:35,26,,
505,3/30/2022 3:36,26,,
506,3/30/2022 3:37,25.5,,
507,3/30/2022 3:38,26,,
508,3/30/2022 3:39,25.5,,
509,3/30/2022 3:40,26,,
510,3/30/2022 3:41,25.5,,
511,3/30/2022 3:42,26,,
512,3/30/2022 3:43,26,,
513,3/30/2022 3:44,26,,
514,3/30/2022 3:45,26,,
515,3/30/2022 3:46,25.5,,
516,3/30/2022 3:47,25.5,,
517,3/30/2022 3:48,26,,
518,3/30/2022 3:49,26,,
519,3/30/2022 3:50,26,,
520,3/30/2022 3:51,26,,
521,3/30/2022 3:52,26,,
522,3/30/2022 3:53,25.5,,
523,3/30/2022 3:54,26,,
524,3/30/2022 3:55,25.5,,
525,3/30/2022 3:56,25.5,,
526,3/30/2022 3:57,26,,
527,3/30/2022 3:58,25.5,,
528,3/30/2022 3:59,25,,
529,3/30/2022 4:00,28.5,,
530,3/30/2022 4:01,28,,
531,3/30/2022 4:02,28.5,,
532,3/30/2022 4:03,28.5,,
533,3/30/2022 4:04,28.5,,
534,3/30/2022 4:05,28,,
535,3/30/2022 4:06,28,,
536,3/30/2022 4:07,28,,
537,3/30/2022 4:08,28,,
538,3/30/2022 4:09,28,,
539,3/30/2022 4:10,28,,
540,3/30/2022 4:11,28,,
541,3/30/2022 4:12,28.5,,
542,3/30/2022 4:13,28.5,,
543,3/30/2022 4:14,28,,
544,3/30/2022 4:15,28.5,,
545,3/30/2022 4:16,28.5,,
546,3/30/2022 4:17,28.5,,
547,3/30/2022 4:18,28.5,,
548,3/30/2022 4:19,28.5,,
549,3/30/2022 4:20,28.5,,
550,3/30/2022 4:21,28,,
551,3/30/2022 4:22,28,,
552,3/30/2022 4:23,28,,
553,3/30/2022 4:24,28,,
554,3/30/2022 4:25,28,,
555,3/30/2022 4:26,28,,
556,3/30/2022 4:27,28,,
557,3/30/2022 4:28,28,,
558,3/30/2022 4:29,28,,
559,3/30/2022 4:30,28,,
560,3/30/2022 4:31,28,,
561,3/30/2022 4:32,28,,
562,3/30/2022 4:33,28.5,,
563,3/30/2022 4:34,28,,
564,3/30/2022 4:35,28.5,,
565,3/30/2022 4:36,28.5,,
566,3/30/2022 4:37,28,,
567,3/30/2022 4:38,28,,
568,3/30/2022 4:39,28,,
569,3/30/2022 4:40,28,,
570,3/30/2022 4:41,28,,
571,3/30/2022 4:42,28,,
572,3/30/2022 4:43,28,,
573,3/30/2022 4:44,28,,
574,3/30/2022 4:45,28,,
575,3/30/2022 4:46,28,,
576,3/30/2022 4:47,28,,
577,3/30/2022 4:48,28,,
578,3/30/2022 4:49,28,,
579,3/30/2022 4:50,28,,
580,3/30/2022 4:51,28,,
581,3/30/2022 4:52,28,,
582,3/30/2022 4:53,28,,
583,3/30/2022 4:54,28,,
584,3/30/2022 4:55,28,,
585,3/30/2022 4:56,28,,
586,3/30/2022 4:57,28,,
587,3/30/2022 4:58,28,,
588,3/30/2022 4:59,28,,
589,3/30/2022 5:00,28,,
590,3/30/2022 5:01,28,,
591,3/30/2022 5:02,28,,
592,3/30/2022 5:03,28,,
593,3/30/2022 5:04,28,,
594,3/30/2022 5:05,28,,
595,3/30/2022 5:06,28,,
596,3/30/2022 5:07,28,,
597,3/30/2022 5:08,28,,
598,3/30/2022 5:09,28,,
599,3/30/2022 5:10,28,,
600,3/30/2022 5:11,28,,
601,3/30/2022 5:12,28,,
602,3/30/2022 5:13,28,,
603,3/30/2022 5:14,28,,
604,3/30/2022 5:15,28,,
605,3/30/2022 5:16,28,,
606,3/30/2022 5:17,28,,
607,3/30/2022 5:18,28,,
608,3/30/2022 5:19,28,,
609,3/30/2022 5:20,28,,
610,3/30/2022 5:21,28,,
611,3/30/2022 5:22,28,,
612,3/30/2022 5:23,28,,
613,3/30/2022 5:24,28,,
614,3/30/2022 5:25,28,,
615,3/30/2022 5:26,28,,
616,3/30/2022 5:27,28,,
617,3/30/2022 5:28,28,,
618,3/30/2022 5:29,28,,
619,3/30/2022 5:30,28,,
620,3/30/2022 5:31,28,,
621,3/30/2022 5:32,28,,
622,3/30/2022 5:33,28,,
623,3/30/2022 5:34,28,,
624,3/30/2022 5:35,28,,
625,3/30/2022 5:36,28,,
626,3/30/2022 5:37,28,,
627,3/30/2022 5:38,28,,
628,3/30/2022 5:39,28,,
629,3/30/2022 5:40,28,,
630,3/30/2022 5:41,28,,
631,3/30/2022 5:42,28,,
632,3/30/2022 5:43,28,,
633,3/30/2022 5:44,28,,
634,3/30/2022 5:45,28,,
635,3/30/2022 5:46,28,,
636,3/30/2022 5:47,28,,
637,3/30/2022 5:48,28,,
638,3/30/2022 5:49,28,,
639,3/30/2022 5:50,28,,
640,3/30/2022 5:51,27.5,,
641,3/30/2022 5:52,28,,
642,3/30/2022 5:53,27.5,,
643,3/30/2022 5:54,28,,
644,3/30/2022 5:55,28,,
645,3/30/2022 5:56,28,,
646,3/30/2022 5:57,28,,
647,3/30/2022 5:58,28,,
648,3/30/2022 5:59,28,,
649,3/30/2022 6:00,28,,
650,3/30/2022 6:01,28,,
651,3/30/2022 6:02,28,,
652,3/30/2022 6:03,28,,
653,3/30/2022 6:04,28,,
654,3/30/2022 6:05,28,,
655,3/30/2022 6:06,28,,
656,3/30/2022 6:07,28,,
657,3/30/2022 6:08,27.5,,
658,3/30/2022 6:09,28,,
659,3/30/2022 6:10,28,,
660,3/30/2022 6:11,28,,
661,3/30/2022 6:12,28,,
662,3/30/2022 6:13,28,,
663,3/30/2022 6:14,28,,
664,3/30/2022 6:15,28,,
665,3/30/2022 6:16,28,,
666,3/30/2022 6:17,28,,
667,3/30/2022 6:18,28,,
668,3/30/2022 6:19,28,,
669,3/30/2022 6:20,28,,
670,3/30/2022 6:21,28,,
671,3/30/2022 6:22,28,,
672,3/30/2022 6:23,28,,
673,3/30/2022 6:24,28,,
674,3/30/2022 6:25,28,,
675,3/30/2022 6:26,28,,
676,3/30/2022 6:27,28,,
677,3/30/2022 6:28,28,,
678,3/30/2022 6:29,28,,
679,3/30/2022 6:30,28,,
680,3/30/2022 6:31,28,,
681,3/30/2022 6:32,28,,
682,3/30/2022 6:33,28,,
683,3/30/2022 6:34,28,,
684,3/30/2022 6:35,28,,
685,3/30/2022 6:36,28,,
686,3/30/2022 6:37,28,,
687,3/30/2022 6:38,28,,
688,3/30/2022 6:39,28,,
689,3/30/2022 6:40,28,,
690,3/30/2022 6:41,28,,
691,3/30/2022 6:42,28,,
692,3/30/2022 6:43,28,,
693,3/30/2022 6:44,28,,
694,3/30/2022 6:45,28,,
695,3/30/2022 6:46,28,,
696,3/30/2022 6:47,28,,
697,3/30/2022 6:48,28,,
698,3/30/2022 6:49,28,,
699,3/30/2022 6:50,28,,
700,3/30/2022 6:51,28,,
701,3/30/2022 6:52,28,,
702,3/30/2022 6:53,28,,
703,3/30/2022 6:54,28,,
704,3/30/2022 6:55,28,,
705,3/30/2022 6:56,28,,
706,3/30/2022 6:57,28,,
707,3/30/2022 6:58,28,,
708,3/30/2022 6:59,27.5,,
709,3/30/2022 7:00,28,,
710,3/30/2022 7:01,28,,
711,3/30/2022 7:02,28,,
712,3/30/2022 7:03,28,,
713,3/30/2022 7:04,28,,
714,3/30/2022 7:05,28,,
715,3/30/2022 7:06,28,,
716,3/30/2022 7:07,28,,
717,3/30/2022 7:08,28,,
718,3/30/2022 7:09,28,,
719,3/30/2022 7:10,28,,
