Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other),
543,03/21/22 13:09, 22, 03, 21, 13, 09,1,4.6,0.0,0.0,100.0,0.0, 2218, 7,32.8, 5, 1,6.36, 40, 134,0.0000000,3.3521890, 255,22*,13*,N/A,Sniff,0.0,0,0,1,0,0,0.00,0.00,0.217,0.00,0.00,
544,03/21/22 13:14, 22, 03, 21, 13, 14,3,4.6,66.7,0.0,33.3,0.0, 2236, 7,32.8, 5, 1,6.33, 40, 134,1.6760950,4.5791760, 255,22*,14*,0.499,Sniff,0,2,0,1,0,0,0.435,0.00,0.217,0.00,0.00,
545,03/21/22 13:19, 22, 03, 21, 13, 19,6,4.6,66.7,16.7,16.7,0.0, 2218, 7,32.8, 5, 1,6.33, 40, 134,3.3521890,5.4239560, 255,22*,15*,0.250,Sniff,7,4,1,1,0,0,0.870,0.218,0.218,0.00,0.00,
546,03/21/22 13:24, 22, 03, 21, 13, 24,6,4.6,33.3,0.0,66.7,0.0, 2218, 7,32.8, 5, 1,6.33, 40, 134,1.6760950,4.5791760, 255,22*,16*,2.00,Sniff,0,2,0,4,0,0,0.434,0.00,0.870,0.00,0.00,
547,03/21/22 13:29, 22, 03, 21, 13, 29,2,4.6,0.0,50.0,0.0,0.0, 2218, 7,33.2, 5, 1,6.33, 40, 134,0.0000000,3.3521890, 255,22*,17*,N/A,Sniff,0.0,0,1,0,0,1,0.00,0.217,0.00,0.00,0.217,
548,03/21/22 13:34, 22, 03, 21, 13, 34,3,4.6,66.7,0.0,33.3,0.0, 2236, 8,33.2, 5, 1,6.36, 40, 134,1.6760950,4.5791760, 255,22*,18*,0.499,Sniff,0,2,0,1,0,0,0.435,0.00,0.217,0.00,0.00,
549,03/21/22 13:39, 22, 03, 21, 13, 39,2,4.6,100.0,0.0,0.0,0.0, 2218, 7,33.2, 5, 1,6.36, 40, 134,1.6760950,4.5791760, 255,22*,19*,0.00,Sniff,0,2,0,0,0,0,0.435,0.00,0.00,0.00,0.00,
550,03/21/22 13:44, 22, 03, 21, 13, 44,3,4.6,33.3,0.0,66.7,0.0, 2236, 7,33.2, 5, 1,6.36, 40, 134,0.8380473,4.0464510, 255,22*,20*,2.00,Sniff,1.9,1,0,2,0,0,0.217,0.00,0.435,0.00,0.00,
551,03/21/22 13:49, 22, 03, 21, 13, 49,3,4.6,66.7,0.0,0.0,0.0, 2236, 8,33.2, 5, 1,6.36, 40, 134,1.6760950,4.5791760, 255,22*,21*,0.00,Sniff,0,2,0,0,0,1,0.435,0.00,0.00,0.00,0.217,
552,03/21/22 13:54, 22, 03, 21, 13, 54,3,4.6,33.3,0.0,66.7,0.0, 2236, 8,33.2, 5, 1,6.36, 40, 134,0.8380473,4.0464510, 255,22*,22*,2.00,Sniff,1.9,1,0,2,0,0,0.217,0.00,0.435,0.00,0.00,
553,03/21/22 13:59, 22, 03, 21, 13, 59,1,4.6,0.0,0.0,100.0,0.0, 2236, 7,33.2, 5, 1,6.36, 40, 134,0.0000000,3.3521890, 255,22*,23*,N/A,Sniff,0.0,0,0,1,0,0,0.00,0.00,0.217,0.00,0.00,
554,03/21/22 14:04, 22, 03, 21, 14, 04,1,4.6,100.0,0.0,0.0,0.0, 2218, 7,33.2, 5, 1,6.36, 40, 134,0.8380473,4.0464510, 255,22*,24*,0.00,Sniff,1.9,1,0,0,0,0,0.217,0.00,0.00,0.00,0.00,
555,03/21/22 14:09, 22, 03, 21, 14, 09,1,4.6,100.0,0.0,0.0,0.0, 2218, 7,33.2, 5, 1,6.33, 40, 134,0.8380473,4.0464510, 255,22*,25*,0.00,Sniff,1.9,1,0,0,0,0,0.217,0.00,0.00,0.00,0.00,
556,03/21/22 14:14, 22, 03, 21, 14, 14,1,4.6,0.0,0.0,0.0,0.0, 2218, 7,33.2, 5, 1,6.33, 40, 134,0.0000000,3.3341670, 255,22*,26*,N/A,Sniff,0.0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.217,
557,03/21/22 14:19, 22, 03, 21, 14, 19,2,4.6,50.0,0.0,50.0,0.0, 2218, 7,32.8, 5, 1,6.33, 40, 134,0.8380473,4.0464510, 255,22*,27*,1.00,Sniff,1.9,1,0,1,0,0,0.217,0.00,0.217,0.00,0.00,
558,03/21/22 14:24, 22, 03, 21, 14, 24,2,4.6,0.0,0.0,50.0,0.0, 2218, 7,32.8, 4, 1,6.33, 40, 134,0.0000000,3.3521890, 255,22*,28*,N/A,Sniff,0.0,0,0,1,0,1,0.00,0.00,0.217,0.00,0.217,
559,03/21/22 14:29, 22, 03, 21, 14, 29,8,4.6,37.5,12.5,50.0,0.0, 2218, 7,32.8, 5, 1,6.33, 40, 134,2.5141420,5.0282840, 255,22*,29*,1.33,Sniff,6,3,1,4,0,0,0.652,0.217,0.870,0.00,0.00,
560,03/21/22 14:34, 22, 03, 21, 14, 34,2,4.6,0.0,0.0,100.0,0.0, 2218, 7,32.8, 4, 1,6.33, 40, 134,0.0000000,3.3521890, 255,22*,30*,N/A,Sniff,0.0,0,0,2,0,0,0.00,0.00,0.435,0.00,0.00,
561,03/21/22 14:39, 22, 03, 21, 14, 39,1,4.6,0.0,0.0,100.0,0.0, 2218, 7,32.8, 4, 1,6.33, 40, 134,0.0000000,3.3521890, 255,22*,31*,N/A,Sniff,0.0,0,0,1,0,0,0.00,0.00,0.217,0.00,0.00,
562,03/21/22 14:45, 22, 03, 21, 14, 45,2,4.6,50.0,0.0,50.0,0.0, 2236, 8,32.8, 5, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,32*,1.00,Sniff,1.9,1,0,1,0,0,0.217,0.00,0.217,0.00,0.00,
563,03/21/22 14:50, 22, 03, 21, 14, 50,2,4.6,50.0,0.0,50.0,0.0, 2218, 7,32.5, 4, 1,6.33, 40, 134,0.8380473,4.0464510, 255,22*,33*,1.00,Sniff,1.9,1,0,1,0,0,0.217,0.00,0.217,0.00,0.00,
564,03/21/22 14:55, 22, 03, 21, 14, 55,3,4.6,33.3,0.0,66.7,0.0, 2218, 7,32.5, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,34*,2.00,Sniff,1.9,1,0,2,0,0,0.217,0.00,0.435,0.00,0.00,
565,03/21/22 15:00, 22, 03, 21, 15, 00,0,4.6,0.0,0.0,0.0,0.0, 2218, 7,32.5, 4, 1,6.30, 40, 134,0.0000000,3.3341670, 255,22*,35*,N/A,Sniff,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
566,03/21/22 15:05, 22, 03, 21, 15, 05,5,4.6,40.0,0.0,60.0,0.0, 2218, 7,32.5, 4, 1,6.33, 40, 134,1.6760950,4.5791760, 255,22*,36*,1.50,Sniff,0,2,0,3,0,0,0.435,0.00,0.652,0.00,0.00,
567,03/21/22 15:10, 22, 03, 21, 15, 10,5,4.6,40.0,0.0,60.0,0.0, 2236, 8,32.5, 4, 1,6.30, 40, 134,1.6760950,4.5791760, 255,22*,37*,1.50,Sniff,0,2,0,3,0,0,0.435,0.00,0.652,0.00,0.00,
568,03/21/22 15:15, 22, 03, 21, 15, 15,2,4.6,0.0,0.0,50.0,0.0, 2218, 7,32.5, 4, 1,6.33, 40, 134,0.0000000,3.3521890, 255,22*,38*,N/A,Sniff,0.0,0,0,1,0,1,0.00,0.00,0.217,0.00,0.217,
569,03/21/22 15:20, 22, 03, 21, 15, 20,4,4.6,50.0,50.0,0.0,0.0, 2236, 8,32.2, 4, 1,6.33, 40, 134,1.6760950,4.5791760, 255,22*,39*,0.00,Sniff,0,2,2,0,0,0,0.435,0.435,0.00,0.00,0.00,
570,03/21/22 15:25, 22, 03, 21, 15, 25,2,4.6,0.0,0.0,100.0,0.0, 2201, 7,32.2, 4, 1,6.27, 40, 134,0.0000000,3.3521890, 255,22*,40*,N/A,Sniff,0.0,0,0,2,0,0,0.00,0.00,0.435,0.00,0.00,
571,03/21/22 15:30, 22, 03, 21, 15, 30,3,4.6,33.3,33.3,33.3,0.0, 2236, 7,32.2, 4, 1,6.33, 40, 134,0.8380473,4.0464510, 255,22*,41*,1.00,Sniff,1.9,1,1,1,0,0,0.217,0.217,0.217,0.00,0.000652,
572,03/21/22 15:35, 22, 03, 21, 15, 35,1,4.6,0.0,100.0,0.0,0.0, 2218, 7,32.2, 4, 1,6.30, 40, 134,0.0000000,3.3521890, 255,22*,42*,N/A,Sniff,0.0,0,1,0,0,0,0.00,0.217,0.00,0.00,0.00,
573,03/21/22 15:40, 22, 03, 21, 15, 40,3,4.6,33.3,33.3,33.3,0.0, 2218, 7,32.2, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,43*,1.00,Sniff,1.9,1,1,1,0,0,0.217,0.217,0.217,0.00,0.000652,
574,03/21/22 15:45, 22, 03, 21, 15, 45,2,4.6,50.0,0.0,50.0,0.0, 2218, 7,31.9, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,44*,1.00,Sniff,1.9,1,0,1,0,0,0.217,0.00,0.217,0.00,0.00,
575,03/21/22 15:50, 22, 03, 21, 15, 50,0,4.6,0.0,0.0,0.0,0.0, 2218, 7,31.9, 4, 1,6.30, 40, 134,0.0000000,3.3341670, 255,22*,45*,N/A,Sniff,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
576,03/21/22 15:55, 22, 03, 21, 15, 55,3,4.6,33.3,0.0,66.7,0.0, 2236, 8,31.9, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,46*,2.00,Sniff,1.9,1,0,2,0,0,0.217,0.00,0.435,0.00,0.00,
577,03/21/22 16:00, 22, 03, 21, 16, 00,4,4.6,50.0,0.0,25.0,25.0, 2218, 7,31.9, 4, 1,6.30, 40, 134,1.6760950,4.5791760, 255,22*,47*,0.500,Sniff,4,2,0,1,1,0,0.435,0.00,0.217,0.217,0.00,
578,03/21/22 16:05, 22, 03, 21, 16, 05,5,4.6,60.0,20.0,20.0,0.0, 2218, 7,31.6, 4, 1,6.33, 40, 134,2.5141420,5.0282840, 255,22*,48*,0.333,Sniff,6,3,1,1,0,0,0.652,0.217,0.217,0.00,0.00,
579,03/21/22 16:10, 22, 03, 21, 16, 10,3,4.6,33.3,66.7,0.0,0.0, 2236, 7,31.6, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,49*,0.00,Sniff,1.9,1,2,0,0,0,0.217,0.435,0.00,0.00,0.00,
580,03/21/22 16:15, 22, 03, 21, 16, 15,4,4.6,50.0,0.0,25.0,25.0, 2201, 8,31.6, 4, 1,6.27, 40, 134,1.6760950,4.5791760, 255,22*,50*,0.500,Sniff,4,2,0,1,1,0,0.435,0.00,0.217,0.217,0.00,
581,03/21/22 16:20, 22, 03, 21, 16, 20,4,4.6,25.0,0.0,75.0,0.0, 2201, 8,31.6, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,51*,3.00,Sniff,1.9,1,0,3,0,0,0.217,0.00,0.652,0.00,0.00,
582,03/21/22 16:25, 22, 03, 21, 16, 25,3,4.6,33.3,33.3,33.3,0.0, 2236, 8,31.3, 4, 1,6.30, 40, 134,0.8380473,4.0464510, 255,22*,52*,1.00,Sniff,1.9,1,1,1,0,0,0.217,0.217,0.217,0.00,0.000652,
583,03/21/22 16:30, 22, 03, 21, 16, 30,5,4.6,60.0,40.0,0.0,0.0, 2218, 7,31.3, 4, 1,6.30, 40, 134,2.5141420,5.0282840, 255,22*,53*,0.00,Sniff,6,3,2,0,0,0,0.652,0.435,0.00,0.00,0.00,
584,03/21/22 16:35, 22, 03, 21, 16, 35,14,4.6,85.7,0.0,14.3,0.0, 2218, 7,31.3, 4, 1,6.30, 40, 134,10.0565700,7.7193400, 255,22*,54*,0.167,Sniff,22,12,0,2,0,0,2.61,0.00,0.435,0.00,0.00,
585,03/21/22 16:40, 22, 03, 21, 16, 40,7,4.6,57.2,14.3,28.6,0.0, 2218, 7,31.3, 4, 1,6.30, 40, 134,3.3521890,5.4239560, 255,22*,55*,0.500,Sniff,7,4,1,2,0,0,0.870,0.218,0.435,0.00,0.00,
586,03/21/22 16:45, 22, 03, 21, 16, 45,8,4.6,87.5,12.5,0.0,0.0, 2236, 8,31.3, 4, 1,6.30, 40, 134,5.8663310,6.4168060, 255,22*,56*,0.00,Sniff,13,7,1,0,0,0,1.52,0.217,0.00,0.00,0.00,
587,03/21/22 16:50, 22, 03, 21, 16, 50,11,4.6,63.6,0.0,27.3,9.1, 2236, 8,31.3, 4, 1,6.30, 40, 134,5.0282840,6.4168060, 255,22*,57*,0.429,Sniff,11,7,0,3,1,0,1.52,0.00,0.653,0.218,0.00,
588,03/21/22 16:55, 22, 03, 21, 16, 55,11,4.6,72.7,9.1,18.2,0.0, 2218, 7,31.3, 4, 1,6.27, 40, 134,6.7043790,6.7043790, 255,22*,58*,0.250,Sniff,15,8,1,2,0,0,1.74,0.218,0.435,0.00,0.00,
589,03/21/22 17:00, 22, 03, 21, 17, 00,17,4.6,53.0,17.7,17.7,0.0, 2236, 8,31.3, 4, 1,6.30, 40, 134,7.5834180,7.0142870, 255,22*,59*,0.334,Sniff,17,9,3,3,0,2,1.96,0.654,0.654,0.00,0.429,
590,03/21/22 17:05, 22, 03, 21, 17, 05,12,4.6,58.3,0.0,41.7,0.0, 2218, 7,31.0, 5, 1,6.27, 40, 134,5.8663310,6.4168060, 255,22*,60*,0.715,Sniff,13,7,0,5,0,0,1.52,0.00,1.09,0.00,0.00,
591,03/21/22 17:10, 22, 03, 21, 17, 10,12,4.6,58.3,8.3,33.3,0.0, 2218, 8,31.0, 4, 1,6.27, 40, 134,5.8663310,6.4168060, 255,22*,61*,0.571,Sniff,13,7,1,4,0,0,1.52,0.217,0.869,0.00,0.00261,
592,03/21/22 17:15, 22, 03, 21, 17, 15,23,4.6,65.2,4.4,13.1,0.0, 2218, 7,31.0, 4, 1,6.24, 40, 134,12.6390300,8.4260200, 255,22*,62*,0.201,Sniff,28,15,1,3,0,4,3.26,0.220,0.655,0.00,0.865,
593,03/21/22 17:20, 22, 03, 21, 17, 20,21,4.6,71.4,0.0,23.8,0.0, 2201, 8,31.0, 4, 1,6.27, 40, 134,12.6390300,8.4260200, 255,22*,63*,0.333,Sniff,28,15,0,5,0,1,3.26,0.00,1.09,0.00,0.219,
594,03/21/22 17:25, 22, 03, 21, 17, 25,20,4.6,60.0,5.0,35.0,0.0, 2236, 8,30.7, 4, 1,6.27, 40, 134,10.1112200,7.7612930, 255,22*,64*,0.583,Sniff,22,12,1,7,0,0,2.61,0.217,1.52,0.00,0.00,
595,03/21/22 17:30, 22, 03, 21, 17, 30,18,4.6,50.0,0.0,33.3,0.0, 2218, 7,30.7, 4, 1,6.27, 40, 134,7.5834180,7.0142870, 255,22*,65*,0.666,Sniff,17,9,0,6,0,3,1.96,0.00,1.30,0.00,0.653,
596,03/21/22 17:35, 22, 03, 21, 17, 35,26,4.6,69.2,3.9,23.1,0.0, 2218, 7,30.7, 4, 1,6.27, 40, 134,15.1668400,9.0308370, 255,22*,66*,0.334,Sniff,30,18,1,6,0,1,3.91,0.220,1.31,0.00,0.215,
597,03/21/22 17:40, 22, 03, 21, 17, 40,29,4.6,75.9,0.0,24.2,0.0, 2218, 7,30.7, 4, 1,6.27, 40, 134,18.4370400,9.7143620, 255,22*,67*,0.319,Sniff,41,22,0,7,0,0,4.79,0.00,1.53,0.00,0.00,
598,03/21/22 17:45, 22, 03, 21, 17, 45,39,4.5,64.1,7.7,20.5,0.0, 2218, 7,30.4, 4, 1,6.27, 40, 134,21.1801600,10.3342600, 255,22*,68*,0.320,Sniff,47,25,3,8,0,3,5.56,0.667,1.78,0.00,0.667,
599,03/21/22 17:50, 22, 03, 21, 17, 50,52,4.5,75.0,0.0,15.4,0.0, 2218, 7,30.4, 4, 1,6.27, 40, 134,33.0410500,12.4108200, 255,22*,69*,0.205,Sniff,73,39,0,8,0,5,8.67,0.00,1.78,0.00,1.11,
600,03/21/22 17:55, 22, 03, 21, 17, 55,57,4.5,77.2,1.8,12.3,0.0, 2218, 7,30.4, 4, 1,6.27, 40, 134,37.2770800,13.0608800, 255,22*,70*,0.159,Sniff,83,44,1,7,0,5,9.78,0.228,1.56,0.00,1.10,
601,03/21/22 18:00, 22, 03, 21, 18, 00,54,4.5,79.6,3.7,14.8,0.0, 2236, 8,30.4, 4, 1,6.24, 40, 134,36.4298700,12.9338700, 255,22*,71*,0.186,Sniff,81,43,2,8,0,1,9.55,0.444,1.78,0.00,0.228,
602,03/21/22 18:05, 22, 03, 21, 18, 05,80,4.5,76.3,2.5,20.0,0.0, 2218, 7,30.1, 4, 1,6.27, 40, 134,51.9635400,15.1188500, 255,22*,72*,0.262,Sniff,115,61,2,16,0,1,13.6,0.444,3.56,0.00,0.213,
603,03/21/22 18:10, 22, 03, 21, 18, 10,90,4.5,71.1,1.1,21.1,0.0, 2201, 8,30.1, 4, 1,6.27, 40, 134,54.5191200,15.4395700, 255,22*,73*,0.297,Sniff,121,64,1,19,0,6,14.2,0.220,4.22,0.00,1.34,
604,03/21/22 18:15, 22, 03, 21, 18, 15,100,4.5,76.0,1.0,20.0,2.0, 2236, 7,30.1, 4, 1,6.27, 40, 134,64.2425800,16.8431400, 255,22*,74*,0.263,Sniff,143,76,1,20,2,1,16.9,0.222,4.44,0.444,0.222,
605,03/21/22 18:20, 22, 03, 21, 18, 20,102,4.5,75.5,2.0,16.7,0.0, 2236, 7,30.1, 4, 1,6.27, 40, 134,65.9557200,16.8431400, 255,22*,75*,0.221,Sniff,146,77,2,17,0,6,17.1,0.453,3.79,0.00,1.31,
606,03/21/22 18:25, 22, 03, 21, 18, 25,110,4.5,68.2,0.0,27.3,0.0, 2218, 7,29.8, 4, 1,6.24, 40, 134,64.2425800,16.6479000, 255,22*,76*,0.400,Sniff,143,75,0,30,0,5,16.7,0.00,6.67,0.00,1.10,
607,03/21/22 18:30, 22, 03, 21, 18, 30,111,4.5,59.5,0.0,33.3,0.9, 2236, 8,29.8, 4, 1,6.27, 40, 134,55.6769000,15.7357500, 255,22*,77*,0.560,Sniff,124,66,0,37,1,7,14.7,0.00,8.21,0.222,1.55,
608,03/21/22 18:35, 22, 03, 21, 18, 35,129,4.5,68.2,0.8,28.7,0.0, 2218, 8,29.8, 4, 1,6.27, 40, 134,75.3779600,17.8748200, 255,22*,78*,0.421,Sniff,170,88,1,37,0,3,19.6,0.229,8.23,0.00,0.659,
609,03/21/22 18:40, 22, 03, 21, 18, 40,136,4.5,66.2,0.0,27.2,0.7, 2218, 7,29.5, 4, 1,6.27, 40, 134,77.5193800,18.1557100, 255,22*,79*,0.411,Sniff,172,90,0,37,1,8,20.0,0.00,8.22,0.212,1.78,
610,03/21/22 18:45, 22, 03, 21, 18, 45,152,4.5,75.7,0.7,19.7,0.7, 2236, 8,29.5, 4, 1,6.24, 40, 134,98.1912100,20.2761900, 255,22*,80*,0.260,Sniff,218,115,1,30,1,5,25.6,0.236,6.65,0.236,1.08,
611,03/21/22 18:50, 22, 03, 21, 18, 50,148,4.5,62.2,1.4,31.8,0.7, 2236, 8,29.2, 4, 1,6.24, 40, 134,79.2420300,18.3353200, 255,22*,81*,0.511,Sniff,176,92,2,47,1,6,20.5,0.460,10.5,0.230,1.28,
612,03/21/22 18:55, 22, 03, 21, 18, 55,125,4.5,61.6,0.0,35.2,0.0, 2236, 8,29.2, 4, 1,6.27, 40, 134,65.9557200,16.8431400, 255,22*,82*,0.571,Sniff,146,77,0,44,0,4,17.1,0.00,9.78,0.00,0.889,
613,03/21/22 19:00, 22, 03, 21, 19, 00,139,4.5,66.9,1.5,28.8,0.0, 2218, 7,29.2, 4, 1,6.24, 40, 134,79.6608000,18.3226000, 255,22*,83*,0.430,Sniff,177,93,2,40,0,4,20.7,0.463,8.90,0.00,0.865,
614,03/21/22 19:05, 22, 03, 21, 19, 05,141,4.5,62.4,2.1,33.3,2.1, 2218, 7,28.9, 4, 1,6.24, 40, 134,74.9354000,18.0651700, 255,22*,84*,0.534,Sniff,170,88,3,47,3,0,19.6,0.658,10.4,0.658,0.0313,
615,03/21/22 19:10, 22, 03, 21, 19, 10,161,4.5,62.7,1.9,32.3,0.6, 2218, 7,28.9, 4, 1,6.21, 40, 134,86.9939700,19.1205900, 255,22*,85*,0.515,Sniff,193,101,3,52,1,4,22.4,0.680,11.6,0.215,0.894,
616,03/21/22 19:15, 22, 03, 21, 19, 15,176,4.4,58.0,1.1,37.5,0.6, 2218, 8,28.9, 4, 1,6.24, 40, 134,88.3461100,19.3129600, 255,22*,86*,0.647,Sniff,196,102,2,66,1,5,23.2,0.440,15.0,0.240,1.12,
617,03/21/22 19:20, 22, 03, 21, 19, 20,186,4.4,45.7,2.7,50.0,0.6, 2236, 8,28.6, 4, 1,6.24, 40, 134,72.7556200,17.7967500, 255,22*,87*,1.09,Sniff,162,85,5,93,1,2,19.3,1.14,21.1,0.254,0.423,
618,03/21/22 19:25, 22, 03, 21, 19, 25,163,4.5,60.1,0.6,35.0,0.0, 2218, 7,28.6, 4, 1,6.24, 40, 134,84.4099900,18.8628300, 255,22*,88*,0.582,Sniff,187,98,1,57,0,7,21.8,0.217,12.7,0.00,1.56,
619,03/21/22 19:30, 22, 03, 21, 19, 30,193,4.4,58.6,1.0,37.3,0.0, 2218, 7,28.6, 4, 1,6.24, 40, 134,97.8736300,20.2279300, 255,22*,89*,0.637,Sniff,217,113,2,72,0,6,25.7,0.439,16.4,0.00,1.36,
620,03/21/22 19:35, 22, 03, 21, 19, 35,197,4.4,50.3,0.5,45.2,1.5, 2236, 8,28.6, 4, 1,6.24, 40, 134,84.8815600,19.1414400, 255,22*,90*,0.899,Sniff,188,99,1,89,3,5,22.5,0.224,20.2,0.672,1.12,
621,03/21/22 19:40, 22, 03, 21, 19, 40,170,4.5,58.8,1.8,38.8,0.0, 2218, 7,28.3, 4, 1,6.24, 40, 134,86.1326400,19.0351000, 255,22*,91*,0.660,Sniff,191,100,3,66,0,1,22.2,0.680,14.7,0.00,0.227,
622,03/21/22 19:45, 22, 03, 21, 19, 45,166,4.5,51.8,0.0,46.4,0.6, 2218, 7,28.3, 4, 1,6.24, 40, 134,73.2127500,17.7904900, 255,22*,92*,0.896,Sniff,163,86,0,77,1,2,19.1,0.00,17.1,0.221,0.443,
623,03/21/22 19:50, 22, 03, 21, 19, 50,183,4.4,42.1,1.1,50.3,0.6, 2218, 7,28.3, 4, 1,6.24, 40, 134,65.8265100,17.0313300, 255,22*,93*,1.19,Sniff,146,77,2,92,1,11,17.5,0.458,20.9,0.250,2.45,
624,03/21/22 19:56, 22, 03, 21, 19, 56,168,4.5,49.4,0.6,46.4,0.0, 2218, 7,28.3, 4, 1,6.21, 40, 134,71.4900900,17.5110300, 255,22*,94*,0.939,Sniff,159,83,1,78,0,6,18.4,0.224,17.3,0.00,1.34,
625,03/21/22 20:01, 22, 03, 21, 20, 01,173,4.4,45.7,2.3,50.3,0.6, 2236, 8,28.0, 4, 1,6.24, 40, 134,68.4249300,17.2262300, 255,22*,95*,1.10,Sniff,152,79,4,87,1,2,18.0,0.904,19.8,0.236,0.433,
