EasyLog USB,Time,Celsius(°C),Comments,Serial Number
1076,3/30/2022 13:07,29.5,,
1077,3/30/2022 13:08,29.5,,
1078,3/30/2022 13:09,29.5,,
1079,3/30/2022 13:10,29.5,,
1080,3/30/2022 13:11,29.5,,
1081,3/30/2022 13:12,29.5,,
1082,3/30/2022 13:13,29.5,,
1083,3/30/2022 13:14,29.5,,
1084,3/30/2022 13:15,29.5,,
1085,3/30/2022 13:16,29.5,,
1086,3/30/2022 13:17,29.5,,
1087,3/30/2022 13:18,29.5,,
1088,3/30/2022 13:19,29.5,,
1089,3/30/2022 13:20,29.5,,
1090,3/30/2022 13:21,29.5,,
1091,3/30/2022 13:22,30,,
1092,3/30/2022 13:23,30,,
1093,3/30/2022 13:24,29.5,,
1094,3/30/2022 13:25,30,,
1095,3/30/2022 13:26,30,,
1096,3/30/2022 13:27,30,,
1097,3/30/2022 13:28,30,,
1098,3/30/2022 13:29,30,,
1099,3/30/2022 13:30,30,,
1100,3/30/2022 13:31,30,,
1101,3/30/2022 13:32,30,,
1102,3/30/2022 13:33,30,,
1103,3/30/2022 13:34,30,,
1104,3/30/2022 13:35,30,,
1105,3/30/2022 13:36,30,,
1106,3/30/2022 13:37,30,,
1107,3/30/2022 13:38,30,,
1108,3/30/2022 13:39,30,,
1109,3/30/2022 13:40,30,,
1110,3/30/2022 13:41,30,,
1111,3/30/2022 13:42,30,,
1112,3/30/2022 13:43,30,,
1113,3/30/2022 13:44,30,,
1114,3/30/2022 13:45,30,,
1115,3/30/2022 13:46,30,,
1116,3/30/2022 13:47,30,,
1117,3/30/2022 13:48,30,,
1118,3/30/2022 13:49,30,,
1119,3/30/2022 13:50,30,,
1120,3/30/2022 13:51,30,,
1121,3/30/2022 13:52,30,,
1122,3/30/2022 13:53,30,,
1123,3/30/2022 13:54,30,,
1124,3/30/2022 13:55,30,,
1125,3/30/2022 13:56,30,,
1126,3/30/2022 13:57,30,,
1127,3/30/2022 13:58,30,,
1128,3/30/2022 13:59,30,,
1129,3/30/2022 14:00,29.5,,
1130,3/30/2022 14:01,30,,
1131,3/30/2022 14:02,29.5,,
1132,3/30/2022 14:03,30,,
1133,3/30/2022 14:04,30,,
1134,3/30/2022 14:05,29.5,,
1135,3/30/2022 14:06,30,,
1136,3/30/2022 14:07,30,,
1137,3/30/2022 14:08,30,,
1138,3/30/2022 14:09,30,,
1139,3/30/2022 14:10,30,,
1140,3/30/2022 14:11,30,,
1141,3/30/2022 14:12,30,,
1142,3/30/2022 14:13,30,,
1143,3/30/2022 14:14,30,,
1144,3/30/2022 14:15,30,,
1145,3/30/2022 14:16,30,,
1146,3/30/2022 14:17,30.5,,
1147,3/30/2022 14:18,30,,
1148,3/30/2022 14:19,30,,
1149,3/30/2022 14:20,30.5,,
1150,3/30/2022 14:21,30,,
1151,3/30/2022 14:22,30.5,,
1152,3/30/2022 14:23,30,,
1153,3/30/2022 14:24,30,,
1154,3/30/2022 14:25,30,,
1155,3/30/2022 14:26,30.5,,
1156,3/30/2022 14:27,30.5,,
1157,3/30/2022 14:28,30.5,,
1158,3/30/2022 14:29,30.5,,
1159,3/30/2022 14:30,30.5,,
1160,3/30/2022 14:31,30.5,,
1161,3/30/2022 14:32,30.5,,
1162,3/30/2022 14:33,30.5,,
1163,3/30/2022 14:34,30.5,,
1164,3/30/2022 14:35,30.5,,
1165,3/30/2022 14:36,30.5,,
1166,3/30/2022 14:37,30.5,,
1167,3/30/2022 14:38,30.5,,
1168,3/30/2022 14:39,30.5,,
1169,3/30/2022 14:40,30.5,,
1170,3/30/2022 14:41,31,,
1171,3/30/2022 14:42,30.5,,
1172,3/30/2022 14:43,30.5,,
1173,3/30/2022 14:44,30.5,,
1174,3/30/2022 14:45,30.5,,
1175,3/30/2022 14:46,30.5,,
1176,3/30/2022 14:47,30.5,,
1177,3/30/2022 14:48,30.5,,
1178,3/30/2022 14:49,30.5,,
1179,3/30/2022 14:50,30.5,,
1180,3/30/2022 14:51,30.5,,
1181,3/30/2022 14:52,30.5,,
1182,3/30/2022 14:53,30.5,,
1183,3/30/2022 14:54,30.5,,
1184,3/30/2022 14:55,30.5,,
1185,3/30/2022 14:56,30.5,,
1186,3/30/2022 14:57,30.5,,
1187,3/30/2022 14:58,30.5,,
1188,3/30/2022 14:59,30.5,,
1189,3/30/2022 15:00,30.5,,
1190,3/30/2022 15:01,30.5,,
1191,3/30/2022 15:02,30.5,,
1192,3/30/2022 15:03,30.5,,
1193,3/30/2022 15:04,30.5,,
1194,3/30/2022 15:05,30.5,,
1195,3/30/2022 15:06,30.5,,
1196,3/30/2022 15:07,30.5,,
1197,3/30/2022 15:08,30.5,,
1198,3/30/2022 15:09,30.5,,
1199,3/30/2022 15:10,30.5,,
1200,3/30/2022 15:11,31,,
1201,3/30/2022 15:12,30.5,,
1202,3/30/2022 15:13,31,,
1203,3/30/2022 15:14,31,,
1204,3/30/2022 15:15,30.5,,
1205,3/30/2022 15:16,30.5,,
1206,3/30/2022 15:17,31,,
1207,3/30/2022 15:18,31,,
1208,3/30/2022 15:19,31,,
1209,3/30/2022 15:20,30.5,,
1210,3/30/2022 15:21,31,,
1211,3/30/2022 15:22,31,,
1212,3/30/2022 15:23,31,,
1213,3/30/2022 15:24,31,,
1214,3/30/2022 15:25,30.5,,
1215,3/30/2022 15:26,30.5,,
1216,3/30/2022 15:27,30.5,,
1217,3/30/2022 15:28,30.5,,
1218,3/30/2022 15:29,30.5,,
1219,3/30/2022 15:30,30.5,,
1220,3/30/2022 15:31,30.5,,
1221,3/30/2022 15:32,30.5,,
1222,3/30/2022 15:33,30.5,,
1223,3/30/2022 15:34,30.5,,
1224,3/30/2022 15:35,30.5,,
1225,3/30/2022 15:36,30.5,,
1226,3/30/2022 15:37,30.5,,
1227,3/30/2022 15:38,30.5,,
1228,3/30/2022 15:39,30.5,,
1229,3/30/2022 15:40,30.5,,
1230,3/30/2022 15:41,30.5,,
1231,3/30/2022 15:42,30.5,,
1232,3/30/2022 15:43,30.5,,
1233,3/30/2022 15:44,30.5,,
1234,3/30/2022 15:45,30.5,,
1235,3/30/2022 15:46,30.5,,
1236,3/30/2022 15:47,30.5,,
1237,3/30/2022 15:48,30.5,,
1238,3/30/2022 15:49,30.5,,
1239,3/30/2022 15:50,30.5,,
1240,3/30/2022 15:51,30.5,,
1241,3/30/2022 15:52,30.5,,
1242,3/30/2022 15:53,30.5,,
1243,3/30/2022 15:54,30.5,,
1244,3/30/2022 15:55,30.5,,
1245,3/30/2022 15:56,30.5,,
1246,3/30/2022 15:57,30.5,,
1247,3/30/2022 15:58,30,,
1248,3/30/2022 15:59,30.5,,
1249,3/30/2022 16:00,30.5,,
1250,3/30/2022 16:01,30.5,,
1251,3/30/2022 16:02,30.5,,
1252,3/30/2022 16:03,30.5,,
1253,3/30/2022 16:04,30.5,,
1254,3/30/2022 16:05,30.5,,
1255,3/30/2022 16:06,30.5,,
1256,3/30/2022 16:07,30.5,,
1257,3/30/2022 16:08,31,,
1258,3/30/2022 16:09,31,,
1259,3/30/2022 16:10,31,,
1260,3/30/2022 16:11,31,,
1261,3/30/2022 16:12,30.5,,
1262,3/30/2022 16:13,30.5,,
1263,3/30/2022 16:14,30.5,,
1264,3/30/2022 16:15,31,,
1265,3/30/2022 16:16,30.5,,
1266,3/30/2022 16:17,30.5,,
1267,3/30/2022 16:18,31,,
1268,3/30/2022 16:19,31,,
1269,3/30/2022 16:20,31,,
1270,3/30/2022 16:21,31,,
1271,3/30/2022 16:22,31,,
1272,3/30/2022 16:23,31,,
1273,3/30/2022 16:24,31,,
1274,3/30/2022 16:25,31,,
1275,3/30/2022 16:26,31,,
1276,3/30/2022 16:27,30.5,,
1277,3/30/2022 16:28,30.5,,
1278,3/30/2022 16:29,31,,
1279,3/30/2022 16:30,31,,
1280,3/30/2022 16:31,31,,
1281,3/30/2022 16:32,31,,
1282,3/30/2022 16:33,31,,
1283,3/30/2022 16:34,31,,
1284,3/30/2022 16:35,30.5,,
1285,3/30/2022 16:36,31,,
1286,3/30/2022 16:37,31,,
1287,3/30/2022 16:38,31,,
1288,3/30/2022 16:39,31,,
1289,3/30/2022 16:40,31,,
1290,3/30/2022 16:41,31,,
1291,3/30/2022 16:42,31,,
1292,3/30/2022 16:43,31,,
1293,3/30/2022 16:44,31,,
1294,3/30/2022 16:45,31,,
1295,3/30/2022 16:46,31,,
1296,3/30/2022 16:47,31,,
1297,3/30/2022 16:48,31,,
1298,3/30/2022 16:49,31,,
1299,3/30/2022 16:50,31,,
1300,3/30/2022 16:51,31,,
1301,3/30/2022 16:52,31,,
1302,3/30/2022 16:53,30.5,,
1303,3/30/2022 16:54,30.5,,
1304,3/30/2022 16:55,30.5,,
1305,3/30/2022 16:56,30.5,,
1306,3/30/2022 16:57,30.5,,
1307,3/30/2022 16:58,30.5,,
1308,3/30/2022 16:59,30.5,,
1309,3/30/2022 17:00,30.5,,
1310,3/30/2022 17:01,31,,
1311,3/30/2022 17:02,30.5,,
1312,3/30/2022 17:03,30.5,,
1313,3/30/2022 17:04,30.5,,
1314,3/30/2022 17:05,30.5,,
1315,3/30/2022 17:06,30,,
1316,3/30/2022 17:07,31,,
1317,3/30/2022 17:08,30.5,,
1318,3/30/2022 17:09,30.5,,
1319,3/30/2022 17:10,30.5,,
1320,3/30/2022 17:11,30.5,,
1321,3/30/2022 17:12,30.5,,
1322,3/30/2022 17:13,30.5,,
1323,3/30/2022 17:14,30.5,,
1324,3/30/2022 17:15,30.5,,
1325,3/30/2022 17:16,30.5,,
1326,3/30/2022 17:17,30.5,,
1327,3/30/2022 17:18,30.5,,
1328,3/30/2022 17:19,30.5,,
1329,3/30/2022 17:20,30.5,,
1330,3/30/2022 17:21,30,,
1331,3/30/2022 17:22,30.5,,
1332,3/30/2022 17:23,30.5,,
1333,3/30/2022 17:24,30.5,,
1334,3/30/2022 17:25,30.5,,
1335,3/30/2022 17:26,30.5,,
1336,3/30/2022 17:27,30.5,,
