#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
139,03/20/2023 14:18:00,25.09,393.76,,,,
140,03/20/2023 14:20:00,24.36,324.88,,,,
141,03/20/2023 14:22:00,23.59,263.60,,,,
142,03/20/2023 14:24:00,23.08,241.52,,,,
143,03/20/2023 14:26:00,22.61,158.68,,,,
144,03/20/2023 14:28:00,21.92,74.74,,,,
145,03/20/2023 14:30:00,22.01,869.44,,,,
146,03/20/2023 14:32:00,23.42,20.25,,,,
147,03/20/2023 14:34:00,24.62,2679.04,,,,
148,03/20/2023 14:36:00,25.27,567.84,,,,
149,03/20/2023 14:38:00,25.74,864.96,,,,
150,03/20/2023 14:40:00,26.12,1599.36,,,,
151,03/20/2023 14:42:00,26.64,6430.72,,,,
152,03/20/2023 14:44:00,28.53,5235.20,,,,
153,03/20/2023 14:46:00,29.21,5191.68,,,,
154,03/20/2023 14:48:00,29.51,4771.84,,,,
155,03/20/2023 14:50:00,29.64,6300.16,,,,
156,03/20/2023 14:52:00,29.77,5511.68,,,,
157,03/20/2023 14:54:00,29.77,4582.40,,,,
158,03/20/2023 14:56:00,29.77,4746.24,,,,
159,03/20/2023 14:58:00,29.77,5647.36,,,,
160,03/20/2023 15:00:00,29.86,5573.12,,,,
161,03/20/2023 15:02:00,29.81,6440.96,,,,
162,03/20/2023 15:04:00,29.81,7086.08,,,,
163,03/20/2023 15:06:00,29.90,8588.80,,,,
164,03/20/2023 15:08:00,29.90,10288.64,,,,
165,03/20/2023 15:10:00,29.98,12262.40,,,,
166,03/20/2023 15:12:00,29.98,13660.16,,,,
167,03/20/2023 15:14:00,30.03,14581.76,,,,
168,03/20/2023 15:16:00,30.41,40304.64,,,,
169,03/20/2023 15:18:00,30.37,18483.20,,,,
170,03/20/2023 15:20:00,30.37,24586.24,,,,
171,03/20/2023 15:22:00,30.33,15283.20,,,,
172,03/20/2023 15:24:00,30.24,14443.52,,,,
173,03/20/2023 15:26:00,30.33,16906.24,,,,
174,03/20/2023 15:28:00,30.28,14182.40,,,,
175,03/20/2023 15:30:00,30.28,13562.88,,,,
176,03/20/2023 15:32:00,30.28,13516.80,,,,
177,03/20/2023 15:34:00,30.28,12764.16,,,,
178,03/20/2023 15:36:00,30.28,12308.48,,,,
179,03/20/2023 15:38:00,30.28,11356.16,,,,
180,03/20/2023 15:40:00,30.33,11596.80,,,,
181,03/20/2023 15:42:00,30.28,10849.28,,,,
182,03/20/2023 15:44:00,30.37,11484.16,,,,
183,03/20/2023 15:46:00,30.33,10823.68,,,,
184,03/20/2023 15:48:00,30.28,8647.68,,,,
185,03/20/2023 15:50:00,30.33,9141.76,,,,
186,03/20/2023 15:52:00,30.33,9244.16,,,,
187,03/20/2023 15:54:00,30.37,10803.20,,,,
188,03/20/2023 15:56:00,30.37,10368.00,,,,
189,03/20/2023 15:58:00,30.28,7464.96,,,,
190,03/20/2023 16:00:00,30.24,6064.64,,,,
191,03/20/2023 16:02:00,30.24,7342.08,,,,
192,03/20/2023 16:04:00,30.28,8186.88,,,,
193,03/20/2023 16:06:00,30.33,8967.68,,,,
194,03/20/2023 16:08:00,30.11,5514.24,,,,
195,03/20/2023 16:10:00,30.16,6254.08,,,,
196,03/20/2023 16:12:00,30.20,6141.44,,,,
197,03/20/2023 16:14:00,30.16,5652.48,,,,
198,03/20/2023 16:16:00,29.90,4450.56,,,,
199,03/20/2023 16:18:00,29.98,4381.44,,,,
200,03/20/2023 16:20:00,30.03,4509.44,,,,
201,03/20/2023 16:22:00,30.03,4837.12,,,,
202,03/20/2023 16:24:00,29.98,5024.00,,,,
203,03/20/2023 16:26:00,29.90,5136.64,,,,
204,03/20/2023 16:28:00,29.90,5299.20,,,,
205,03/20/2023 16:30:00,29.94,5580.80,,,,
206,03/20/2023 16:32:00,29.77,4608.00,,,,
207,03/20/2023 16:34:00,29.77,5255.68,,,,
208,03/20/2023 16:36:00,29.77,5176.32,,,,
209,03/20/2023 16:38:00,29.68,4586.24,,,,
210,03/20/2023 16:40:00,29.68,4349.44,,,,
211,03/20/2023 16:42:00,29.68,3754.24,,,,
212,03/20/2023 16:44:00,29.38,3508.48,,,,
213,03/20/2023 16:46:00,29.47,3375.36,,,,
214,03/20/2023 16:48:00,29.51,3358.72,,,,
215,03/20/2023 16:50:00,29.38,3520.00,,,,
216,03/20/2023 16:52:00,29.30,3228.16,,,,
217,03/20/2023 16:54:00,29.21,3105.28,,,,
218,03/20/2023 16:56:00,29.26,3052.80,,,,
219,03/20/2023 16:58:00,29.17,3335.68,,,,
220,03/20/2023 17:00:00,29.08,3006.72,,,,
221,03/20/2023 17:02:00,29.08,2718.72,,,,
222,03/20/2023 17:04:00,29.08,2691.84,,,,
223,03/20/2023 17:06:00,29.04,2617.60,,,,
224,03/20/2023 17:08:00,28.95,2467.84,,,,
225,03/20/2023 17:10:00,28.95,2287.36,,,,
226,03/20/2023 17:12:00,28.91,2250.88,,,,
227,03/20/2023 17:14:00,28.91,2258.56,,,,
228,03/20/2023 17:16:00,28.87,2170.88,,,,
229,03/20/2023 17:18:00,28.87,2016.00,,,,
230,03/20/2023 17:20:00,28.83,2001.28,,,,
231,03/20/2023 17:22:00,28.91,1946.88,,,,
232,03/20/2023 17:24:00,28.78,1968.64,,,,
233,03/20/2023 17:26:00,28.74,2696.96,,,,
234,03/20/2023 17:28:00,28.83,4032.00,,,,
235,03/20/2023 17:30:00,28.83,4093.44,,,,
236,03/20/2023 17:32:00,28.87,3640.32,,,,
237,03/20/2023 17:34:00,28.78,3530.24,,,,
238,03/20/2023 17:36:00,28.78,3147.52,,,,
239,03/20/2023 17:38:00,28.78,2766.08,,,,
240,03/20/2023 17:40:00,28.74,2744.32,,,,
241,03/20/2023 17:42:00,28.83,2488.32,,,,
242,03/20/2023 17:44:00,28.61,2312.96,,,,
243,03/20/2023 17:46:00,28.65,1946.88,,,,
244,03/20/2023 17:48:00,28.61,1466.24,,,,
245,03/20/2023 17:50:00,28.57,1151.04,,,,
246,03/20/2023 17:52:00,28.57,1000.64,,,,
247,03/20/2023 17:54:00,28.61,943.36,,,,
248,03/20/2023 17:56:00,28.57,933.12,,,,
249,03/20/2023 17:58:00,28.48,822.08,,,,
250,03/20/2023 18:00:00,28.44,698.88,,,,
251,03/20/2023 18:02:00,28.48,603.84,,,,
252,03/20/2023 18:04:00,28.35,480.80,,,,
253,03/20/2023 18:06:00,28.27,373.12,,,,
254,03/20/2023 18:08:00,28.40,312.80,,,,
255,03/20/2023 18:10:00,28.27,246.96,,,,
256,03/20/2023 18:12:00,28.23,188.96,,,,
257,03/20/2023 18:14:00,28.18,139.56,,,,
258,03/20/2023 18:16:00,28.18,100.92,,,,
259,03/20/2023 18:18:00,28.18,69.32,,,,
260,03/20/2023 18:20:00,28.14,50.00,,,,
261,03/20/2023 18:22:00,28.14,31.87,,,,
262,03/20/2023 18:24:00,28.05,19.28,,,,
263,03/20/2023 18:26:00,28.01,12.61,,,,
264,03/20/2023 18:28:00,28.05,7.32,,,,
265,03/20/2023 18:30:00,28.05,4.10,,,,
266,03/20/2023 18:32:00,28.14,2.27,,,,
267,03/20/2023 18:34:00,28.14,1.13,,,,
268,03/20/2023 18:36:00,28.10,0.45,,,,
269,03/20/2023 18:38:00,28.05,0.00,,,,
270,03/20/2023 18:40:00,28.05,0.00,,,,
271,03/20/2023 18:42:00,28.05,0.00,,,,
272,03/20/2023 18:44:00,28.05,0.00,,,,
273,03/20/2023 18:46:00,28.23,0.00,,,,
274,03/20/2023 18:48:00,28.18,0.00,,,,
275,03/20/2023 18:50:00,28.18,0.00,,,,
276,03/20/2023 18:52:00,28.27,0.00,,,,
277,03/20/2023 18:54:00,28.14,0.00,,,,
278,03/20/2023 18:56:00,28.23,0.00,,,,
279,03/20/2023 18:58:00,28.23,0.00,,,,
280,03/20/2023 19:00:00,28.14,0.00,,,,
281,03/20/2023 19:02:00,28.27,0.00,,,,
282,03/20/2023 19:04:00,28.31,0.00,,,,
283,03/20/2023 19:06:00,28.40,0.00,,,,
284,03/20/2023 19:08:00,28.40,0.00,,,,
285,03/20/2023 19:10:00,28.35,0.00,,,,
286,03/20/2023 19:12:00,28.40,0.00,,,,
287,03/20/2023 19:14:00,28.44,0.00,,,,
288,03/20/2023 19:16:00,28.53,0.00,,,,
289,03/20/2023 19:18:00,28.53,0.00,,,,
290,03/20/2023 19:20:00,28.61,0.00,,,,
291,03/20/2023 19:22:00,28.65,0.00,,,,
292,03/20/2023 19:24:00,28.61,0.00,,,,
293,03/20/2023 19:26:00,28.65,0.00,,,,
294,03/20/2023 19:28:00,28.65,0.00,,,,
295,03/20/2023 19:30:00,28.61,0.00,,,,
296,03/20/2023 19:32:00,28.61,0.00,,,,
297,03/20/2023 19:34:00,28.70,0.00,,,,
298,03/20/2023 19:36:00,28.65,0.00,,,,
299,03/20/2023 19:38:00,28.65,0.00,,,,
300,03/20/2023 19:40:00,28.78,0.00,,,,
301,03/20/2023 19:42:00,28.74,0.00,,,,
302,03/20/2023 19:44:00,28.70,0.00,,,,
303,03/20/2023 19:46:00,28.74,0.00,,,,
304,03/20/2023 19:48:00,28.74,0.00,,,,
305,03/20/2023 19:50:00,28.83,0.00,,,,
306,03/20/2023 19:52:00,28.74,0.00,,,,
307,03/20/2023 19:54:00,28.74,0.00,,,,
308,03/20/2023 19:56:00,28.74,0.00,,,,
309,03/20/2023 19:58:00,28.70,0.00,,,,
310,03/20/2023 20:00:00,28.70,0.00,,,,
311,03/20/2023 20:02:00,28.78,0.00,,,,
312,03/20/2023 20:04:00,28.78,0.00,,,,
313,03/20/2023 20:06:00,28.83,0.00,,,,
314,03/20/2023 20:08:00,28.83,0.00,,,,
315,03/20/2023 20:10:00,28.91,0.00,,,,
316,03/20/2023 20:12:00,28.83,0.00,,,,
317,03/20/2023 20:14:00,28.78,0.00,,,,
318,03/20/2023 20:16:00,28.78,0.00,,,,
319,03/20/2023 20:18:00,28.91,0.00,,,,
320,03/20/2023 20:20:00,28.91,0.00,,,,
321,03/20/2023 20:22:00,28.87,0.00,,,,
322,03/20/2023 20:24:00,29.00,0.00,,,,
323,03/20/2023 20:26:00,28.91,0.00,,,,
324,03/20/2023 20:28:00,28.91,0.00,,,,
325,03/20/2023 20:30:00,28.87,0.00,,,,
326,03/20/2023 20:32:00,28.87,0.00,,,,
327,03/20/2023 20:34:00,28.95,0.00,,,,
328,03/20/2023 20:36:00,28.91,0.00,,,,
329,03/20/2023 20:38:00,28.87,0.00,,,,
330,03/20/2023 20:40:00,28.87,0.00,,,,
331,03/20/2023 20:42:00,28.95,0.00,,,,
332,03/20/2023 20:44:00,28.91,0.00,,,,
333,03/20/2023 20:46:00,28.95,0.00,,,,
334,03/20/2023 20:48:00,28.91,0.00,,,,
335,03/20/2023 20:50:00,29.00,0.00,,,,
336,03/20/2023 20:52:00,28.95,0.00,,,,
337,03/20/2023 20:54:00,29.00,0.00,,,,
338,03/20/2023 20:56:00,28.95,0.00,,,,
339,03/20/2023 20:58:00,29.00,0.00,,,,
340,03/20/2023 21:00:00,29.04,0.00,,,,
341,03/20/2023 21:02:00,29.00,0.00,,,,
342,03/20/2023 21:04:00,29.00,0.00,,,,
343,03/20/2023 21:06:00,29.00,0.00,,,,
344,03/20/2023 21:08:00,29.04,0.00,,,,
345,03/20/2023 21:10:00,29.08,0.00,,,,
346,03/20/2023 21:12:00,29.00,0.00,,,,
347,03/20/2023 21:14:00,29.04,0.00,,,,
348,03/20/2023 21:16:00,29.00,0.00,,,,
349,03/20/2023 21:18:00,29.04,0.00,,,,
350,03/20/2023 21:20:00,29.00,0.00,,,,
351,03/20/2023 21:22:00,29.00,0.00,,,,
352,03/20/2023 21:24:00,29.08,0.00,,,,
353,03/20/2023 21:26:00,29.00,0.00,,,,
354,03/20/2023 21:28:00,29.00,0.00,,,,
355,03/20/2023 21:30:00,28.95,0.00,,,,
356,03/20/2023 21:32:00,29.00,0.00,,,,
357,03/20/2023 21:34:00,28.95,0.00,,,,
358,03/20/2023 21:36:00,28.95,0.00,,,,
359,03/20/2023 21:38:00,28.95,0.00,,,,
360,03/20/2023 21:40:00,28.91,0.00,,,,
361,03/20/2023 21:42:00,28.83,0.00,,,,
362,03/20/2023 21:44:00,28.91,0.00,,,,
363,03/20/2023 21:46:00,28.87,0.00,,,,
364,03/20/2023 21:48:00,28.87,0.00,,,,
365,03/20/2023 21:50:00,28.87,0.00,,,,
366,03/20/2023 21:52:00,28.87,0.00,,,,
367,03/20/2023 21:54:00,28.87,0.00,,,,
368,03/20/2023 21:56:00,28.83,0.00,,,,
369,03/20/2023 21:58:00,28.87,0.00,,,,
370,03/20/2023 22:00:00,28.83,0.00,,,,
371,03/20/2023 22:02:00,28.78,0.00,,,,
372,03/20/2023 22:04:00,28.87,0.00,,,,
373,03/20/2023 22:06:00,28.87,0.00,,,,
374,03/20/2023 22:08:00,28.83,0.00,,,,
375,03/20/2023 22:10:00,28.87,0.00,,,,
376,03/20/2023 22:12:00,28.83,0.00,,,,
377,03/20/2023 22:14:00,28.87,0.00,,,,
378,03/20/2023 22:16:00,28.83,0.00,,,,
379,03/20/2023 22:18:00,28.87,0.00,,,,
380,03/20/2023 22:20:00,28.87,0.00,,,,
381,03/20/2023 22:22:00,28.87,0.00,,,,
382,03/20/2023 22:24:00,28.87,0.00,,,,
383,03/20/2023 22:26:00,28.83,0.00,,,,
384,03/20/2023 22:28:00,28.83,0.00,,,,
385,03/20/2023 22:30:00,28.83,0.00,,,,
386,03/20/2023 22:32:00,28.78,0.00,,,,
387,03/20/2023 22:34:00,28.78,0.00,,,,
388,03/20/2023 22:36:00,28.74,0.00,,,,
389,03/20/2023 22:38:00,28.74,0.00,,,,
390,03/20/2023 22:40:00,28.70,0.00,,,,
391,03/20/2023 22:42:00,28.78,0.00,,,,
392,03/20/2023 22:44:00,28.78,0.00,,,,
393,03/20/2023 22:46:00,28.78,0.00,,,,
394,03/20/2023 22:48:00,28.74,0.00,,,,
395,03/20/2023 22:50:00,28.74,0.00,,,,
396,03/20/2023 22:52:00,28.70,0.00,,,,
397,03/20/2023 22:54:00,28.74,0.00,,,,
398,03/20/2023 22:56:00,28.74,0.00,,,,
399,03/20/2023 22:58:00,28.70,0.00,,,,
400,03/20/2023 23:00:00,28.61,0.00,,,,
401,03/20/2023 23:02:00,28.61,0.00,,,,
402,03/20/2023 23:04:00,28.57,0.00,,,,
403,03/20/2023 23:06:00,28.53,0.00,,,,
404,03/20/2023 23:08:00,28.53,0.00,,,,
405,03/20/2023 23:10:00,28.57,0.00,,,,
406,03/20/2023 23:12:00,28.53,0.00,,,,
407,03/20/2023 23:14:00,28.53,0.00,,,,
408,03/20/2023 23:16:00,28.48,0.00,,,,
409,03/20/2023 23:18:00,28.40,0.00,,,,
410,03/20/2023 23:20:00,28.44,0.00,,,,
411,03/20/2023 23:22:00,28.44,0.00,,,,
412,03/20/2023 23:24:00,28.48,0.00,,,,
413,03/20/2023 23:26:00,28.40,0.00,,,,
414,03/20/2023 23:28:00,28.40,0.00,,,,
415,03/20/2023 23:30:00,28.44,0.00,,,,
416,03/20/2023 23:32:00,28.44,0.00,,,,
417,03/20/2023 23:34:00,28.44,0.00,,,,
418,03/20/2023 23:36:00,28.31,0.00,,,,
419,03/20/2023 23:38:00,28.35,0.00,,,,
420,03/20/2023 23:40:00,28.35,0.00,,,,
421,03/20/2023 23:42:00,28.40,0.00,,,,
422,03/20/2023 23:44:00,28.31,0.00,,,,
423,03/20/2023 23:46:00,28.35,0.00,,,,
424,03/20/2023 23:48:00,28.31,0.00,,,,
425,03/20/2023 23:50:00,28.40,0.00,,,,
426,03/20/2023 23:52:00,28.35,0.00,,,,
427,03/20/2023 23:54:00,28.44,0.00,,,,
428,03/20/2023 23:56:00,28.40,0.00,,,,
429,03/20/2023 23:58:00,28.40,0.00,,,,
430,03/21/2023 00:00:00,28.35,0.00,,,,
431,03/21/2023 00:02:00,28.40,0.00,,,,
432,03/21/2023 00:04:00,28.40,0.00,,,,
433,03/21/2023 00:06:00,28.31,0.00,,,,
434,03/21/2023 00:08:00,28.35,0.00,,,,
435,03/21/2023 00:10:00,28.35,0.00,,,,
436,03/21/2023 00:12:00,28.31,0.00,,,,
437,03/21/2023 00:14:00,28.31,0.00,,,,
438,03/21/2023 00:16:00,28.35,0.00,,,,
439,03/21/2023 00:18:00,28.31,0.00,,,,
440,03/21/2023 00:20:00,28.27,0.00,,,,
441,03/21/2023 00:22:00,28.27,0.00,,,,
442,03/21/2023 00:24:00,28.31,0.00,,,,
443,03/21/2023 00:26:00,28.27,0.00,,,,
444,03/21/2023 00:28:00,28.31,0.00,,,,
445,03/21/2023 00:30:00,28.27,0.00,,,,
446,03/21/2023 00:32:00,28.23,0.00,,,,
447,03/21/2023 00:34:00,28.23,0.00,,,,
448,03/21/2023 00:36:00,28.23,0.00,,,,
449,03/21/2023 00:38:00,28.23,0.00,,,,
450,03/21/2023 00:40:00,28.27,0.00,,,,
451,03/21/2023 00:42:00,28.23,0.00,,,,
452,03/21/2023 00:44:00,28.23,0.00,,,,
453,03/21/2023 00:46:00,28.27,0.00,,,,
454,03/21/2023 00:48:00,28.18,0.00,,,,
455,03/21/2023 00:50:00,28.23,0.00,,,,
456,03/21/2023 00:52:00,28.23,0.00,,,,
457,03/21/2023 00:54:00,28.23,0.00,,,,
458,03/21/2023 00:56:00,28.23,0.00,,,,
459,03/21/2023 00:58:00,28.31,0.00,,,,
460,03/21/2023 01:00:00,28.31,0.00,,,,
461,03/21/2023 01:02:00,28.18,0.00,,,,
462,03/21/2023 01:04:00,28.27,0.00,,,,
463,03/21/2023 01:06:00,28.23,0.00,,,,
464,03/21/2023 01:08:00,28.27,0.00,,,,
465,03/21/2023 01:10:00,28.23,0.00,,,,
466,03/21/2023 01:12:00,28.23,0.00,,,,
467,03/21/2023 01:14:00,28.18,0.00,,,,
468,03/21/2023 01:16:00,28.18,0.00,,,,
469,03/21/2023 01:18:00,28.18,0.00,,,,
470,03/21/2023 01:20:00,28.23,0.00,,,,
471,03/21/2023 01:22:00,28.23,0.00,,,,
472,03/21/2023 01:24:00,28.23,0.00,,,,
473,03/21/2023 01:26:00,28.23,0.00,,,,
474,03/21/2023 01:28:00,28.27,0.00,,,,
475,03/21/2023 01:30:00,28.23,0.00,,,,
476,03/21/2023 01:32:00,28.27,0.00,,,,
477,03/21/2023 01:34:00,28.27,0.00,,,,
478,03/21/2023 01:36:00,28.27,0.00,,,,
479,03/21/2023 01:38:00,28.27,0.00,,,,
480,03/21/2023 01:40:00,28.23,0.00,,,,
481,03/21/2023 01:42:00,28.27,0.00,,,,
482,03/21/2023 01:44:00,28.31,0.00,,,,
483,03/21/2023 01:46:00,28.31,0.00,,,,
484,03/21/2023 01:48:00,28.31,0.00,,,,
485,03/21/2023 01:50:00,28.31,0.00,,,,
486,03/21/2023 01:52:00,28.27,0.00,,,,
487,03/21/2023 01:54:00,28.27,0.00,,,,
488,03/21/2023 01:56:00,28.23,0.00,,,,
489,03/21/2023 01:58:00,28.31,0.00,,,,
490,03/21/2023 02:00:00,28.31,0.00,,,,
491,03/21/2023 02:02:00,28.31,0.00,,,,
492,03/21/2023 02:04:00,28.35,0.00,,,,
493,03/21/2023 02:06:00,28.31,0.00,,,,
494,03/21/2023 02:08:00,28.31,0.00,,,,
495,03/21/2023 02:10:00,28.35,0.00,,,,
496,03/21/2023 02:12:00,28.27,0.00,,,,
497,03/21/2023 02:14:00,28.31,0.00,,,,
498,03/21/2023 02:16:00,28.31,0.00,,,,
499,03/21/2023 02:18:00,28.27,0.00,,,,
500,03/21/2023 02:20:00,28.27,0.00,,,,
501,03/21/2023 02:22:00,28.27,0.00,,,,
502,03/21/2023 02:24:00,28.27,0.00,,,,
503,03/21/2023 02:26:00,28.27,0.00,,,,
504,03/21/2023 02:28:00,28.27,0.00,,,,
505,03/21/2023 02:30:00,28.27,0.00,,,,
