"Plot Title: CT_320_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739320, SEN S/N: 20739320)","Temp, °C (LGR S/N: 20739320, SEN S/N: 20739320)","Specific Conductance, μS/cm (LGR S/N: 20739320)","Salinity, ppt (LGR S/N: 20739320)","Specific Conductance, μS/cm (LGR S/N: 20739320)","Salinity, ppt (LGR S/N: 20739320)","Coupler Detached (LGR S/N: 20739320)","Coupler Attached (LGR S/N: 20739320)","Host Connected (LGR S/N: 20739320)","Stopped (LGR S/N: 20739320)","End Of File (LGR S/N: 20739320)"
1593,05/23/21 01:21:30 AM,37015.5,28.17,55429.4,36.7619,55429.4,36.7619,,,,,
1594,05/23/21 01:22:00 AM,36995.9,28.16,55410.6,36.7478,55410.6,36.7478,,,,,
1595,05/23/21 01:22:30 AM,37009.0,28.17,55419.7,36.7546,55419.7,36.7546,,,,,
1596,05/23/21 01:23:00 AM,36999.2,28.17,55405.0,36.7436,55405.0,36.7436,,,,,
1597,05/23/21 01:23:30 AM,36999.2,28.18,55394.4,36.7357,55394.4,36.7357,,,,,
1598,05/23/21 01:24:00 AM,37018.8,28.17,55434.4,36.7656,55434.4,36.7656,,,,,
1599,05/23/21 01:24:30 AM,36995.9,28.17,55400.0,36.7399,55400.0,36.7399,,,,,
1600,05/23/21 01:25:00 AM,36986.2,28.18,55375.0,36.7211,55375.0,36.7211,,,,,
1601,05/23/21 01:25:30 AM,36989.4,28.16,55400.8,36.7405,55400.8,36.7405,,,,,
1602,05/23/21 01:26:00 AM,36995.9,28.16,55410.6,36.7478,55410.6,36.7478,,,,,
1603,05/23/21 01:26:30 AM,36999.2,28.17,55405.0,36.7436,55405.0,36.7436,,,,,
1604,05/23/21 01:27:00 AM,37009.0,28.17,55419.7,36.7546,55419.7,36.7546,,,,,
1605,05/23/21 01:27:30 AM,36986.2,28.17,55385.5,36.7290,55385.5,36.7290,,,,,
1606,05/23/21 01:28:00 AM,37031.9,28.17,55454.0,36.7803,55454.0,36.7803,,,,,
1607,05/23/21 01:28:30 AM,36950.3,28.16,55342.2,36.6966,55342.2,36.6966,,,,,
1608,05/23/21 01:29:00 AM,36986.2,28.16,55396.0,36.7369,55396.0,36.7369,,,,,
1609,05/23/21 01:29:30 AM,37025.3,28.16,55454.6,36.7808,55454.6,36.7808,,,,,
1610,05/23/21 01:30:00 AM,36982.9,28.16,55391.1,36.7332,55391.1,36.7332,,,,,
1611,05/23/21 01:30:30 AM,36976.4,28.16,55381.3,36.7259,55381.3,36.7259,,,,,
1612,05/23/21 01:31:00 AM,37012.3,28.16,55435.2,36.7662,55435.2,36.7662,,,,,
1613,05/23/21 01:31:30 AM,36986.2,28.16,55396.0,36.7369,55396.0,36.7369,,,,,
1614,05/23/21 01:32:00 AM,37009.0,28.16,55430.2,36.7625,55430.2,36.7625,,,,,
1615,05/23/21 01:32:30 AM,37018.8,28.16,55444.9,36.7735,55444.9,36.7735,,,,,
1616,05/23/21 01:33:00 AM,37012.3,28.16,55435.2,36.7662,55435.2,36.7662,,,,,
1617,05/23/21 01:33:30 AM,36976.4,28.14,55402.4,36.7417,55402.4,36.7417,,,,,
1618,05/23/21 01:34:00 AM,36986.2,28.17,55385.5,36.7290,55385.5,36.7290,,,,,
1619,05/23/21 01:34:30 AM,37009.0,28.16,55430.2,36.7625,55430.2,36.7625,,,,,
1620,05/23/21 01:35:00 AM,36989.4,28.16,55400.8,36.7405,55400.8,36.7405,,,,,
1621,05/23/21 01:35:30 AM,37005.7,28.16,55425.3,36.7588,55425.3,36.7588,,,,,
1622,05/23/21 01:36:00 AM,36995.9,28.16,55410.6,36.7478,55410.6,36.7478,,,,,
1623,05/23/21 01:36:30 AM,37009.0,28.14,55451.3,36.7782,55451.3,36.7782,,,,,
1624,05/23/21 01:37:00 AM,36982.9,28.14,55412.1,36.7489,55412.1,36.7489,,,,,
1625,05/23/21 01:37:30 AM,37012.3,28.16,55435.2,36.7662,55435.2,36.7662,,,,,
1626,05/23/21 01:38:00 AM,36979.6,28.14,55407.2,36.7452,55407.2,36.7452,,,,,
1627,05/23/21 01:38:30 AM,36963.3,28.14,55382.7,36.7270,55382.7,36.7270,,,,,
1628,05/23/21 01:39:00 AM,37012.3,28.14,55456.2,36.7819,55456.2,36.7819,,,,,
1629,05/23/21 01:39:30 AM,36976.4,28.16,55381.3,36.7259,55381.3,36.7259,,,,,
1630,05/23/21 01:40:00 AM,37012.3,28.14,55456.2,36.7819,55456.2,36.7819,,,,,
1631,05/23/21 01:40:30 AM,37012.3,28.16,55435.2,36.7662,55435.2,36.7662,,,,,
1632,05/23/21 01:41:00 AM,36986.2,28.14,55417.1,36.7526,55417.1,36.7526,,,,,
1633,05/23/21 01:41:30 AM,36982.9,28.14,55412.1,36.7489,55412.1,36.7489,,,,,
1634,05/23/21 01:42:00 AM,36986.2,28.14,55417.1,36.7526,55417.1,36.7526,,,,,
1635,05/23/21 01:42:30 AM,37009.0,28.14,55451.3,36.7782,55451.3,36.7782,,,,,
1636,05/23/21 01:43:00 AM,37025.3,28.14,55475.7,36.7965,55475.7,36.7965,,,,,
1637,05/23/21 01:43:30 AM,36986.2,28.14,55417.1,36.7526,55417.1,36.7526,,,,,
1638,05/23/21 01:44:00 AM,36982.9,28.13,55422.7,36.7568,55422.7,36.7568,,,,,
1639,05/23/21 01:44:30 AM,37015.5,28.14,55461.0,36.7855,55461.0,36.7855,,,,,
1640,05/23/21 01:45:00 AM,36982.9,28.13,55422.7,36.7568,55422.7,36.7568,,,,,
1641,05/23/21 01:45:30 AM,36979.6,28.13,55417.7,36.7531,55417.7,36.7531,,,,,
1642,05/23/21 01:46:00 AM,37012.3,28.13,55466.8,36.7898,55466.8,36.7898,,,,,
1643,05/23/21 01:46:30 AM,36969.9,28.13,55403.2,36.7422,55403.2,36.7422,,,,,
1644,05/23/21 01:47:00 AM,36999.2,28.13,55447.1,36.7751,55447.1,36.7751,,,,,
1645,05/23/21 01:47:30 AM,36979.6,28.13,55417.7,36.7531,55417.7,36.7531,,,,,
1646,05/23/21 01:48:00 AM,36986.2,28.13,55427.6,36.7605,55427.6,36.7605,,,,,
1647,05/23/21 01:48:30 AM,37002.5,28.12,55462.6,36.7867,55462.6,36.7867,,,,,
1648,05/23/21 01:49:00 AM,37018.8,28.13,55476.5,36.7971,55476.5,36.7971,,,,,
1649,05/23/21 01:49:30 AM,36986.2,28.13,55427.6,36.7605,55427.6,36.7605,,,,,
1650,05/23/21 01:50:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1651,05/23/21 01:50:30 AM,37018.8,28.11,55497.6,36.8129,55497.6,36.8129,,,,,
1652,05/23/21 01:51:00 AM,36999.2,28.13,55447.1,36.7751,55447.1,36.7751,,,,,
1653,05/23/21 01:51:30 AM,37012.3,28.12,55477.3,36.7977,55477.3,36.7977,,,,,
1654,05/23/21 01:52:00 AM,36966.6,28.13,55398.2,36.7385,55398.2,36.7385,,,,,
1655,05/23/21 01:52:30 AM,36989.4,28.12,55443.0,36.7720,55443.0,36.7720,,,,,
1656,05/23/21 01:53:00 AM,36986.2,28.13,55427.6,36.7605,55427.6,36.7605,,,,,
1657,05/23/21 01:53:30 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1658,05/23/21 01:54:00 AM,36963.3,28.12,55403.8,36.7427,55403.8,36.7427,,,,,
1659,05/23/21 01:54:30 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1660,05/23/21 01:55:00 AM,36976.4,28.12,55423.5,36.7574,55423.5,36.7574,,,,,
1661,05/23/21 01:55:30 AM,36999.2,28.13,55447.1,36.7751,55447.1,36.7751,,,,,
1662,05/23/21 01:56:00 AM,36989.4,28.12,55443.0,36.7720,55443.0,36.7720,,,,,
1663,05/23/21 01:56:30 AM,36979.6,28.12,55428.3,36.7610,55428.3,36.7610,,,,,
1664,05/23/21 01:57:00 AM,36982.9,28.11,55443.8,36.7726,55443.8,36.7726,,,,,
1665,05/23/21 01:57:30 AM,37002.5,28.11,55473.2,36.7946,55473.2,36.7946,,,,,
1666,05/23/21 01:58:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1667,05/23/21 01:58:30 AM,36947.1,28.11,55390.0,36.7324,55390.0,36.7324,,,,,
1668,05/23/21 01:59:00 AM,37002.5,28.12,55462.6,36.7867,55462.6,36.7867,,,,,
1669,05/23/21 01:59:30 AM,36966.6,28.12,55408.7,36.7464,55408.7,36.7464,,,,,
1670,05/23/21 02:00:00 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1671,05/23/21 02:00:30 AM,37009.0,28.12,55472.4,36.7940,55472.4,36.7940,,,,,
1672,05/23/21 02:01:00 AM,36979.6,28.11,55438.8,36.7689,55438.8,36.7689,,,,,
1673,05/23/21 02:01:30 AM,36963.3,28.11,55414.3,36.7506,55414.3,36.7506,,,,,
1674,05/23/21 02:02:00 AM,36989.4,28.12,55443.0,36.7720,55443.0,36.7720,,,,,
1675,05/23/21 02:02:30 AM,37018.8,28.12,55487.1,36.8050,55487.1,36.8050,,,,,
1676,05/23/21 02:03:00 AM,36943.8,28.12,55374.5,36.7208,55374.5,36.7208,,,,,
1677,05/23/21 02:03:30 AM,36979.6,28.12,55428.3,36.7610,55428.3,36.7610,,,,,
1678,05/23/21 02:04:00 AM,36995.9,28.11,55463.3,36.7872,55463.3,36.7872,,,,,
1679,05/23/21 02:04:30 AM,36989.4,28.11,55453.5,36.7799,55453.5,36.7799,,,,,
1680,05/23/21 02:05:00 AM,36966.6,28.11,55419.3,36.7543,55419.3,36.7543,,,,,
1681,05/23/21 02:05:30 AM,36979.6,28.12,55428.3,36.7610,55428.3,36.7610,,,,,
1682,05/23/21 02:06:00 AM,36956.8,28.11,55404.6,36.7433,55404.6,36.7433,,,,,
1683,05/23/21 02:06:30 AM,36956.8,28.11,55404.6,36.7433,55404.6,36.7433,,,,,
1684,05/23/21 02:07:00 AM,36982.9,28.11,55443.8,36.7726,55443.8,36.7726,,,,,
1685,05/23/21 02:07:30 AM,36937.3,28.12,55364.8,36.7135,55364.8,36.7135,,,,,
1686,05/23/21 02:08:00 AM,36999.2,28.12,55457.7,36.7830,55457.7,36.7830,,,,,
1687,05/23/21 02:08:30 AM,37002.5,28.11,55473.2,36.7946,55473.2,36.7946,,,,,
1688,05/23/21 02:09:00 AM,37002.5,28.12,55462.6,36.7867,55462.6,36.7867,,,,,
1689,05/23/21 02:09:30 AM,36950.3,28.11,55394.8,36.7360,55394.8,36.7360,,,,,
1690,05/23/21 02:10:00 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1691,05/23/21 02:10:30 AM,36937.3,28.11,55375.3,36.7214,55375.3,36.7214,,,,,
1692,05/23/21 02:11:00 AM,36999.2,28.12,55457.7,36.7830,55457.7,36.7830,,,,,
1693,05/23/21 02:11:30 AM,36979.6,28.11,55438.8,36.7689,55438.8,36.7689,,,,,
1694,05/23/21 02:12:00 AM,36979.6,28.11,55438.8,36.7689,55438.8,36.7689,,,,,
1695,05/23/21 02:12:30 AM,36995.9,28.12,55452.7,36.7793,55452.7,36.7793,,,,,
1696,05/23/21 02:13:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1697,05/23/21 02:13:30 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1698,05/23/21 02:14:00 AM,36956.8,28.11,55404.6,36.7433,55404.6,36.7433,,,,,
1699,05/23/21 02:14:30 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1700,05/23/21 02:15:00 AM,36950.3,28.11,55394.8,36.7360,55394.8,36.7360,,,,,
1701,05/23/21 02:15:30 AM,36976.4,28.11,55434.0,36.7653,55434.0,36.7653,,,,,
1702,05/23/21 02:16:00 AM,36963.3,28.11,55414.3,36.7506,55414.3,36.7506,,,,,
1703,05/23/21 02:16:30 AM,36953.6,28.11,55399.8,36.7397,55399.8,36.7397,,,,,
1704,05/23/21 02:17:00 AM,36953.6,28.11,55399.8,36.7397,55399.8,36.7397,,,,,
1705,05/23/21 02:17:30 AM,36995.9,28.11,55463.3,36.7872,55463.3,36.7872,,,,,
1706,05/23/21 02:18:00 AM,36976.4,28.11,55434.0,36.7653,55434.0,36.7653,,,,,
1707,05/23/21 02:18:30 AM,36999.2,28.11,55468.2,36.7909,55468.2,36.7909,,,,,
1708,05/23/21 02:19:00 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1709,05/23/21 02:19:30 AM,36999.2,28.11,55468.2,36.7909,55468.2,36.7909,,,,,
1710,05/23/21 02:20:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1711,05/23/21 02:20:30 AM,37028.6,28.11,55512.3,36.8239,55512.3,36.8239,,,,,
1712,05/23/21 02:21:00 AM,37002.5,28.10,55483.7,36.8025,55483.7,36.8025,,,,,
1713,05/23/21 02:21:30 AM,36979.6,28.12,55428.3,36.7610,55428.3,36.7610,,,,,
1714,05/23/21 02:22:00 AM,36989.4,28.11,55453.5,36.7799,55453.5,36.7799,,,,,
1715,05/23/21 02:22:30 AM,37002.5,28.10,55483.7,36.8025,55483.7,36.8025,,,,,
1716,05/23/21 02:23:00 AM,37002.5,28.11,55473.2,36.7946,55473.2,36.7946,,,,,
1717,05/23/21 02:23:30 AM,37015.5,28.11,55492.7,36.8092,55492.7,36.8092,,,,,
1718,05/23/21 02:24:00 AM,36956.8,28.10,55415.1,36.7512,55415.1,36.7512,,,,,
1719,05/23/21 02:24:30 AM,37028.6,28.11,55512.3,36.8239,55512.3,36.8239,,,,,
1720,05/23/21 02:25:00 AM,37002.5,28.11,55473.2,36.7946,55473.2,36.7946,,,,,
1721,05/23/21 02:25:30 AM,37012.3,28.11,55487.9,36.8056,55487.9,36.8056,,,,,
1722,05/23/21 02:26:00 AM,36976.4,28.11,55434.0,36.7653,55434.0,36.7653,,,,,
1723,05/23/21 02:26:30 AM,37002.5,28.11,55473.2,36.7946,55473.2,36.7946,,,,,
1724,05/23/21 02:27:00 AM,36976.4,28.11,55434.0,36.7653,55434.0,36.7653,,,,,
1725,05/23/21 02:27:30 AM,36976.4,28.11,55434.0,36.7653,55434.0,36.7653,,,,,
1726,05/23/21 02:28:00 AM,37025.3,28.11,55507.4,36.8202,55507.4,36.8202,,,,,
1727,05/23/21 02:28:30 AM,36966.6,28.12,55408.7,36.7464,55408.7,36.7464,,,,,
1728,05/23/21 02:29:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1729,05/23/21 02:29:30 AM,36960.1,28.11,55409.5,36.7470,55409.5,36.7470,,,,,
1730,05/23/21 02:30:00 AM,36979.6,28.13,55417.7,36.7531,55417.7,36.7531,,,,,
1731,05/23/21 02:30:30 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1732,05/23/21 02:31:00 AM,36966.6,28.12,55408.7,36.7464,55408.7,36.7464,,,,,
1733,05/23/21 02:31:30 AM,36956.8,28.11,55404.6,36.7433,55404.6,36.7433,,,,,
1734,05/23/21 02:32:00 AM,36963.3,28.11,55414.3,36.7506,55414.3,36.7506,,,,,
1735,05/23/21 02:32:30 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1736,05/23/21 02:33:00 AM,36986.2,28.12,55438.2,36.7684,55438.2,36.7684,,,,,
1737,05/23/21 02:33:30 AM,36989.4,28.11,55453.5,36.7799,55453.5,36.7799,,,,,
1738,05/23/21 02:34:00 AM,36979.6,28.11,55438.8,36.7689,55438.8,36.7689,,,,,
1739,05/23/21 02:34:30 AM,36966.6,28.12,55408.7,36.7464,55408.7,36.7464,,,,,
1740,05/23/21 02:35:00 AM,36989.4,28.11,55453.5,36.7799,55453.5,36.7799,,,,,
1741,05/23/21 02:35:30 AM,36989.4,28.10,55464.1,36.7878,55464.1,36.7878,,,,,
1742,05/23/21 02:36:00 AM,36986.2,28.11,55448.7,36.7763,55448.7,36.7763,,,,,
1743,05/23/21 02:36:30 AM,36953.6,28.10,55410.3,36.7476,55410.3,36.7476,,,,,
1744,05/23/21 02:37:00 AM,36989.4,28.10,55464.1,36.7878,55464.1,36.7878,,,,,
1745,05/23/21 02:37:30 AM,36989.4,28.11,55453.5,36.7799,55453.5,36.7799,,,,,
1746,05/23/21 02:38:00 AM,36979.6,28.10,55449.3,36.7768,55449.3,36.7768,,,,,
1747,05/23/21 02:38:30 AM,36953.6,28.10,55410.3,36.7476,55410.3,36.7476,,,,,
1748,05/23/21 02:39:00 AM,36963.3,28.11,55414.3,36.7506,55414.3,36.7506,,,,,
1749,05/23/21 02:39:30 AM,36982.9,28.08,55475.4,36.7963,55475.4,36.7963,,,,,
1750,05/23/21 02:40:00 AM,36943.8,28.10,55395.6,36.7366,55395.6,36.7366,,,,,
1751,05/23/21 02:40:30 AM,36956.8,28.11,55404.6,36.7433,55404.6,36.7433,,,,,
1752,05/23/21 02:41:00 AM,36953.6,28.10,55410.3,36.7476,55410.3,36.7476,,,,,
1753,05/23/21 02:41:30 AM,36969.9,28.10,55434.8,36.7659,55434.8,36.7659,,,,,
1754,05/23/21 02:42:00 AM,36982.9,28.10,55454.3,36.7805,55454.3,36.7805,,,,,
1755,05/23/21 02:42:30 AM,36963.3,28.08,55446.0,36.7743,55446.0,36.7743,,,,,
1756,05/23/21 02:43:00 AM,36969.9,28.10,55434.8,36.7659,55434.8,36.7659,,,,,
1757,05/23/21 02:43:30 AM,36989.4,28.08,55485.2,36.8036,55485.2,36.8036,,,,,
1758,05/23/21 02:44:00 AM,36950.3,28.08,55426.4,36.7597,55426.4,36.7597,,,,,
1759,05/23/21 02:44:30 AM,36969.9,28.08,55455.9,36.7817,55455.9,36.7817,,,,,
1760,05/23/21 02:45:00 AM,37005.7,28.08,55509.6,36.8219,55509.6,36.8219,,,,,
1761,05/23/21 02:45:30 AM,37005.7,28.08,55509.6,36.8219,55509.6,36.8219,,,,,
1762,05/23/21 02:46:00 AM,36953.6,28.08,55431.4,36.7634,55431.4,36.7634,,,,,
1763,05/23/21 02:46:30 AM,36930.8,28.10,55376.1,36.7220,55376.1,36.7220,,,,,
1764,05/23/21 02:47:00 AM,36976.4,28.10,55444.5,36.7732,55444.5,36.7732,,,,,
1765,05/23/21 02:47:30 AM,36953.6,28.08,55431.4,36.7634,55431.4,36.7634,,,,,
1766,05/23/21 02:48:00 AM,36999.2,28.08,55499.9,36.8146,55499.9,36.8146,,,,,
1767,05/23/21 02:48:30 AM,36986.2,28.08,55480.4,36.8000,55480.4,36.8000,,,,,
1768,05/23/21 02:49:00 AM,36956.8,28.10,55415.1,36.7512,55415.1,36.7512,,,,,
1769,05/23/21 02:49:30 AM,36999.2,28.08,55499.9,36.8146,55499.9,36.8146,,,,,
1770,05/23/21 02:50:00 AM,36979.6,28.07,55481.0,36.8005,55481.0,36.8005,,,,,
1771,05/23/21 02:50:30 AM,36989.4,28.08,55485.2,36.8036,55485.2,36.8036,,,,,
1772,05/23/21 02:51:00 AM,36979.6,28.07,55481.0,36.8005,55481.0,36.8005,,,,,
1773,05/23/21 02:51:30 AM,36966.6,28.08,55450.9,36.7780,55450.9,36.7780,,,,,
1774,05/23/21 02:52:00 AM,36947.1,28.07,55432.2,36.7639,55432.2,36.7639,,,,,
1775,05/23/21 02:52:30 AM,36969.9,28.07,55466.4,36.7896,55466.4,36.7896,,,,,
1776,05/23/21 02:53:00 AM,36966.6,28.07,55461.5,36.7859,55461.5,36.7859,,,,,
1777,05/23/21 02:53:30 AM,36953.6,28.06,55452.5,36.7791,55452.5,36.7791,,,,,
1778,05/23/21 02:54:00 AM,36982.9,28.07,55486.0,36.8042,55486.0,36.8042,,,,,
1779,05/23/21 02:54:30 AM,36982.9,28.06,55496.5,36.8121,55496.5,36.8121,,,,,
1780,05/23/21 02:55:00 AM,36995.9,28.07,55505.5,36.8188,55505.5,36.8188,,,,,
1781,05/23/21 02:55:30 AM,36930.8,28.07,55407.7,36.7456,55407.7,36.7456,,,,,
1782,05/23/21 02:56:00 AM,36966.6,28.07,55461.5,36.7859,55461.5,36.7859,,,,,
1783,05/23/21 02:56:30 AM,36956.8,28.07,55446.8,36.7748,55446.8,36.7748,,,,,
1784,05/23/21 02:57:00 AM,36969.9,28.07,55466.4,36.7896,55466.4,36.7896,,,,,
1785,05/23/21 02:57:30 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1786,05/23/21 02:58:00 AM,36966.6,28.07,55461.5,36.7859,55461.5,36.7859,,,,,
1787,05/23/21 02:58:30 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1788,05/23/21 02:59:00 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1789,05/23/21 02:59:30 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1790,05/23/21 03:00:00 AM,36986.2,28.06,55501.5,36.8158,55501.5,36.8158,,,,,
1791,05/23/21 03:00:30 AM,36982.9,28.05,55507.1,36.8200,55507.1,36.8200,,,,,
1792,05/23/21 03:01:00 AM,36953.6,28.05,55463.1,36.7870,55463.1,36.7870,,,,,
1793,05/23/21 03:01:30 AM,36979.6,28.05,55502.1,36.8163,55502.1,36.8163,,,,,
1794,05/23/21 03:02:00 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1795,05/23/21 03:02:30 AM,36960.1,28.05,55472.8,36.7944,55472.8,36.7944,,,,,
1796,05/23/21 03:03:00 AM,36934.0,28.04,55444.2,36.7729,55444.2,36.7729,,,,,
1797,05/23/21 03:03:30 AM,36956.8,28.05,55467.9,36.7906,55467.9,36.7906,,,,,
1798,05/23/21 03:04:00 AM,36947.1,28.04,55463.8,36.7876,55463.8,36.7876,,,,,
1799,05/23/21 03:04:30 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1800,05/23/21 03:05:00 AM,36947.1,28.05,55453.3,36.7797,55453.3,36.7797,,,,,
1801,05/23/21 03:05:30 AM,36979.6,28.05,55502.1,36.8163,55502.1,36.8163,,,,,
1802,05/23/21 03:06:00 AM,36956.8,28.05,55467.9,36.7906,55467.9,36.7906,,,,,
1803,05/23/21 03:06:30 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1804,05/23/21 03:07:00 AM,36982.9,28.05,55507.1,36.8200,55507.1,36.8200,,,,,
1805,05/23/21 03:07:30 AM,36982.9,28.06,55496.5,36.8121,55496.5,36.8121,,,,,
1806,05/23/21 03:08:00 AM,36947.1,28.05,55453.3,36.7797,55453.3,36.7797,,,,,
1807,05/23/21 03:08:30 AM,36950.3,28.06,55447.5,36.7754,55447.5,36.7754,,,,,
1808,05/23/21 03:09:00 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1809,05/23/21 03:09:30 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1810,05/23/21 03:10:00 AM,36979.6,28.05,55502.1,36.8163,55502.1,36.8163,,,,,
1811,05/23/21 03:10:30 AM,36930.8,28.05,55428.8,36.7614,55428.8,36.7614,,,,,
1812,05/23/21 03:11:00 AM,36969.9,28.05,55487.6,36.8054,55487.6,36.8054,,,,,
1813,05/23/21 03:11:30 AM,36950.3,28.05,55458.1,36.7833,55458.1,36.7833,,,,,
1814,05/23/21 03:12:00 AM,36969.9,28.05,55487.6,36.8054,55487.6,36.8054,,,,,
1815,05/23/21 03:12:30 AM,36982.9,28.05,55507.1,36.8200,55507.1,36.8200,,,,,
1816,05/23/21 03:13:00 AM,36956.8,28.05,55467.9,36.7906,55467.9,36.7906,,,,,
1817,05/23/21 03:13:30 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1818,05/23/21 03:14:00 AM,36969.9,28.05,55487.6,36.8054,55487.6,36.8054,,,,,
1819,05/23/21 03:14:30 AM,36979.6,28.06,55491.6,36.8084,55491.6,36.8084,,,,,
1820,05/23/21 03:15:00 AM,36989.4,28.06,55506.3,36.8194,55506.3,36.8194,,,,,
1821,05/23/21 03:15:30 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1822,05/23/21 03:16:00 AM,36960.1,28.05,55472.8,36.7944,55472.8,36.7944,,,,,
1823,05/23/21 03:16:30 AM,36969.9,28.05,55487.6,36.8054,55487.6,36.8054,,,,,
1824,05/23/21 03:17:00 AM,36953.6,28.05,55463.1,36.7870,55463.1,36.7870,,,,,
1825,05/23/21 03:17:30 AM,36950.3,28.05,55458.1,36.7833,55458.1,36.7833,,,,,
1826,05/23/21 03:18:00 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1827,05/23/21 03:18:30 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1828,05/23/21 03:19:00 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1829,05/23/21 03:19:30 AM,37005.7,28.06,55530.8,36.8377,55530.8,36.8377,,,,,
1830,05/23/21 03:20:00 AM,36947.1,28.06,55442.7,36.7718,55442.7,36.7718,,,,,
1831,05/23/21 03:20:30 AM,36947.1,28.06,55442.7,36.7718,55442.7,36.7718,,,,,
1832,05/23/21 03:21:00 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1833,05/23/21 03:21:30 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1834,05/23/21 03:22:00 AM,36969.9,28.07,55466.4,36.7896,55466.4,36.7896,,,,,
1835,05/23/21 03:22:30 AM,36969.9,28.06,55477.0,36.7975,55477.0,36.7975,,,,,
1836,05/23/21 03:23:00 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1837,05/23/21 03:23:30 AM,36966.6,28.06,55472.0,36.7938,55472.0,36.7938,,,,,
1838,05/23/21 03:24:00 AM,36989.4,28.07,55495.7,36.8115,55495.7,36.8115,,,,,
1839,05/23/21 03:24:30 AM,36953.6,28.07,55441.9,36.7713,55441.9,36.7713,,,,,
1840,05/23/21 03:25:00 AM,36966.6,28.07,55461.5,36.7859,55461.5,36.7859,,,,,
1841,05/23/21 03:25:30 AM,36924.3,28.05,55419.0,36.7541,55419.0,36.7541,,,,,
1842,05/23/21 03:26:00 AM,36979.6,28.07,55481.0,36.8005,55481.0,36.8005,,,,,
1843,05/23/21 03:26:30 AM,36979.6,28.06,55491.6,36.8084,55491.6,36.8084,,,,,
1844,05/23/21 03:27:00 AM,36966.6,28.05,55482.6,36.8017,55482.6,36.8017,,,,,
1845,05/23/21 03:27:30 AM,36924.3,28.07,55397.9,36.7383,55397.9,36.7383,,,,,
1846,05/23/21 03:28:00 AM,36947.1,28.06,55442.7,36.7718,55442.7,36.7718,,,,,
1847,05/23/21 03:28:30 AM,36953.6,28.07,55441.9,36.7713,55441.9,36.7713,,,,,
1848,05/23/21 03:29:00 AM,36950.3,28.06,55447.5,36.7754,55447.5,36.7754,,,,,
1849,05/23/21 03:29:30 AM,36979.6,28.06,55491.6,36.8084,55491.6,36.8084,,,,,
1850,05/23/21 03:30:00 AM,36966.6,28.08,55450.9,36.7780,55450.9,36.7780,,,,,
1851,05/23/21 03:30:30 AM,36956.8,28.07,55446.8,36.7748,55446.8,36.7748,,,,,
1852,05/23/21 03:31:00 AM,36979.6,28.07,55481.0,36.8005,55481.0,36.8005,,,,,
1853,05/23/21 03:31:30 AM,36947.1,28.07,55432.2,36.7639,55432.2,36.7639,,,,,
1854,05/23/21 03:32:00 AM,36956.8,28.06,55457.3,36.7827,55457.3,36.7827,,,,,
1855,05/23/21 03:32:30 AM,37012.3,28.07,55530.1,36.8372,55530.1,36.8372,,,,,
