"Plot Title: CT_739_CTD_Casting__052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)","Specific Conductance, μS/cm (LGR S/N: 20494739)","Salinity, ppt (LGR S/N: 20494739)","Coupler Detached (LGR S/N: 20494739)","Coupler Attached (LGR S/N: 20494739)","Host Connected (LGR S/N: 20494739)","Stopped (LGR S/N: 20494739)","End Of File (LGR S/N: 20494739)"
157,05/22/21 01:45:30 PM,38314.9,29.93,79497.1,55.5010,,,,,
158,05/22/21 01:46:00 PM,38331.6,29.96,79487.6,55.4933,,,,,
159,05/22/21 01:46:30 PM,38285.7,29.97,79377.5,55.4042,,,,,
160,05/22/21 01:47:00 PM,38327.4,30.00,79419.9,55.4386,,,,,
161,05/22/21 01:47:30 PM,38314.9,29.99,79408.7,55.4295,,,,,
162,05/22/21 01:48:00 PM,38327.4,30.04,79361.1,55.3910,,,,,
163,05/22/21 01:48:30 PM,38277.4,30.00,79316.1,55.3546,,,,,
164,05/22/21 01:49:00 PM,38302.4,30.04,79309.2,55.3490,,,,,
165,05/22/21 01:49:30 PM,38314.9,30.00,79394.0,55.4176,,,,,
166,05/22/21 01:50:00 PM,38298.2,29.93,79462.4,55.4729,,,,,
167,05/22/21 01:50:30 PM,38294.0,29.93,79453.6,55.4659,,,,,
168,05/22/21 01:51:00 PM,38277.4,29.96,79374.9,55.4022,,,,,
169,05/22/21 01:51:30 PM,38306.5,29.96,79435.4,55.4511,,,,,
170,05/22/21 01:52:00 PM,38294.0,29.98,79380.0,55.4063,,,,,
171,05/22/21 01:52:30 PM,38314.9,29.96,79452.9,55.4653,,,,,
172,05/22/21 01:53:00 PM,38314.9,30.04,79335.2,55.3700,,,,,
173,05/22/21 01:53:30 PM,38302.4,30.02,79338.6,55.3728,,,,,
174,05/22/21 01:54:00 PM,38339.9,30.06,79357.6,55.3882,,,,,
175,05/22/21 01:54:30 PM,38319.0,30.04,79343.7,55.3769,,,,,
176,05/22/21 01:55:00 PM,38348.3,30.10,79316.3,55.3547,,,,,
177,05/22/21 01:55:30 PM,38335.7,30.06,79348.9,55.3811,,,,,
178,05/22/21 01:56:00 PM,38339.9,30.07,79342.9,55.3763,,,,,
179,05/22/21 01:56:30 PM,38339.9,30.10,79298.9,55.3406,,,,,
180,05/22/21 01:57:00 PM,38306.5,30.07,79273.7,55.3203,,,,,
181,05/22/21 01:57:30 PM,38385.9,30.10,79394.2,55.4178,,,,,
182,05/22/21 01:58:00 PM,38390.1,30.01,79535.4,55.5320,,,,,
183,05/22/21 01:58:30 PM,38344.1,30.06,79366.3,55.3952,,,,,
184,05/22/21 01:59:00 PM,38335.7,30.07,79334.2,55.3692,,,,,
185,05/22/21 01:59:30 PM,38294.0,30.06,79262.4,55.3112,,,,,
186,05/22/21 02:00:00 PM,38289.9,29.97,79386.2,55.4113,,,,,
187,05/22/21 02:00:30 PM,38356.6,29.98,79510.0,55.5115,,,,,
188,05/22/21 02:01:00 PM,38319.0,29.99,79417.2,55.4364,,,,,
189,05/22/21 02:01:30 PM,38298.2,29.90,79506.6,55.5088,,,,,
190,05/22/21 02:02:00 PM,38298.2,29.90,79506.6,55.5088,,,,,
191,05/22/21 02:02:30 PM,38260.7,29.82,79546.7,55.5412,,,,,
192,05/22/21 02:03:00 PM,38210.8,29.76,79531.4,55.5288,,,,,
193,05/22/21 02:03:30 PM,38210.8,29.75,79546.2,55.5408,,,,,
194,05/22/21 02:04:00 PM,38302.4,29.77,79707.6,55.6715,,,,,
195,05/22/21 02:04:30 PM,38281.5,29.75,79693.6,55.6602,,,,,
196,05/22/21 02:05:00 PM,38210.8,29.72,79590.6,55.5767,,,,,
197,05/22/21 02:05:30 PM,38244.1,29.66,79749.0,55.7051,,,,,
198,05/22/21 02:06:00 PM,38231.6,29.73,79619.2,55.5999,,,,,
199,05/22/21 02:06:30 PM,38210.8,29.75,79546.2,55.5408,,,,,
200,05/22/21 02:07:00 PM,38227.5,29.78,79536.6,55.5331,,,,,
201,05/22/21 02:07:30 PM,38273.2,29.78,79631.9,55.6102,,,,,
202,05/22/21 02:08:00 PM,38227.5,29.74,79595.8,55.5810,,,,,
203,05/22/21 02:08:30 PM,38256.6,29.77,79612.1,55.5942,,,,,
204,05/22/21 02:09:00 PM,38235.8,29.76,79583.5,55.5710,,,,,
205,05/22/21 02:09:30 PM,38177.7,29.75,79477.1,55.4849,,,,,
206,05/22/21 02:10:00 PM,38244.1,29.75,79615.6,55.5970,,,,,
207,05/22/21 02:10:30 PM,38198.4,29.73,79549.9,55.5438,,,,,
208,05/22/21 02:11:00 PM,38173.5,29.66,79601.6,55.5856,,,,,
209,05/22/21 02:11:30 PM,38235.8,29.67,79716.9,55.6790,,,,,
210,05/22/21 02:12:00 PM,38231.6,29.65,79737.8,55.6960,,,,,
211,05/22/21 02:12:30 PM,38231.6,29.67,79708.1,55.6719,,,,,
212,05/22/21 02:13:00 PM,38219.1,29.64,79726.5,55.6868,,,,,
213,05/22/21 02:13:30 PM,38215.0,29.71,79614.1,55.5958,,,,,
214,05/22/21 02:14:00 PM,38264.9,29.71,79718.3,55.6802,,,,,
215,05/22/21 02:14:30 PM,38206.7,29.68,79641.3,55.6178,,,,,
216,05/22/21 02:15:00 PM,38165.2,29.72,79495.4,55.4997,,,,,
217,05/22/21 02:15:30 PM,38298.2,29.76,79713.6,55.6764,,,,,
218,05/22/21 02:16:00 PM,38277.4,29.75,79685.1,55.6533,,,,,
219,05/22/21 02:16:30 PM,38239.9,29.78,79562.5,55.5540,,,,,
220,05/22/21 02:17:00 PM,38285.7,29.81,79613.5,55.5953,,,,,
221,05/22/21 02:17:30 PM,38227.5,29.83,79462.8,55.4733,,,,,
222,05/22/21 02:18:00 PM,38277.4,29.81,79596.2,55.5813,,,,,
223,05/22/21 02:18:30 PM,38215.0,29.75,79554.9,55.5479,,,,,
224,05/22/21 02:19:00 PM,38235.8,29.76,79583.5,55.5710,,,,,
225,05/22/21 02:19:30 PM,38294.0,29.78,79675.2,55.6453,,,,,
226,05/22/21 02:20:00 PM,38190.1,29.69,79591.8,55.5777,,,,,
227,05/22/21 02:20:30 PM,38239.9,29.75,79606.9,55.5899,,,,,
228,05/22/21 02:21:00 PM,38285.7,29.81,79613.5,55.5953,,,,,
229,05/22/21 02:21:30 PM,38219.1,29.74,79578.3,55.5668,,,,,
230,05/22/21 02:22:00 PM,38252.4,29.71,79692.2,55.6590,,,,,
231,05/22/21 02:22:30 PM,38219.1,29.69,79652.3,55.6268,,,,,
232,05/22/21 02:23:00 PM,38260.7,29.69,79739.2,55.6971,,,,,
233,05/22/21 02:23:30 PM,38169.4,29.69,79548.6,55.5427,,,,,
234,05/22/21 02:24:00 PM,38198.4,29.60,79742.6,55.6999,,,,,
235,05/22/21 02:24:30 PM,38252.4,29.60,79855.6,55.7914,,,,,
236,05/22/21 02:25:00 PM,38206.7,29.63,79715.4,55.6779,,,,,
237,05/22/21 02:25:30 PM,38231.6,29.69,79678.4,55.6479,,,,,
238,05/22/21 02:26:00 PM,38264.9,29.74,79673.8,55.6442,,,,,
239,05/22/21 02:26:30 PM,38239.9,29.76,79592.1,55.5779,,,,,
240,05/22/21 02:27:00 PM,38227.5,29.77,79551.4,55.5450,,,,,
241,05/22/21 02:27:30 PM,38264.9,29.82,79555.4,55.5483,,,,,
242,05/22/21 02:28:00 PM,38219.1,29.71,79622.7,55.6028,,,,,
243,05/22/21 02:28:30 PM,38231.6,29.65,79737.8,55.6960,,,,,
244,05/22/21 02:29:00 PM,38235.8,29.64,79761.4,55.7151,,,,,
245,05/22/21 02:29:30 PM,38256.6,29.66,79775.2,55.7263,,,,,
246,05/22/21 02:30:00 PM,38231.6,29.66,79722.9,55.6839,,,,,
247,05/22/21 02:30:30 PM,38169.4,29.65,79607.8,55.5907,,,,,
248,05/22/21 02:31:00 PM,38239.9,29.68,79710.6,55.6739,,,,,
249,05/22/21 02:31:30 PM,38215.0,29.66,79688.3,55.6559,,,,,
250,05/22/21 02:32:00 PM,38235.8,29.71,79657.5,55.6310,,,,,
251,05/22/21 02:32:30 PM,38239.9,29.74,79621.7,55.6019,,,,,
252,05/22/21 02:33:00 PM,38252.4,29.71,79692.2,55.6590,,,,,
253,05/22/21 02:33:30 PM,38244.1,29.60,79838.2,55.7774,,,,,
254,05/22/21 02:34:00 PM,38219.1,29.63,79741.4,55.6989,,,,,
255,05/22/21 02:34:30 PM,38219.1,29.60,79785.9,55.7350,,,,,
256,05/22/21 02:35:00 PM,38210.8,29.60,79768.6,55.7209,,,,,
257,05/22/21 02:35:30 PM,38223.3,29.61,79779.8,55.7301,,,,,
258,05/22/21 02:36:00 PM,38219.1,29.60,79785.9,55.7350,,,,,
259,05/22/21 02:36:30 PM,38223.3,29.59,79809.6,55.7542,,,,,
260,05/22/21 02:37:00 PM,38206.7,29.59,79774.9,55.7260,,,,,
261,05/22/21 02:37:30 PM,38256.6,29.58,79894.1,55.8227,,,,,
262,05/22/21 02:38:00 PM,38231.6,29.58,79841.8,55.7803,,,,,
263,05/22/21 02:38:30 PM,38215.0,29.57,79822.0,55.7642,,,,,
264,05/22/21 02:39:00 PM,38173.5,29.55,79764.9,55.7179,,,,,
265,05/22/21 02:39:30 PM,38173.5,29.51,79824.4,55.7662,,,,,
266,05/22/21 02:40:00 PM,38165.2,29.52,79792.1,55.7400,,,,,
267,05/22/21 02:40:30 PM,38173.5,29.53,79794.6,55.7420,,,,,
268,05/22/21 02:41:00 PM,38194.2,29.53,79838.0,55.7772,,,,,
269,05/22/21 02:41:30 PM,38181.8,29.51,79841.8,55.7802,,,,,
270,05/22/21 02:42:00 PM,38177.7,29.50,79848.1,55.7854,,,,,
271,05/22/21 02:42:30 PM,38190.1,29.45,79948.6,55.8669,,,,,
272,05/22/21 02:43:00 PM,38169.4,29.49,79845.6,55.7833,,,,,
273,05/22/21 02:43:30 PM,38144.5,29.49,79793.4,55.7410,,,,,
274,05/22/21 02:44:00 PM,38152.8,29.48,79825.7,55.7672,,,,,
275,05/22/21 02:44:30 PM,38148.7,29.55,79712.9,55.6759,,,,,
276,05/22/21 02:45:00 PM,38194.2,29.57,79778.4,55.7289,,,,,
277,05/22/21 02:45:30 PM,38206.7,29.58,79789.7,55.7381,,,,,
278,05/22/21 02:46:00 PM,38136.3,29.53,79716.7,55.6789,,,,,
279,05/22/21 02:46:30 PM,38165.2,29.52,79792.1,55.7400,,,,,
280,05/22/21 02:47:00 PM,38173.5,29.52,79809.5,55.7541,,,,,
281,05/22/21 02:47:30 PM,38136.3,29.51,79746.5,55.7030,,,,,
282,05/22/21 02:48:00 PM,38181.8,29.51,79841.8,55.7802,,,,,
283,05/22/21 02:48:30 PM,38181.8,29.52,79826.9,55.7682,,,,,
284,05/22/21 02:49:00 PM,38173.5,29.53,79794.6,55.7420,,,,,
285,05/22/21 02:49:30 PM,38152.8,29.52,79766.1,55.7190,,,,,
286,05/22/21 02:50:00 PM,38181.8,29.51,79841.8,55.7802,,,,,
287,05/22/21 02:50:30 PM,38132.1,29.47,79797.2,55.7441,,,,,
288,05/22/21 02:51:00 PM,38190.1,29.48,79903.9,55.8306,,,,,
289,05/22/21 02:51:30 PM,38169.4,29.50,79830.7,55.7713,,,,,
290,05/22/21 02:52:00 PM,38161.1,29.45,79887.8,55.8176,,,,,
291,05/22/21 02:52:30 PM,38156.9,29.47,79849.2,55.7863,,,,,
292,05/22/21 02:53:00 PM,38181.8,29.45,79931.2,55.8528,,,,,
293,05/22/21 02:53:30 PM,38144.5,29.50,79778.5,55.7290,,,,,
294,05/22/21 02:54:00 PM,38173.5,29.48,79869.1,55.8024,,,,,
295,05/22/21 02:54:30 PM,38177.7,29.44,79937.6,55.8579,,,,,
296,05/22/21 02:55:00 PM,38190.1,29.47,79918.8,55.8427,,,,,
297,05/22/21 02:55:30 PM,38144.5,29.47,79823.2,55.7652,,,,,
298,05/22/21 02:56:00 PM,38194.2,29.47,79927.4,55.8496,,,,,
299,05/22/21 02:56:30 PM,38173.5,29.43,79943.7,55.8628,,,,,
300,05/22/21 02:57:00 PM,38173.5,29.45,79913.8,55.8386,,,,,
301,05/22/21 02:57:30 PM,38181.8,29.47,79901.4,55.8286,,,,,
302,05/22/21 02:58:00 PM,38173.5,29.49,79854.2,55.7903,,,,,
303,05/22/21 02:58:30 PM,38177.7,29.57,79743.9,55.7009,,,,,
304,05/22/21 02:59:00 PM,38136.3,29.53,79716.7,55.6789,,,,,
305,05/22/21 02:59:30 PM,38152.8,29.55,79721.5,55.6828,,,,,
306,05/22/21 03:00:00 PM,38177.7,29.60,79699.3,55.6648,,,,,
307,05/22/21 03:00:30 PM,38198.4,29.56,79802.1,55.7481,,,,,
308,05/22/21 03:01:00 PM,38198.4,29.52,79861.7,55.7964,,,,,
309,05/22/21 03:01:30 PM,38169.4,29.58,79711.7,55.6748,,,,,
310,05/22/21 03:02:00 PM,38173.5,29.59,79705.4,55.6698,,,,,
311,05/22/21 03:02:30 PM,38198.4,29.56,79802.1,55.7481,,,,,
312,05/22/21 03:03:00 PM,38177.7,29.56,79758.8,55.7130,,,,,
313,05/22/21 03:03:30 PM,38165.2,29.53,79777.2,55.7279,,,,,
314,05/22/21 03:04:00 PM,38156.9,29.53,79759.9,55.7139,,,,,
315,05/22/21 03:04:30 PM,38169.4,29.52,79800.9,55.7471,,,,,
316,05/22/21 03:05:00 PM,38148.7,29.52,79757.6,55.7120,,,,,
317,05/22/21 03:05:30 PM,38148.7,29.57,79683.2,55.6518,,,,,
318,05/22/21 03:06:00 PM,38223.3,29.64,79735.3,55.6939,,,,,
319,05/22/21 03:06:30 PM,38215.0,29.63,79732.8,55.6919,,,,,
320,05/22/21 03:07:00 PM,38190.1,29.65,79651.1,55.6257,,,,,
321,05/22/21 03:07:30 PM,38206.7,29.66,79670.9,55.6418,,,,,
322,05/22/21 03:08:00 PM,38239.9,29.66,79740.3,55.6980,,,,,
323,05/22/21 03:08:30 PM,38190.1,29.60,79725.3,55.6858,,,,,
324,05/22/21 03:09:00 PM,38239.9,29.60,79829.4,55.7702,,,,,
325,05/22/21 03:09:30 PM,38210.8,29.56,79828.1,55.7691,,,,,
326,05/22/21 03:10:00 PM,38156.9,29.47,79849.2,55.7863,,,,,
327,05/22/21 03:10:30 PM,38177.7,29.52,79818.3,55.7612,,,,,
328,05/22/21 03:11:00 PM,38198.4,29.53,79846.8,55.7843,,,,,
