date,TempInSitu,mV,pH,Serial
2021-01-17T14:02:00Z,29.38,-91.41,8.08,196
2021-01-17T14:03:00Z,29.43,-91.38,8.08,196
2021-01-17T14:04:00Z,29.45,-91.58,8.08,196
2021-01-17T14:05:00Z,29.48,-91.39,8.08,196
2021-01-17T14:06:00Z,29.5,-91.53,8.08,196
2021-01-17T14:07:00Z,29.53,-91.72,8.09,196
2021-01-17T14:08:00Z,29.53,-91.66,8.09,196
2021-01-17T14:09:00Z,29.55,-91.8,8.09,196
2021-01-17T14:10:00Z,29.58,-91.66,8.09,196
2021-01-17T14:11:00Z,29.58,-91.75,8.09,196
2021-01-17T14:12:00Z,29.6,-91.74,8.09,196
2021-01-17T14:13:00Z,29.6,-91.52,8.08,196
2021-01-17T14:14:00Z,29.58,-91.75,8.09,196
2021-01-17T14:15:00Z,29.58,-92.02,8.09,196
2021-01-17T14:16:00Z,29.58,-91.96,8.09,196
2021-01-17T14:17:00Z,29.55,-91.83,8.09,196
2021-01-17T14:18:00Z,29.53,-91.67,8.09,196
2021-01-17T14:19:00Z,29.58,-91.86,8.09,196
2021-01-17T14:20:00Z,29.58,-91.89,8.09,196
2021-01-17T14:21:00Z,29.6,-91.86,8.09,196
2021-01-17T14:22:00Z,29.6,-91.89,8.09,196
2021-01-17T14:23:00Z,29.58,-91.5,8.08,196
2021-01-17T14:24:00Z,29.55,-91.55,8.08,196
2021-01-17T14:25:00Z,29.53,-91.69,8.09,196
2021-01-17T14:26:00Z,29.55,-91.64,8.09,196
2021-01-17T14:27:00Z,29.58,-91.6,8.08,196
2021-01-17T14:28:00Z,29.58,-91.74,8.09,196
2021-01-17T14:29:00Z,29.6,-91.77,8.09,196
2021-01-17T14:30:00Z,29.58,-91.47,8.08,196
2021-01-17T14:31:00Z,29.58,-91.5,8.08,196
2021-01-17T14:32:00Z,29.6,-91.67,8.09,196
2021-01-17T14:33:00Z,29.58,-91.53,8.08,196
2021-01-17T14:34:00Z,29.58,-91.39,8.08,196
2021-01-17T14:35:00Z,29.58,-91.72,8.09,196
2021-01-17T14:36:00Z,29.58,-91.47,8.08,196
2021-01-17T14:37:00Z,29.58,-91.49,8.08,196
2021-01-17T14:38:00Z,29.55,-91.57,8.08,196
2021-01-17T14:39:00Z,29.58,-91.57,8.08,196
2021-01-17T14:40:00Z,29.6,-91.5,8.08,196
2021-01-17T14:41:00Z,29.63,-91.77,8.09,196
2021-01-17T14:42:00Z,29.65,-91.82,8.09,196
2021-01-17T14:43:00Z,29.63,-91.88,8.09,196
2021-01-17T14:44:00Z,29.6,-91.74,8.09,196
2021-01-17T14:45:00Z,29.63,-91.99,8.09,196
2021-01-17T14:46:00Z,29.6,-91.78,8.09,196
2021-01-17T14:47:00Z,29.6,-91.86,8.09,196
2021-01-17T14:48:00Z,29.58,-91.58,8.08,196
2021-01-17T14:49:00Z,29.58,-91.6,8.08,196
2021-01-17T14:50:00Z,29.63,-91.66,8.09,196
2021-01-17T14:51:00Z,29.58,-91.74,8.09,196
2021-01-17T14:52:00Z,29.58,-91.66,8.09,196
2021-01-17T14:53:00Z,29.58,-91.75,8.09,196
2021-01-17T14:54:00Z,29.58,-91.69,8.09,196
2021-01-17T14:55:00Z,29.58,-91.72,8.09,196
2021-01-17T14:56:00Z,29.55,-91.77,8.09,196
2021-01-17T14:57:00Z,29.58,-91.67,8.09,196
2021-01-17T14:58:00Z,29.58,-91.69,8.09,196
2021-01-17T14:59:00Z,29.58,-91.8,8.09,196
2021-01-17T15:00:00Z,29.6,-91.85,8.09,196
2021-01-17T15:01:00Z,29.58,-91.74,8.09,196
2021-01-17T15:02:00Z,29.58,-91.74,8.09,196
2021-01-17T15:03:00Z,29.63,-91.83,8.09,196
2021-01-17T15:04:00Z,29.63,-91.49,8.08,196
2021-01-17T15:05:00Z,29.63,-91.55,8.08,196
2021-01-17T15:06:00Z,29.63,-91.64,8.08,196
2021-01-17T15:07:00Z,29.63,-91.52,8.08,196
2021-01-17T15:08:00Z,29.65,-91.63,8.08,196
2021-01-17T15:09:00Z,29.65,-91.53,8.08,196
2021-01-17T15:10:00Z,29.68,-91.71,8.09,196
2021-01-17T15:11:00Z,29.65,-91.85,8.09,196
2021-01-17T15:12:00Z,29.65,-91.8,8.09,196
2021-01-17T15:13:00Z,29.63,-91.72,8.09,196
2021-01-17T15:14:00Z,29.65,-91.77,8.09,196
2021-01-17T15:15:00Z,29.65,-91.86,8.09,196
2021-01-17T15:16:00Z,29.65,-91.75,8.09,196
2021-01-17T15:17:00Z,29.68,-91.99,8.09,196
2021-01-17T15:18:00Z,29.68,-92.02,8.09,196
2021-01-17T15:19:00Z,29.65,-91.75,8.09,196
2021-01-17T15:20:00Z,29.63,-91.69,8.09,196
2021-01-17T15:21:00Z,29.65,-91.85,8.09,196
2021-01-17T15:22:00Z,29.65,-91.82,8.09,196
2021-01-17T15:23:00Z,29.63,-91.78,8.09,196
2021-01-17T15:24:00Z,29.63,-91.58,8.08,196
2021-01-17T15:25:00Z,29.6,-91.49,8.08,196
2021-01-17T15:26:00Z,29.6,-91.6,8.08,196
2021-01-17T15:27:00Z,29.6,-91.52,8.08,196
2021-01-17T15:28:00Z,29.6,-91.6,8.08,196
2021-01-17T15:29:00Z,29.6,-91.64,8.09,196
2021-01-17T15:30:00Z,29.58,-91.57,8.08,196
2021-01-17T15:31:00Z,29.6,-91.49,8.08,196
2021-01-17T15:32:00Z,29.63,-91.58,8.08,196
2021-01-17T15:33:00Z,29.6,-91.5,8.08,196
2021-01-17T15:34:00Z,29.6,-91.57,8.08,196
2021-01-17T15:35:00Z,29.58,-91.25,8.08,196
2021-01-17T15:36:00Z,29.58,-91.44,8.08,196
2021-01-17T15:37:00Z,29.58,-91.3,8.08,196
2021-01-17T15:38:00Z,29.6,-91.28,8.08,196
2021-01-17T15:39:00Z,29.6,-91.22,8.08,196
2021-01-17T15:40:00Z,29.6,-91.44,8.08,196
2021-01-17T15:41:00Z,29.63,-91.42,8.08,196
2021-01-17T15:42:00Z,29.6,-91.42,8.08,196
2021-01-17T15:43:00Z,29.6,-91.46,8.08,196
2021-01-17T15:44:00Z,29.58,-91.32,8.08,196
2021-01-17T15:45:00Z,29.6,-91.3,8.08,196
2021-01-17T15:46:00Z,29.63,-91.41,8.08,196
2021-01-17T15:47:00Z,29.68,-91.39,8.08,196
2021-01-17T15:48:00Z,29.65,-91.53,8.08,196
2021-01-17T15:49:00Z,29.65,-91.49,8.08,196
2021-01-17T15:50:00Z,29.65,-91.53,8.08,196
2021-01-17T15:51:00Z,29.68,-91.55,8.08,196
2021-01-17T15:52:00Z,29.7,-91.6,8.08,196
2021-01-17T15:53:00Z,29.7,-91.66,8.08,196
2021-01-17T15:54:00Z,29.73,-91.67,8.09,196
2021-01-17T15:55:00Z,29.73,-91.74,8.09,196
2021-01-17T15:56:00Z,29.78,-91.85,8.09,196
2021-01-17T15:57:00Z,29.78,-91.85,8.09,196
2021-01-17T15:58:00Z,29.75,-91.63,8.08,196
2021-01-17T15:59:00Z,29.78,-91.83,8.09,196
2021-01-17T16:00:00Z,29.78,-91.75,8.09,196
2021-01-17T16:01:00Z,29.8,-91.85,8.09,196
2021-01-17T16:02:00Z,29.83,-91.96,8.09,196
2021-01-17T16:03:00Z,29.83,-91.97,8.09,196
2021-01-17T16:04:00Z,29.83,-92,8.09,196
2021-01-17T16:05:00Z,29.83,-91.97,8.09,196
2021-01-17T16:06:00Z,29.8,-91.96,8.09,196
2021-01-17T16:07:00Z,29.83,-91.99,8.09,196
2021-01-17T16:08:00Z,29.85,-92,8.09,196
2021-01-17T16:09:00Z,29.83,-92.05,8.09,196
2021-01-17T16:10:00Z,29.8,-92.03,8.09,196
2021-01-17T16:11:00Z,29.8,-92.03,8.09,196
2021-01-17T16:12:00Z,29.8,-92.03,8.09,196
2021-01-17T16:13:00Z,29.8,-91.99,8.09,196
2021-01-17T16:14:00Z,29.8,-92.07,8.09,196
2021-01-17T16:15:00Z,29.83,-92.13,8.09,196
2021-01-17T16:16:00Z,29.8,-92.03,8.09,196
2021-01-17T16:17:00Z,29.83,-92.13,8.09,196
2021-01-17T16:18:00Z,29.83,-92,8.09,196
2021-01-17T16:19:00Z,29.8,-91.97,8.09,196
2021-01-17T16:20:00Z,29.83,-91.99,8.09,196
2021-01-17T16:21:00Z,29.83,-91.94,8.09,196
2021-01-17T16:22:00Z,29.85,-92.03,8.09,196
2021-01-17T16:23:00Z,29.85,-92.02,8.09,196
2021-01-17T16:24:00Z,29.85,-92.08,8.09,196
2021-01-17T16:25:00Z,29.83,-92.03,8.09,196
2021-01-17T16:26:00Z,29.83,-92.19,8.09,196
2021-01-17T16:27:00Z,29.83,-92.05,8.09,196
2021-01-17T16:28:00Z,29.83,-92.16,8.09,196
2021-01-17T16:29:00Z,29.83,-92.11,8.09,196
2021-01-17T16:30:00Z,29.8,-92.13,8.09,196
2021-01-17T16:31:00Z,29.83,-92.17,8.09,196
2021-01-17T16:32:00Z,29.83,-92.16,8.09,196
2021-01-17T16:33:00Z,29.83,-92.28,8.1,196
2021-01-17T16:34:00Z,29.83,-92.08,8.09,196
2021-01-17T16:35:00Z,29.83,-92.16,8.09,196
2021-01-17T16:36:00Z,29.83,-92.03,8.09,196
2021-01-17T16:37:00Z,29.83,-92.03,8.09,196
2021-01-17T16:38:00Z,29.88,-92.32,8.1,196
2021-01-17T16:39:00Z,29.88,-92.24,8.09,196
2021-01-17T16:40:00Z,29.88,-92.21,8.09,196
2021-01-17T16:41:00Z,29.9,-92.33,8.1,196
2021-01-17T16:42:00Z,29.9,-92.39,8.1,196
2021-01-17T16:43:00Z,29.88,-92.3,8.1,196
2021-01-17T16:44:00Z,29.88,-92.25,8.09,196
2021-01-17T16:45:00Z,29.88,-92.19,8.09,196
2021-01-17T16:46:00Z,29.85,-92.1,8.09,196
2021-01-17T16:47:00Z,29.83,-92.03,8.09,196
2021-01-17T16:48:00Z,29.83,-91.99,8.09,196
2021-01-17T16:49:00Z,29.85,-92.11,8.09,196
2021-01-17T16:50:00Z,29.9,-92.1,8.09,196
2021-01-17T16:51:00Z,29.9,-92.1,8.09,196
2021-01-17T16:52:00Z,29.93,-92.13,8.09,196
2021-01-17T16:53:00Z,29.9,-91.96,8.09,196
2021-01-17T16:54:00Z,29.88,-91.99,8.09,196
2021-01-17T16:55:00Z,29.88,-91.91,8.09,196
2021-01-17T16:56:00Z,29.9,-92.07,8.09,196
2021-01-17T16:57:00Z,29.9,-92.07,8.09,196
2021-01-17T16:58:00Z,29.88,-92.02,8.09,196
2021-01-17T16:59:00Z,29.88,-91.99,8.09,196
2021-01-17T17:00:00Z,29.85,-91.88,8.09,196
2021-01-17T17:01:00Z,29.85,-91.92,8.09,196
2021-01-17T17:02:00Z,29.88,-91.96,8.09,196
2021-01-17T17:03:00Z,29.9,-92.05,8.09,196
2021-01-17T17:04:00Z,29.9,-91.99,8.09,196
2021-01-17T17:05:00Z,29.88,-91.94,8.09,196
2021-01-17T17:06:00Z,29.9,-92,8.09,196
2021-01-17T17:07:00Z,29.9,-92.08,8.09,196
2021-01-17T17:08:00Z,29.93,-92.07,8.09,196
2021-01-17T17:09:00Z,29.95,-92.14,8.09,196
2021-01-17T17:10:00Z,29.95,-92.14,8.09,196
2021-01-17T17:11:00Z,29.95,-92.28,8.09,196
2021-01-17T17:12:00Z,29.95,-92.16,8.09,196
2021-01-17T17:13:00Z,29.93,-92.14,8.09,196
2021-01-17T17:14:00Z,29.95,-92.24,8.09,196
2021-01-17T17:15:00Z,29.95,-92.24,8.09,196
2021-01-17T17:16:00Z,29.93,-92.22,8.09,196
2021-01-17T17:17:00Z,29.9,-92.16,8.09,196
2021-01-17T17:18:00Z,29.9,-92.13,8.09,196
2021-01-17T17:19:00Z,29.88,-92.17,8.09,196
2021-01-17T17:20:00Z,29.88,-92.1,8.09,196
2021-01-17T17:21:00Z,29.88,-92.08,8.09,196
2021-01-17T17:22:00Z,29.88,-92.07,8.09,196
2021-01-17T17:23:00Z,29.85,-91.92,8.09,196
2021-01-17T17:24:00Z,29.85,-91.92,8.09,196
2021-01-17T17:25:00Z,29.85,-91.99,8.09,196
2021-01-17T17:26:00Z,29.88,-92.11,8.09,196
2021-01-17T17:27:00Z,29.85,-92.03,8.09,196
2021-01-17T17:28:00Z,29.85,-91.92,8.09,196
2021-01-17T17:29:00Z,29.85,-91.92,8.09,196
2021-01-17T17:30:00Z,29.85,-91.86,8.09,196
2021-01-17T17:31:00Z,29.85,-91.91,8.09,196
2021-01-17T17:32:00Z,29.85,-91.94,8.09,196
2021-01-17T17:33:00Z,29.85,-91.88,8.09,196
2021-01-17T17:34:00Z,29.88,-91.96,8.09,196
2021-01-17T17:35:00Z,29.88,-91.97,8.09,196
2021-01-17T17:36:00Z,29.9,-91.92,8.09,196
2021-01-17T17:37:00Z,29.9,-92,8.09,196
2021-01-17T17:38:00Z,29.93,-92.1,8.09,196
2021-01-17T17:39:00Z,29.9,-91.97,8.09,196
2021-01-17T17:40:00Z,29.9,-91.96,8.09,196
2021-01-17T17:41:00Z,29.9,-92.07,8.09,196
2021-01-17T17:42:00Z,29.9,-92.1,8.09,196
2021-01-17T17:43:00Z,29.9,-92.19,8.09,196
2021-01-17T17:44:00Z,29.93,-92.16,8.09,196
2021-01-17T17:45:00Z,29.93,-92.21,8.09,196
2021-01-17T17:46:00Z,29.93,-92.16,8.09,196
2021-01-17T17:47:00Z,29.95,-92.24,8.09,196
2021-01-17T17:48:00Z,29.95,-92.19,8.09,196
2021-01-17T17:49:00Z,29.95,-92.11,8.09,196
2021-01-17T17:50:00Z,29.93,-91.99,8.09,196
2021-01-17T17:51:00Z,29.95,-92.17,8.09,196
2021-01-17T17:52:00Z,29.95,-92.1,8.09,196
2021-01-17T17:53:00Z,29.98,-92.19,8.09,196
2021-01-17T17:54:00Z,29.98,-92.24,8.09,196
2021-01-17T17:55:00Z,29.98,-92.13,8.09,196
2021-01-17T17:56:00Z,29.98,-92,8.09,196
2021-01-17T17:57:00Z,30,-92,8.09,196
2021-01-17T17:58:00Z,30,-91.97,8.09,196
2021-01-17T17:59:00Z,29.98,-92.03,8.09,196
2021-01-17T18:00:00Z,30,-92.03,8.09,196
2021-01-17T18:01:00Z,30,-91.97,8.09,196
2021-01-17T18:02:00Z,30,-92.13,8.09,196
2021-01-17T18:03:00Z,30,-92.13,8.09,196
2021-01-17T18:04:00Z,30.03,-92.1,8.09,196
2021-01-17T18:05:00Z,30.03,-92.14,8.09,196
2021-01-17T18:06:00Z,30.03,-92.13,8.09,196
2021-01-17T18:07:00Z,30.03,-92.14,8.09,196
2021-01-17T18:08:00Z,30.03,-92.17,8.09,196
2021-01-17T18:09:00Z,30.03,-92.24,8.09,196
2021-01-17T18:10:00Z,30.03,-92.19,8.09,196
2021-01-17T18:11:00Z,30.03,-92.27,8.09,196
2021-01-17T18:12:00Z,30.03,-92.27,8.09,196
2021-01-17T18:13:00Z,30.06,-92.36,8.1,196
2021-01-17T18:14:00Z,30.03,-92.21,8.09,196
2021-01-17T18:15:00Z,30.03,-92.25,8.09,196
2021-01-17T18:16:00Z,30.03,-92.25,8.09,196
2021-01-17T18:17:00Z,30,-92.17,8.09,196
2021-01-17T18:18:00Z,30,-92.21,8.09,196
2021-01-17T18:19:00Z,29.98,-92.17,8.09,196
2021-01-17T18:20:00Z,30,-92.27,8.09,196
2021-01-17T18:21:00Z,29.98,-92.22,8.09,196
2021-01-17T18:22:00Z,29.98,-92.13,8.09,196
2021-01-17T18:23:00Z,29.98,-92.17,8.09,196
2021-01-17T18:24:00Z,30,-92.24,8.09,196
2021-01-17T18:25:00Z,30,-92.25,8.09,196
2021-01-17T18:26:00Z,30,-92.32,8.1,196
2021-01-17T18:27:00Z,29.98,-92.13,8.09,196
2021-01-17T18:28:00Z,29.98,-92.13,8.09,196
2021-01-17T18:29:00Z,29.98,-92.08,8.09,196
2021-01-17T18:30:00Z,29.98,-92.1,8.09,196
2021-01-17T18:31:00Z,29.95,-92.07,8.09,196
2021-01-17T18:32:00Z,29.95,-92.05,8.09,196
2021-01-17T18:33:00Z,29.95,-92,8.09,196
2021-01-17T18:34:00Z,29.95,-92,8.09,196
2021-01-17T18:35:00Z,29.95,-91.99,8.09,196
2021-01-17T18:36:00Z,29.95,-92,8.09,196
2021-01-17T18:37:00Z,29.95,-91.99,8.09,196
2021-01-17T18:38:00Z,29.93,-91.99,8.09,196
2021-01-17T18:39:00Z,29.93,-91.83,8.09,196
2021-01-17T18:40:00Z,29.93,-91.96,8.09,196
2021-01-17T18:41:00Z,29.93,-92.07,8.09,196
2021-01-17T18:42:00Z,29.95,-92,8.09,196
2021-01-17T18:43:00Z,29.95,-92.03,8.09,196
2021-01-17T18:44:00Z,29.95,-92,8.09,196
2021-01-17T18:45:00Z,29.95,-92.08,8.09,196
2021-01-17T18:46:00Z,29.95,-92.08,8.09,196
2021-01-17T18:47:00Z,29.95,-92.05,8.09,196
2021-01-17T18:48:00Z,29.95,-92.08,8.09,196
2021-01-17T18:49:00Z,29.95,-92.02,8.09,196
2021-01-17T18:50:00Z,29.95,-92.07,8.09,196
2021-01-17T18:51:00Z,29.95,-92.13,8.09,196
2021-01-17T18:52:00Z,29.95,-92.17,8.09,196
2021-01-17T18:53:00Z,29.95,-92.03,8.09,196
2021-01-17T18:54:00Z,29.95,-92.16,8.09,196
2021-01-17T18:55:00Z,29.95,-92.14,8.09,196
2021-01-17T18:56:00Z,29.95,-92.16,8.09,196
2021-01-17T18:57:00Z,29.95,-92.21,8.09,196
2021-01-17T18:58:00Z,29.95,-92.14,8.09,196
2021-01-17T18:59:00Z,29.95,-92.19,8.09,196
2021-01-17T19:00:00Z,29.95,-92.14,8.09,196
2021-01-17T19:01:00Z,29.98,-92.22,8.09,196
2021-01-17T19:02:00Z,29.95,-92.24,8.09,196
2021-01-17T19:03:00Z,29.98,-92.25,8.09,196
2021-01-17T19:04:00Z,29.95,-92.21,8.09,196
2021-01-17T19:05:00Z,29.95,-92.14,8.09,196
2021-01-17T19:06:00Z,29.95,-92.16,8.09,196
2021-01-17T19:07:00Z,29.98,-92.14,8.09,196
2021-01-17T19:08:00Z,29.95,-92.14,8.09,196
2021-01-17T19:09:00Z,29.98,-92.27,8.09,196
2021-01-17T19:10:00Z,29.95,-92.22,8.09,196
2021-01-17T19:11:00Z,29.95,-92.32,8.1,196
2021-01-17T19:12:00Z,29.95,-92.21,8.09,196
2021-01-17T19:13:00Z,29.95,-92.25,8.09,196
2021-01-17T19:14:00Z,29.95,-92.24,8.09,196
2021-01-17T19:15:00Z,29.95,-92.21,8.09,196
2021-01-17T19:16:00Z,29.95,-92.32,8.1,196
2021-01-17T19:17:00Z,29.95,-92.27,8.09,196
2021-01-17T19:18:00Z,29.95,-92.17,8.09,196
2021-01-17T19:19:00Z,29.95,-92.28,8.09,196
2021-01-17T19:20:00Z,29.95,-92.17,8.09,196
2021-01-17T19:21:00Z,29.95,-92.27,8.09,196
2021-01-17T19:22:00Z,29.95,-92.27,8.09,196
2021-01-17T19:23:00Z,29.95,-92.17,8.09,196
2021-01-17T19:24:00Z,29.95,-92.25,8.09,196
2021-01-17T19:25:00Z,29.93,-92.08,8.09,196
2021-01-17T19:26:00Z,29.93,-92.27,8.09,196
2021-01-17T19:27:00Z,29.9,-92.08,8.09,196
2021-01-17T19:28:00Z,29.9,-92.08,8.09,196
2021-01-17T19:29:00Z,29.9,-92.02,8.09,196
2021-01-17T19:30:00Z,29.93,-92.11,8.09,196
2021-01-17T19:31:00Z,29.9,-92.07,8.09,196
2021-01-17T19:32:00Z,29.9,-92.02,8.09,196
2021-01-17T19:33:00Z,29.9,-92.02,8.09,196
2021-01-17T19:34:00Z,29.9,-92.07,8.09,196
2021-01-17T19:35:00Z,29.9,-92.03,8.09,196
2021-01-17T19:36:00Z,29.9,-91.92,8.09,196
2021-01-17T19:37:00Z,29.88,-91.96,8.09,196
2021-01-17T19:38:00Z,29.9,-91.94,8.09,196
2021-01-17T19:39:00Z,29.88,-91.92,8.09,196
2021-01-17T19:40:00Z,29.88,-91.91,8.09,196
2021-01-17T19:41:00Z,29.88,-92.02,8.09,196
2021-01-17T19:42:00Z,29.88,-91.97,8.09,196
2021-01-17T19:43:00Z,29.88,-91.97,8.09,196
2021-01-17T19:44:00Z,29.88,-91.92,8.09,196
2021-01-17T19:45:00Z,29.88,-91.85,8.09,196
2021-01-17T19:46:00Z,29.88,-91.86,8.09,196
2021-01-17T19:47:00Z,29.85,-91.85,8.09,196
2021-01-17T19:48:00Z,29.85,-91.8,8.09,196
2021-01-17T19:49:00Z,29.85,-91.82,8.09,196
2021-01-17T19:50:00Z,29.85,-91.77,8.09,196
2021-01-17T19:51:00Z,29.85,-91.77,8.09,196
2021-01-17T19:52:00Z,29.83,-91.71,8.09,196
2021-01-17T19:53:00Z,29.83,-91.72,8.09,196
2021-01-17T19:54:00Z,29.83,-91.67,8.08,196
2021-01-17T19:55:00Z,29.83,-91.66,8.08,196
2021-01-17T19:56:00Z,29.83,-91.67,8.08,196
2021-01-17T19:57:00Z,29.83,-91.67,8.08,196
2021-01-17T19:58:00Z,29.83,-91.63,8.08,196
2021-01-17T19:59:00Z,29.8,-91.53,8.08,196
2021-01-17T20:00:00Z,29.8,-91.58,8.08,196
2021-01-17T20:01:00Z,29.8,-91.49,8.08,196
2021-01-17T20:02:00Z,29.8,-91.47,8.08,196
2021-01-17T20:03:00Z,29.8,-91.47,8.08,196
2021-01-17T20:04:00Z,29.8,-91.44,8.08,196
2021-01-17T20:05:00Z,29.8,-91.38,8.08,196
2021-01-17T20:06:00Z,29.78,-91.35,8.08,196
2021-01-17T20:07:00Z,29.78,-91.27,8.08,196
2021-01-17T20:08:00Z,29.78,-91.27,8.08,196
2021-01-17T20:09:00Z,29.78,-91.25,8.08,196
2021-01-17T20:10:00Z,29.75,-91.22,8.08,196
2021-01-17T20:11:00Z,29.73,-91.25,8.08,196
2021-01-17T20:12:00Z,29.73,-91.13,8.08,196
2021-01-17T20:13:00Z,29.73,-91.13,8.08,196
2021-01-17T20:14:00Z,29.73,-91.07,8.07,196
2021-01-17T20:15:00Z,29.7,-90.99,8.07,196
2021-01-17T20:16:00Z,29.73,-91,8.07,196
