"Plot Title: SGD_011821_337_East"
"#","Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 20739337, SEN S/N: 20739337)","High Range, μS/cm (LGR S/N: 20739337, SEN S/N: 20739337)","Temp, °C (LGR S/N: 20739337, SEN S/N: 20739337)"
62,01/18/21 07:20:00 AM,0.0,0.0,27.00
63,01/18/21 07:21:00 AM,0.0,0.0,26.68
64,01/18/21 07:22:00 AM,0.0,0.0,26.37
65,01/18/21 07:23:00 AM,0.0,0.0,26.04
66,01/18/21 07:24:00 AM,0.0,0.0,25.69
67,01/18/21 07:25:00 AM,0.0,0.0,25.36
68,01/18/21 07:26:00 AM,0.0,0.0,25.00
69,01/18/21 07:27:00 AM,0.0,0.0,24.59
70,01/18/21 07:28:00 AM,0.0,0.0,24.21
71,01/18/21 07:29:00 AM,0.0,0.0,23.97
72,01/18/21 07:30:00 AM,0.0,0.0,23.74
73,01/18/21 07:31:00 AM,0.0,0.0,23.46
74,01/18/21 07:32:00 AM,0.0,0.0,23.13
75,01/18/21 07:33:00 AM,0.0,0.0,22.88
76,01/18/21 07:34:00 AM,0.0,0.0,22.63
77,01/18/21 07:35:00 AM,0.0,0.0,22.41
78,01/18/21 07:36:00 AM,0.0,0.0,22.13
79,01/18/21 07:37:00 AM,0.0,0.0,21.89
80,01/18/21 07:38:00 AM,0.0,0.0,21.68
81,01/18/21 07:39:00 AM,0.0,0.0,21.44
82,01/18/21 07:40:00 AM,0.0,0.0,21.20
83,01/18/21 07:41:00 AM,0.0,0.0,21.03
84,01/18/21 07:42:00 AM,0.0,0.0,20.85
85,01/18/21 07:43:00 AM,0.0,0.0,20.63
86,01/18/21 07:44:00 AM,0.0,0.0,20.49
87,01/18/21 07:45:00 AM,0.0,0.0,20.70
88,01/18/21 07:46:00 AM,0.0,0.0,20.91
89,01/18/21 07:47:00 AM,0.0,0.0,21.54
90,01/18/21 07:48:00 AM,33714.0,52218.2,27.30
91,01/18/21 07:49:00 AM,33714.0,52613.8,27.85
92,01/18/21 07:50:00 AM,33714.0,52424.0,27.92
93,01/18/21 07:51:00 AM,33714.0,52378.2,27.96
94,01/18/21 07:52:00 AM,33714.0,52059.0,28.07
95,01/18/21 07:53:00 AM,33714.0,52201.1,28.05
96,01/18/21 07:54:00 AM,33714.0,51838.5,28.13
97,01/18/21 07:55:00 AM,33714.0,52098.7,28.14
98,01/18/21 07:56:00 AM,33714.0,52030.6,28.19
99,01/18/21 07:57:00 AM,33714.0,52019.3,28.25
100,01/18/21 07:58:00 AM,33714.0,51474.4,28.28
101,01/18/21 07:59:00 AM,33714.0,51861.1,28.26
102,01/18/21 08:00:00 AM,33714.0,51816.0,28.27
103,01/18/21 08:01:00 AM,33714.0,51754.1,28.32
104,01/18/21 08:02:00 AM,33714.0,51664.3,28.22
105,01/18/21 08:03:00 AM,33714.0,51641.9,28.35
106,01/18/21 08:04:00 AM,33714.0,51608.3,28.35
107,01/18/21 08:05:00 AM,33714.0,51619.5,28.41
108,01/18/21 08:06:00 AM,33714.0,51563.6,28.50
109,01/18/21 08:07:00 AM,33714.0,51519.0,28.32
110,01/18/21 08:08:00 AM,33714.0,51374.2,28.42
111,01/18/21 08:09:00 AM,0.0,0.0,28.52
112,01/18/21 08:10:00 AM,0.0,0.0,28.52
113,01/18/21 08:11:00 AM,0.0,0.0,28.41
114,01/18/21 08:12:00 AM,33714.0,51169.4,28.13
115,01/18/21 08:13:00 AM,33714.0,51224.6,28.11
116,01/18/21 08:14:00 AM,33714.0,51911.8,28.43
117,01/18/21 08:15:00 AM,33714.0,51940.1,28.41
118,01/18/21 08:16:00 AM,33714.0,51613.9,28.08
119,01/18/21 08:17:00 AM,33714.0,51296.6,27.71
120,01/18/21 08:18:00 AM,33714.0,51385.3,27.72
121,01/18/21 08:19:00 AM,33714.0,51396.5,27.75
122,01/18/21 08:20:00 AM,33714.0,51318.7,27.72
123,01/18/21 08:21:00 AM,33714.0,51418.7,27.72
124,01/18/21 08:22:00 AM,33714.0,48877.3,27.77
125,01/18/21 08:23:00 AM,33714.0,48995.4,27.81
126,01/18/21 08:24:00 AM,33714.0,49077.8,27.82
127,01/18/21 08:25:00 AM,33714.0,49175.9,27.87
128,01/18/21 08:26:00 AM,33714.0,49165.6,27.88
129,01/18/21 08:27:00 AM,33714.0,49175.9,27.88
130,01/18/21 08:28:00 AM,33714.0,49264.0,27.91
131,01/18/21 08:29:00 AM,33714.0,47388.9,27.91
132,01/18/21 08:30:00 AM,33714.0,47262.6,27.87
133,01/18/21 08:31:00 AM,33714.0,47682.5,28.13
134,01/18/21 08:32:00 AM,33714.0,48298.9,28.64
135,01/18/21 08:33:00 AM,33714.0,48399.6,28.77
136,01/18/21 08:34:00 AM,33714.0,48455.1,28.82
137,01/18/21 08:35:00 AM,33714.0,48450.0,28.72
138,01/18/21 08:36:00 AM,33714.0,48148.6,28.74
139,01/18/21 08:37:00 AM,33714.0,48379.4,28.63
140,01/18/21 08:38:00 AM,33714.0,48465.2,28.61
141,01/18/21 08:39:00 AM,33714.0,48662.9,28.61
142,01/18/21 08:40:00 AM,33714.0,48304.0,28.64
143,01/18/21 08:41:00 AM,33714.0,48083.7,28.72
144,01/18/21 08:42:00 AM,33714.0,48158.6,28.66
145,01/18/21 08:43:00 AM,33714.0,48319.0,28.68
146,01/18/21 08:44:00 AM,25719.4,38510.8,28.69
147,01/18/21 08:45:00 AM,25907.3,38791.6,28.70
148,01/18/21 08:46:00 AM,33714.0,47830.4,28.70
149,01/18/21 08:47:00 AM,33211.4,46691.6,28.70
150,01/18/21 08:48:00 AM,33504.3,46867.9,28.64
151,01/18/21 08:49:00 AM,33647.1,47112.7,28.68
152,01/18/21 08:50:00 AM,33701.3,47194.8,28.70
153,01/18/21 08:51:00 AM,33714.0,47311.1,28.77
154,01/18/21 08:52:00 AM,3596.1,4829.4,28.81
155,01/18/21 08:53:00 AM,33714.0,47603.9,28.82
156,01/18/21 08:54:00 AM,33714.0,47608.8,28.83
157,01/18/21 08:55:00 AM,33714.0,47672.7,28.86
158,01/18/21 08:56:00 AM,33714.0,47608.8,28.87
159,01/18/21 08:57:00 AM,0.0,0.0,28.96
160,01/18/21 08:58:00 AM,33714.0,47540.2,28.93
161,01/18/21 08:59:00 AM,33714.0,47721.9,28.93
162,01/18/21 09:00:00 AM,33714.0,47845.3,28.96
163,01/18/21 09:01:00 AM,33714.0,48273.8,28.92
164,01/18/21 09:02:00 AM,33714.0,48495.5,28.88
165,01/18/21 09:03:00 AM,33714.0,48607.0,28.89
166,01/18/21 09:04:00 AM,33714.0,48632.4,28.88
167,01/18/21 09:05:00 AM,33714.0,48744.4,28.82
168,01/18/21 09:06:00 AM,33714.0,48877.3,28.86
169,01/18/21 09:07:00 AM,33714.0,48933.7,28.87
170,01/18/21 09:08:00 AM,33714.0,49036.6,28.87
171,01/18/21 09:09:00 AM,33714.0,49925.1,28.89
172,01/18/21 09:10:00 AM,33714.0,50036.7,28.88
173,01/18/21 09:11:00 AM,33714.0,50443.8,28.91
174,01/18/21 09:12:00 AM,33714.0,50325.4,28.92
175,01/18/21 09:13:00 AM,33714.0,50796.4,28.92
176,01/18/21 09:14:00 AM,33714.0,50665.7,28.93
177,01/18/21 09:15:00 AM,33714.0,50812.7,28.94
178,01/18/21 09:16:00 AM,33714.0,50758.2,28.94
179,01/18/21 09:17:00 AM,33714.0,50741.9,28.96
180,01/18/21 09:18:00 AM,33714.0,50801.8,28.98
181,01/18/21 09:19:00 AM,33714.0,50758.2,28.98
182,01/18/21 09:20:00 AM,33714.0,50763.7,29.00
183,01/18/21 09:21:00 AM,33714.0,50894.7,29.16
184,01/18/21 09:22:00 AM,33714.0,50557.3,29.43
185,01/18/21 09:23:00 AM,33714.0,50395.3,29.58
186,01/18/21 09:24:00 AM,33714.0,50282.5,29.54
187,01/18/21 09:25:00 AM,33714.0,50476.2,29.49
188,01/18/21 09:26:00 AM,33714.0,50856.4,29.28
189,01/18/21 09:27:00 AM,33714.0,50845.5,29.22
190,01/18/21 09:28:00 AM,33714.0,50801.8,29.30
191,01/18/21 09:29:00 AM,33714.0,50812.7,29.26
192,01/18/21 09:30:00 AM,33714.0,50692.9,29.18
193,01/18/21 09:31:00 AM,33714.0,50687.5,29.11
194,01/18/21 09:32:00 AM,33714.0,50687.5,29.18
195,01/18/21 09:33:00 AM,33714.0,50741.9,29.20
196,01/18/21 09:34:00 AM,33714.0,50676.6,29.20
197,01/18/21 09:35:00 AM,33714.0,50671.2,29.19
198,01/18/21 09:36:00 AM,33714.0,50692.9,29.20
199,01/18/21 09:37:00 AM,33714.0,50720.1,29.21
200,01/18/21 09:38:00 AM,33714.0,50671.2,29.24
201,01/18/21 09:39:00 AM,33714.0,50698.3,29.21
202,01/18/21 09:40:00 AM,33714.0,50470.8,29.25
203,01/18/21 09:41:00 AM,33714.0,50503.2,29.21
204,01/18/21 09:42:00 AM,33714.0,50481.6,29.32
205,01/18/21 09:43:00 AM,33714.0,50595.2,29.41
206,01/18/21 09:44:00 AM,33714.0,50465.4,29.28
207,01/18/21 09:45:00 AM,33714.0,50368.4,29.26
208,01/18/21 09:46:00 AM,33714.0,50095.3,29.37
209,01/18/21 09:47:00 AM,33714.0,49909.2,29.49
210,01/18/21 09:48:00 AM,33714.0,49850.9,29.52
211,01/18/21 09:49:00 AM,33714.0,49856.2,29.42
212,01/18/21 09:50:00 AM,33714.0,49745.3,29.32
213,01/18/21 09:51:00 AM,33714.0,49624.3,29.32
214,01/18/21 09:52:00 AM,33714.0,49750.6,29.36
215,01/18/21 09:53:00 AM,33714.0,49661.0,29.36
216,01/18/21 09:54:00 AM,33714.0,49645.3,29.37
217,01/18/21 09:55:00 AM,33714.0,49550.8,29.38
218,01/18/21 09:56:00 AM,33714.0,49514.2,29.41
219,01/18/21 09:57:00 AM,33714.0,49619.0,29.44
220,01/18/21 09:58:00 AM,33714.0,49498.5,29.44
221,01/18/21 09:59:00 AM,33714.0,49556.1,29.47
222,01/18/21 10:00:00 AM,33714.0,49529.9,29.48
223,01/18/21 10:01:00 AM,33714.0,49561.3,29.37
224,01/18/21 10:02:00 AM,33714.0,49745.3,29.47
225,01/18/21 10:03:00 AM,33714.0,49819.2,29.49
226,01/18/21 10:04:00 AM,33714.0,49661.0,29.37
227,01/18/21 10:05:00 AM,33714.0,49587.5,29.35
228,01/18/21 10:06:00 AM,33714.0,49493.3,29.37
229,01/18/21 10:07:00 AM,33714.0,49394.1,29.35
230,01/18/21 10:08:00 AM,33714.0,49435.8,29.41
231,01/18/21 10:09:00 AM,33714.0,49404.5,29.43
232,01/18/21 10:10:00 AM,33714.0,49456.7,29.44
233,01/18/21 10:11:00 AM,33714.0,49503.7,29.46
234,01/18/21 10:12:00 AM,33714.0,49451.5,29.44
235,01/18/21 10:13:00 AM,33714.0,49508.9,29.44
236,01/18/21 10:14:00 AM,33714.0,49519.4,29.44
237,01/18/21 10:15:00 AM,33714.0,49456.7,29.46
238,01/18/21 10:16:00 AM,33714.0,49373.2,29.44
239,01/18/21 10:17:00 AM,33714.0,49331.6,29.44
240,01/18/21 10:18:00 AM,33714.0,49310.8,29.44
241,01/18/21 10:19:00 AM,33714.0,49217.4,29.33
242,01/18/21 10:20:00 AM,33714.0,49150.1,29.38
243,01/18/21 10:21:00 AM,33714.0,48673.1,29.39
244,01/18/21 10:22:00 AM,33714.0,48642.6,29.43
245,01/18/21 10:23:00 AM,33714.0,48703.6,29.37
246,01/18/21 10:24:00 AM,33714.0,48678.2,29.42
247,01/18/21 10:25:00 AM,33714.0,48683.3,29.43
248,01/18/21 10:26:00 AM,33714.0,48596.9,29.44
249,01/18/21 10:27:00 AM,33714.0,48607.0,29.44
250,01/18/21 10:28:00 AM,33714.0,48647.7,29.49
251,01/18/21 10:29:00 AM,33714.0,48576.6,29.43
252,01/18/21 10:30:00 AM,33714.0,48571.5,29.46
253,01/18/21 10:31:00 AM,33714.0,48500.6,29.33
254,01/18/21 10:32:00 AM,33714.0,48465.2,29.41
255,01/18/21 10:33:00 AM,33714.0,48429.9,29.32
256,01/18/21 10:34:00 AM,33714.0,48314.0,29.32
257,01/18/21 10:35:00 AM,33714.0,48359.3,29.30
258,01/18/21 10:36:00 AM,33714.0,48339.2,29.26
259,01/18/21 10:37:00 AM,33714.0,48253.8,29.21
260,01/18/21 10:38:00 AM,33714.0,48173.6,29.18
261,01/18/21 10:39:00 AM,33714.0,48233.7,29.18
262,01/18/21 10:40:00 AM,33714.0,48148.6,29.18
263,01/18/21 10:41:00 AM,33714.0,48173.6,29.21
264,01/18/21 10:42:00 AM,33714.0,48153.6,29.20
265,01/18/21 10:43:00 AM,33714.0,48073.7,29.21
266,01/18/21 10:44:00 AM,33714.0,48098.7,29.25
267,01/18/21 10:45:00 AM,33714.0,48063.7,29.30
268,01/18/21 10:46:00 AM,33714.0,48058.8,29.22
269,01/18/21 10:47:00 AM,33714.0,48048.8,29.21
270,01/18/21 10:48:00 AM,33714.0,47984.1,29.26
271,01/18/21 10:49:00 AM,33714.0,48053.8,29.28
272,01/18/21 10:50:00 AM,33714.0,47964.2,29.26
273,01/18/21 10:51:00 AM,33714.0,47999.0,29.37
274,01/18/21 10:52:00 AM,33714.0,47954.3,29.28
275,01/18/21 10:53:00 AM,33714.0,47860.1,29.27
276,01/18/21 10:54:00 AM,33714.0,47884.9,29.28
277,01/18/21 10:55:00 AM,33714.0,47889.8,29.28
278,01/18/21 10:56:00 AM,33714.0,47845.3,29.26
279,01/18/21 10:57:00 AM,33714.0,47870.0,29.37
280,01/18/21 10:58:00 AM,33714.0,47805.7,29.30
281,01/18/21 10:59:00 AM,33714.0,47771.2,29.28
282,01/18/21 11:00:00 AM,33714.0,47756.4,29.25
283,01/18/21 11:01:00 AM,33714.0,47756.4,29.24
284,01/18/21 11:02:00 AM,33714.0,47717.0,29.36
285,01/18/21 11:03:00 AM,33714.0,47687.4,29.28
286,01/18/21 11:04:00 AM,33714.0,47712.0,29.28
287,01/18/21 11:05:00 AM,33714.0,47608.8,29.25
288,01/18/21 11:06:00 AM,33714.0,47662.8,29.30
289,01/18/21 11:07:00 AM,33714.0,47599.0,29.27
290,01/18/21 11:08:00 AM,33714.0,47608.8,29.28
291,01/18/21 11:09:00 AM,33714.0,47594.1,29.28
292,01/18/21 11:10:00 AM,33714.0,47559.8,29.31
293,01/18/21 11:11:00 AM,33714.0,47481.5,29.32
294,01/18/21 11:12:00 AM,33714.0,47510.9,29.26
295,01/18/21 11:13:00 AM,33714.0,47506.0,29.32
296,01/18/21 11:14:00 AM,33714.0,47515.8,29.31
297,01/18/21 11:15:00 AM,33714.0,47501.1,29.28
298,01/18/21 11:16:00 AM,33714.0,47457.1,29.33
299,01/18/21 11:17:00 AM,33714.0,47379.2,29.32
300,01/18/21 11:18:00 AM,33714.0,47379.2,29.41
301,01/18/21 11:19:00 AM,33714.0,47359.7,29.27
302,01/18/21 11:20:00 AM,33714.0,47301.4,29.21
303,01/18/21 11:21:00 AM,33714.0,47311.1,29.26
304,01/18/21 11:22:00 AM,33714.0,47252.9,29.26
305,01/18/21 11:23:00 AM,33714.0,47252.9,29.22
306,01/18/21 11:24:00 AM,33714.0,47233.5,29.28
307,01/18/21 11:25:00 AM,33714.0,47316.0,29.31
308,01/18/21 11:26:00 AM,33714.0,47185.1,29.25
309,01/18/21 11:27:00 AM,33714.0,47170.6,29.28
310,01/18/21 11:28:00 AM,33714.0,47194.8,29.35
311,01/18/21 11:29:00 AM,33714.0,47175.5,29.38
312,01/18/21 11:30:00 AM,33714.0,47107.9,29.32
313,01/18/21 11:31:00 AM,33714.0,47185.1,29.33
314,01/18/21 11:32:00 AM,33714.0,47112.7,29.36
315,01/18/21 11:33:00 AM,33714.0,47165.8,29.37
316,01/18/21 11:34:00 AM,33714.0,47151.3,29.37
317,01/18/21 11:35:00 AM,33714.0,47079.0,29.37
318,01/18/21 11:36:00 AM,33714.0,47079.0,29.36
319,01/18/21 11:37:00 AM,33714.0,47030.9,29.35
320,01/18/21 11:38:00 AM,33714.0,47030.9,29.31
321,01/18/21 11:39:00 AM,33714.0,46987.7,29.32
322,01/18/21 11:40:00 AM,33714.0,46997.3,29.42
323,01/18/21 11:41:00 AM,33714.0,46982.9,29.31
324,01/18/21 11:42:00 AM,33714.0,46992.5,29.43
325,01/18/21 11:43:00 AM,33714.0,46963.7,29.46
326,01/18/21 11:44:00 AM,33714.0,46963.7,29.48
327,01/18/21 11:45:00 AM,33714.0,46944.5,29.48
328,01/18/21 11:46:00 AM,33714.0,46944.5,29.44
329,01/18/21 11:47:00 AM,33714.0,46915.7,29.49
330,01/18/21 11:48:00 AM,33714.0,46939.7,29.48
331,01/18/21 11:49:00 AM,33714.0,46872.7,29.55
332,01/18/21 11:50:00 AM,33714.0,46882.2,29.46
333,01/18/21 11:51:00 AM,33714.0,46853.6,29.52
334,01/18/21 11:52:00 AM,33714.0,46839.2,29.50
335,01/18/21 11:53:00 AM,33714.0,46839.2,29.55
336,01/18/21 11:54:00 AM,33714.0,46767.7,29.44
337,01/18/21 11:55:00 AM,33714.0,46767.7,29.48
338,01/18/21 11:56:00 AM,33714.0,46777.2,29.52
339,01/18/21 11:57:00 AM,33714.0,46710.6,29.47
340,01/18/21 11:58:00 AM,33714.0,46696.4,29.54
341,01/18/21 11:59:00 AM,33714.0,46696.4,29.46
342,01/18/21 12:00:00 PM,33714.0,46720.1,29.46
343,01/18/21 12:01:00 PM,33714.0,46705.9,29.48
344,01/18/21 12:02:00 PM,33714.0,46648.9,29.41
345,01/18/21 12:03:00 PM,33714.0,46620.5,29.46
346,01/18/21 12:04:00 PM,33714.0,46620.5,29.46
347,01/18/21 12:05:00 PM,33714.0,46620.5,29.43
348,01/18/21 12:06:00 PM,33714.0,46568.4,29.43
349,01/18/21 12:07:00 PM,33714.0,46577.8,29.47
350,01/18/21 12:08:00 PM,33714.0,46525.9,29.39
351,01/18/21 12:09:00 PM,33714.0,46563.7,29.44
352,01/18/21 12:10:00 PM,33714.0,46483.4,29.39
353,01/18/21 12:11:00 PM,33714.0,46469.3,29.36
354,01/18/21 12:12:00 PM,33714.0,46426.9,29.32
355,01/18/21 12:13:00 PM,33714.0,46455.1,29.28
356,01/18/21 12:14:00 PM,33714.0,46375.2,29.30
357,01/18/21 12:15:00 PM,33714.0,46398.7,29.35
358,01/18/21 12:16:00 PM,33714.0,46361.1,29.27
359,01/18/21 12:17:00 PM,33714.0,46347.0,29.25
360,01/18/21 12:18:00 PM,33714.0,46318.9,29.30
361,01/18/21 12:19:00 PM,33714.0,46281.4,29.25
362,01/18/21 12:20:00 PM,33714.0,46342.3,29.37
363,01/18/21 12:21:00 PM,33714.0,46290.8,29.30
364,01/18/21 12:22:00 PM,33714.0,46304.8,29.36
365,01/18/21 12:23:00 PM,33714.0,46276.7,29.38
366,01/18/21 12:24:00 PM,33714.0,46239.3,29.32
367,01/18/21 12:25:00 PM,33714.0,46248.7,29.41
368,01/18/21 12:26:00 PM,33714.0,46239.3,29.39
369,01/18/21 12:27:00 PM,33714.0,46234.7,29.39
370,01/18/21 12:28:00 PM,33714.0,46234.7,29.44
371,01/18/21 12:29:00 PM,33714.0,46262.7,29.48
372,01/18/21 12:30:00 PM,33714.0,46234.7,29.50
373,01/18/21 12:31:00 PM,33714.0,46258.0,29.47
374,01/18/21 12:32:00 PM,33714.0,46155.3,29.48
375,01/18/21 12:33:00 PM,33714.0,46220.6,29.49
376,01/18/21 12:34:00 PM,33714.0,46169.3,29.49
377,01/18/21 12:35:00 PM,33714.0,46155.3,29.52
378,01/18/21 12:36:00 PM,33714.0,46118.1,29.44
379,01/18/21 12:37:00 PM,33714.0,46141.4,29.46
380,01/18/21 12:38:00 PM,33714.0,46090.2,29.49
381,01/18/21 12:39:00 PM,33714.0,46090.2,29.42
382,01/18/21 12:40:00 PM,33714.0,46104.1,29.49
383,01/18/21 12:41:00 PM,33714.0,46127.4,29.43
384,01/18/21 12:42:00 PM,33714.0,46015.9,29.41
385,01/18/21 12:43:00 PM,33714.0,46029.8,29.39
386,01/18/21 12:44:00 PM,33714.0,46039.1,29.44
387,01/18/21 12:45:00 PM,33714.0,46039.1,29.48
388,01/18/21 12:46:00 PM,33714.0,46002.0,29.46
389,01/18/21 12:47:00 PM,33714.0,46015.9,29.48
390,01/18/21 12:48:00 PM,33714.0,45978.9,29.52
391,01/18/21 12:49:00 PM,33714.0,45978.9,29.54
392,01/18/21 12:50:00 PM,33714.0,46015.9,29.47
393,01/18/21 12:51:00 PM,33714.0,45978.9,29.54
394,01/18/21 12:52:00 PM,33714.0,45965.0,29.50
395,01/18/21 12:53:00 PM,33714.0,45914.2,29.47
396,01/18/21 12:54:00 PM,33714.0,45891.1,29.48
397,01/18/21 12:55:00 PM,33714.0,45863.4,29.48
398,01/18/21 12:56:00 PM,33714.0,45877.2,29.47
399,01/18/21 12:57:00 PM,33714.0,45891.1,29.44
400,01/18/21 12:58:00 PM,33714.0,45826.6,29.43
401,01/18/21 12:59:00 PM,33714.0,45854.2,29.50
402,01/18/21 01:00:00 PM,33714.0,45817.4,29.44
403,01/18/21 01:01:00 PM,33714.0,45803.5,29.42
404,01/18/21 01:02:00 PM,33714.0,45766.8,29.37
405,01/18/21 01:03:00 PM,33714.0,45743.8,29.31
406,01/18/21 01:04:00 PM,33714.0,45670.5,29.27
407,01/18/21 01:05:00 PM,33714.0,45720.9,29.33
408,01/18/21 01:06:00 PM,33714.0,45647.6,29.32
409,01/18/21 01:07:00 PM,33714.0,45624.8,29.36
410,01/18/21 01:08:00 PM,33714.0,45633.9,29.36
411,01/18/21 01:09:00 PM,33714.0,45684.2,29.42
412,01/18/21 01:10:00 PM,33714.0,45633.9,29.36
413,01/18/21 01:11:00 PM,33714.0,45588.2,29.32
414,01/18/21 01:12:00 PM,33714.0,45601.9,29.42
415,01/18/21 01:13:00 PM,33714.0,45638.5,29.48
416,01/18/21 01:14:00 PM,33714.0,45675.1,29.53
417,01/18/21 01:15:00 PM,33714.0,45661.3,29.58
418,01/18/21 01:16:00 PM,33714.0,45665.9,29.55
419,01/18/21 01:17:00 PM,33714.0,45652.2,29.54
420,01/18/21 01:18:00 PM,33714.0,45665.9,29.58
421,01/18/21 01:19:00 PM,33714.0,45629.3,29.59
422,01/18/21 01:20:00 PM,33714.0,45583.7,29.63
423,01/18/21 01:21:00 PM,33714.0,45592.8,29.59
424,01/18/21 01:22:00 PM,33714.0,45606.5,29.63
425,01/18/21 01:23:00 PM,33714.0,45633.9,29.61
426,01/18/21 01:24:00 PM,33714.0,45583.7,29.61
427,01/18/21 01:25:00 PM,33714.0,45583.7,29.60
428,01/18/21 01:26:00 PM,33714.0,45538.1,29.60
429,01/18/21 01:27:00 PM,33714.0,45492.6,29.57
430,01/18/21 01:28:00 PM,33714.0,45515.3,29.61
431,01/18/21 01:29:00 PM,33714.0,45529.0,29.58
432,01/18/21 01:30:00 PM,33714.0,45515.3,29.53
433,01/18/21 01:31:00 PM,33714.0,45506.2,29.63
434,01/18/21 01:32:00 PM,33714.0,45492.6,29.63
435,01/18/21 01:33:00 PM,33714.0,45483.5,29.61
436,01/18/21 01:34:00 PM,33714.0,45460.8,29.66
437,01/18/21 01:35:00 PM,33714.0,45483.5,29.65
438,01/18/21 01:36:00 PM,33714.0,45451.7,29.66
439,01/18/21 01:37:00 PM,33714.0,45451.7,29.69
440,01/18/21 01:38:00 PM,33714.0,45429.0,29.66
441,01/18/21 01:39:00 PM,33714.0,45392.8,29.63
442,01/18/21 01:40:00 PM,33714.0,45406.4,29.69
443,01/18/21 01:41:00 PM,33714.0,45442.6,29.70
444,01/18/21 01:42:00 PM,33714.0,45442.6,29.76
445,01/18/21 01:43:00 PM,33714.0,45442.6,29.72
446,01/18/21 01:44:00 PM,33714.0,45456.3,29.80
447,01/18/21 01:45:00 PM,33714.0,45456.3,29.85
