DATE,TIME,Who,LAT,LONG,BarmetricPressure_mmHg,Conductivity,SpecificConductivity,Salinity,TempF,percentDO,DO,TempC
5/13/2021,5:51:55 PM,Megan,-17.54107,-149.89848,758.5,69340.6,64651.1,43.65,83.8,114.5,6.94,28.8
5/13/2021,5:52:00 PM,Megan,-17.54108,-149.89848,758.5,69357.4,64666,43.66,83.8,114.4,6.93,28.8
5/13/2021,5:52:07 PM,Megan,-17.54109,-149.89847,758.5,69384.9,64696.2,43.69,83.8,113.1,6.86,28.8
5/13/2021,5:52:08 PM,Megan,-17.54109,-149.89847,758.5,69385.2,64697.1,43.69,83.8,113,6.85,28.8
5/13/2021,5:52:16 PM,Megan,-17.5411,-149.89848,758.5,69315.5,64640.6,43.64,83.8,112.4,6.81,28.8
5/13/2021,5:52:16 PM,Megan,-17.5411,-149.89848,758.5,69330.7,64655.4,43.65,83.8,112.3,6.81,28.8
5/13/2021,5:52:26 PM,Megan,-17.5411,-149.89847,758.5,69423.5,64783.2,43.75,83.8,111.2,6.74,28.8
5/13/2021,5:52:26 PM,Megan,-17.5411,-149.89847,758.5,69421.6,64781.4,43.75,83.8,111.1,6.74,28.8
5/13/2021,5:52:30 PM,Megan,-17.54109,-149.89845,758.5,69234.1,64632.8,43.64,83.7,110.7,6.72,28.7
5/13/2021,5:52:43 PM,Megan,-17.5411,-149.89842,758.5,69421,65059.6,43.98,83.3,107,6.51,28.5
5/13/2021,5:52:57 PM,Megan,-17.5411,-149.89839,758.4,69310,64706.9,43.7,83.7,113.1,6.86,28.7
5/13/2021,5:53:09 PM,Megan,-17.54109,-149.89838,758.5,69224.2,64615.4,43.63,83.7,114.4,6.94,28.7
5/13/2021,5:53:19 PM,Megan,-17.5411,-149.89835,758.5,69216.7,64610.5,43.62,83.7,115.1,6.99,28.7
5/13/2021,5:53:20 PM,Megan,-17.5411,-149.89835,758.5,69221.3,64612.3,43.62,83.7,115.1,6.99,28.7
5/13/2021,5:53:27 PM,Megan,-17.5411,-149.89833,758.5,69245.1,64627.5,43.63,83.7,114.4,6.94,28.7
5/13/2021,5:53:35 PM,Megan,-17.54111,-149.8983,758.5,69243.5,64639.9,43.64,83.7,113.3,6.88,28.7
5/13/2021,5:53:42 PM,Megan,-17.54111,-149.89828,758.5,69288.8,64664.8,43.66,83.7,113,6.86,28.7
5/13/2021,5:53:49 PM,Megan,-17.54111,-149.89825,758.5,69299.7,64659.9,43.66,83.8,112.3,6.81,28.8
5/13/2021,5:53:59 PM,Megan,-17.54111,-149.89822,758.5,69182.5,64534.7,43.56,83.8,115.3,6.99,28.8
5/13/2021,5:54:08 PM,Megan,-17.54112,-149.89821,758.6,69138.5,64495.6,43.53,83.8,116.5,7.07,28.8
5/13/2021,5:54:13 PM,Megan,-17.54113,-149.89819,758.6,69007.3,64372.2,43.44,83.8,117,7.99,28.8
5/13/2021,5:54:14 PM,Megan,-17.54113,-149.89819,758.5,69053.1,64416.7,43.47,83.8,117,7.1,28.8
5/13/2021,5:54:18 PM,Megan,-17.54113,-149.89818,758.6,69129.5,64489.6,43.53,83.8,117.1,7.11,28.8
5/13/2021,5:54:23 PM,Megan,-17.54115,-149.89816,758.5,69071.7,64427.2,43.48,83.8,117.5,7.13,28.8
5/13/2021,5:54:28 PM,Megan,-17.54115,-149.89815,758.6,68929.1,64311.9,43.39,83.8,117.7,7.14,28.8
5/13/2021,5:54:31 PM,Megan,-17.54116,-149.89813,758.5,68718.3,64125.7,43.25,83.8,117.7,7.16,28.8
5/13/2021,5:55:12 PM,Megan,-17.54121,-149.89807,758.5,68383.6,63877.6,43.06,83.6,116.9,7.49,28.7
5/13/2021,5:55:22 PM,Megan,-17.54123,-149.89804,758.5,65774.9,61385,41.15,83.7,117.3,7.12,28.7
5/13/2021,5:55:22 PM,Megan,-17.54123,-149.89804,758.5,51569.2,48126.2,31.27,83.8,117.3,7.23,28.8
5/13/2021,5:55:35 PM,Megan,-17.54125,-149.89799,758.6,68676,64133.8,43.26,83.7,116.5,7.09,28.7
5/13/2021,5:55:44 PM,Megan,-17.54127,-149.89798,758.5,68861.7,64228.2,43.33,83.8,117.4,7.13,28.8
5/13/2021,5:55:51 PM,Megan,-17.54129,-149.89796,758.5,17987.5,16793.3,9.81,83.7,116.3,7.91,28.7
5/13/2021,5:55:58 PM,Megan,-17.5413,-149.89793,758.5,12019.9,11230.4,6.35,83.6,115.2,7.3,28.7
5/13/2021,5:56:09 PM,Megan,-17.5413,-149.89789,758.5,66934.2,62486.7,41.99,83.7,117,7.15,28.7
5/13/2021,5:56:17 PM,Megan,-17.5413,-149.89789,758.5,68512,64069.6,43.21,83.5,113.4,6.91,28.6
5/13/2021,5:56:25 PM,Megan,-17.54133,-149.89787,758.5,67669.5,63204.4,42.54,83.7,114.2,6.97,28.7
5/13/2021,5:56:30 PM,Megan,-17.54134,-149.89787,758.5,67428.8,63116,42.48,83.4,106.9,6.55,28.6
5/13/2021,5:56:43 PM,Megan,-17.54134,-149.89784,758.5,66405.1,62042.7,41.65,83.6,114.4,7.3,28.7
5/13/2021,5:56:50 PM,Megan,-17.54135,-149.89783,758.5,68999.1,64478.2,43.52,83.6,117.7,7.16,28.7
5/13/2021,5:56:59 PM,Megan,-17.54136,-149.89781,758.5,69349.1,64661.7,43.66,83.8,118.8,9.03,28.8
5/13/2021,5:57:03 PM,Megan,-17.54136,-149.8978,758.6,28080.6,26184.5,15.93,83.8,118.7,7.2,28.8
5/13/2021,5:57:09 PM,Megan,-17.54137,-149.89778,758.5,69255.1,64573.7,43.59,83.8,118.7,7.2,28.8
5/13/2021,5:57:15 PM,Megan,-17.54138,-149.89777,758.5,69367.9,64661,43.66,83.9,119.2,7.22,28.8
5/13/2021,5:57:31 PM,Megan,-17.54139,-149.89772,758.5,69377.9,64673.2,43.67,83.9,115.9,7.02,28.8
