Serial Number:20555845 --,,,,,,,,
,,,,,,,,
Date Time - GMT -10:00,"Temp, (*F)","Intensity, (lum/ft²)",Button Down,Button Up,Host Connect,Stopped,EOF,
4/4/22 12:10,77,"94""""",3, , , , , 
4/4/22 12:12,77,"86""""",8, , , , , 
4/4/22 12:14,77,"48""""",1, , , , , 
4/4/22 12:16,79,"18""""",6461, , , , , 
4/4/22 12:18,82,"50""""",38, , , , , 
4/4/22 12:20,84,"74""""",70, , , , , 
4/4/22 12:22,86,"51""""",46, , , , , 
4/4/22 12:24,88,"06""""",53, , , , , 
4/4/22 12:26,89,"68""""",72, , , , , 
4/4/22 12:28,91,"22""""",149, , , , , 
4/4/22 12:30,92,"77""""",230, , , , , 
4/4/22 12:32,93,"23""""",20, , , , , 
4/4/22 12:34,92,"46""""",17, , , , , 
4/4/22 12:36,91,"53""""",22, , , , , 
4/4/22 12:38,90,"14""""",13, , , , , 
4/4/22 12:40,88,"75""""",67, , , , , 
4/4/22 12:42,87,"44""""",21, , , , , 
4/4/22 12:44,86,"28""""",21, , , , , 
4/4/22 12:46,85,"20""""",21, , , , , 
4/4/22 12:48,84,"20""""",23, , , , , 
4/4/22 12:50,83,"35""""",16, , , , , 
4/4/22 12:52,83,"19""""",16, , , , , 
4/4/22 12:54,83,"73""""",19, , , , , 
4/4/22 12:56,84,"12""""",20, , , , , 
4/4/22 12:58,84,"51""""",19, , , , , 
4/4/22 13:00,84,"97""""",15, , , , , 
4/4/22 13:02,85,"43""""",14, , , , , 
4/4/22 13:04,85,"82""""",21, , , , , 
4/4/22 13:06,86,"28""""",18, , , , , 
4/4/22 13:08,86,"90""""",12, , , , , 
4/4/22 13:10,86,"90""""",16, , , , , 
4/4/22 13:12,86,"36""""",285, , , , , 
4/4/22 13:14,85,"90""""",268, , , , , 
4/4/22 13:16,90,"06""""",5236, , , , , 
4/4/22 13:18,91,"76""""",4300, , , , , 
4/4/22 13:20,90,"76""""",2206, , , , , 
4/4/22 13:22,90,"22""""",1925, , , , , 
4/4/22 13:24,89,"22""""",1996, , , , , 
4/4/22 13:26,88,"13""""",2341, , , , , 
4/4/22 13:28,89,"76""""",3680, , , , , 
4/4/22 13:30,89,"76""""",3783, , , , , 
4/4/22 13:32,91,"15""""",6300, , , , , 
4/4/22 13:34,88,"91""""",542, , , , , 
4/4/22 13:36,90,"14""""",1828, , , , , 
4/4/22 13:38,88,"44""""",3234, , , , , 
4/4/22 13:40,88,"29""""",3527, , , , , 
4/4/22 13:42,88,"44""""",3298, , , , , 
4/4/22 13:44,87,"75""""",738, , , , , 
4/4/22 13:46,87,"67""""",3437, , , , , 
4/4/22 13:48,87,"98""""",3826, , , , , 
4/4/22 13:50,87,"52""""",167, , , , , 
4/4/22 13:52,87,"44""""",2599, , , , , 
4/4/22 13:54,87,"44""""",2769, , , , , 
4/4/22 13:56,87,"29""""",1473, , , , , 
4/4/22 13:58,87,"21""""",2298, , , , , 
4/4/22 14:00,87,"29""""",1795, , , , , 
4/4/22 14:02,87,"21""""",1535, , , , , 
4/4/22 14:04,87,"13""""",1467, , , , , 
4/4/22 14:06,87,"44""""",3362, , , , , 
4/4/22 14:08,87,"67""""",1464, , , , , 
4/4/22 14:10,87,"83""""",3137, , , , , 
4/4/22 14:12,88,"06""""",4616, , , , , 
4/4/22 14:14,87,"83""""",2207, , , , , 
4/4/22 14:16,87,"52""""",1541, , , , , 
4/4/22 14:18,87,"44""""",1255, , , , , 
4/4/22 14:20,87,"36""""",1348, , , , , 
4/4/22 14:22,87,"13""""",1237, , , , , 
4/4/22 14:24,87,"29""""",1580, , , , , 
4/4/22 14:26,87,"13""""",1090, , , , , 
4/4/22 14:28,87,"21""""",1220, , , , , 
4/4/22 14:30,87,"29""""",1107, , , , , 
4/4/22 14:32,87,"21""""",1104, , , , , 
4/4/22 14:34,87,"29""""",983, , , , , 
4/4/22 14:36,87,"29""""",1040, , , , , 
4/4/22 14:38,87,"29""""",1145, , , , , 
4/4/22 14:40,87,"13""""",1153, , , , , 
4/4/22 14:42,87,"21""""",616, , , , , 
4/4/22 14:44,87,"05""""",1172, , , , , 
4/4/22 14:46,87,"13""""",187, , , , , 
4/4/22 14:48,87,"05""""",1026, , , , , 
4/4/22 14:50,87,"13""""",1021, , , , , 
4/4/22 14:52,87,"13""""",1119, , , , , 
4/4/22 14:54,87,"13""""",1097, , , , , 
4/4/22 14:56,87,"21""""",988, , , , , 
4/4/22 14:58,87,"05""""",976, , , , , 
4/4/22 15:00,87,"05""""",929, , , , , 
4/4/22 15:02,86,"90""""",942, , , , , 
4/4/22 15:04,86,"90""""",243, , , , , 
4/4/22 15:06,86,"90""""",460, , , , , 
4/4/22 15:08,86,"82""""",540, , , , , 
4/4/22 15:10,86,"67""""",664, , , , , 
4/4/22 15:12,86,"74""""",679, , , , , 
4/4/22 15:14,86,"59""""",755, , , , , 
4/4/22 15:16,86,"59""""",762, , , , , 
4/4/22 15:18,86,"51""""",787, , , , , 
4/4/22 15:20,86,"44""""",837, , , , , 
4/4/22 15:22,86,"36""""",859, , , , , 
4/4/22 15:24,86,"51""""",915, , , , , 
4/4/22 15:26,86,"44""""",910, , , , , 
4/4/22 15:28,86,"28""""",871, , , , , 
4/4/22 15:30,86,"36""""",856, , , , , 
4/4/22 15:32,86,"20""""",867, , , , , 
4/4/22 15:34,86,"20""""",896, , , , , 
4/4/22 15:36,86,"20""""",831, , , , , 
4/4/22 15:38,86,"05""""",848, , , , , 
4/4/22 15:40,85,"90""""",686, , , , , 
4/4/22 15:42,85,"97""""",666, , , , , 
4/4/22 15:44,85,"82""""",694, , , , , 
4/4/22 15:46,85,"82""""",767, , , , , 
4/4/22 15:48,85,"82""""",702, , , , , 
4/4/22 15:50,85,"74""""",689, , , , , 
4/4/22 15:52,85,"74""""",727, , , , , 
4/4/22 15:54,85,"66""""",684, , , , , 
4/4/22 15:56,85,"74""""",567, , , , , 
4/4/22 15:58,85,"66""""",464, , , , , 
4/4/22 16:00,85,"51""""",559, , , , , 
4/4/22 16:02,85,"43""""",607, , , , , 
4/4/22 16:04,85,"43""""",635, , , , , 
4/4/22 16:06,85,"12""""",570, , , , , 
4/4/22 16:08,85,"12""""",556, , , , , 
4/4/22 16:10,85,"35""""",576, , , , , 
4/4/22 16:12,85,"05""""",595, , , , , 
4/4/22 16:14,85,"05""""",641, , , , , 
4/4/22 16:16,85,"12""""",644, , , , , 
4/4/22 16:18,85,"12""""",625, , , , , 
4/4/22 16:20,85,"05""""",597, , , , , 
4/4/22 16:22,85,"05""""",618, , , , , 
4/4/22 16:24,85,"05""""",614, , , , , 
4/4/22 16:26,84,"97""""",601, , , , , 
4/4/22 16:28,84,"89""""",609, , , , , 
4/4/22 16:30,84,"97""""",562, , , , , 
4/4/22 16:32,84,"89""""",550, , , , , 
4/4/22 16:34,84,"97""""",569, , , , , 
4/4/22 16:36,84,"81""""",540, , , , , 
4/4/22 16:38,84,"81""""",508, , , , , 
4/4/22 16:40,84,"89""""",486, , , , , 
4/4/22 16:42,84,"81""""",468, , , , , 
4/4/22 16:44,84,"89""""",466, , , , , 
4/4/22 16:46,84,"74""""",471, , , , , 
4/4/22 16:48,84,"81""""",476, , , , , 
4/4/22 16:50,84,"74""""",469, , , , , 
4/4/22 16:52,84,"81""""",486, , , , , 
4/4/22 16:54,84,"74""""",482, , , , , 
4/4/22 16:56,84,"66""""",482, , , , , 
4/4/22 16:58,84,"66""""",491, , , , , 
4/4/22 17:00,84,"74""""",524, , , , , 
4/4/22 17:02,84,"81""""",504, , , , , 
4/4/22 17:04,84,"81""""",472, , , , , 
4/4/22 17:06,84,"97""""",543, , , , , 
4/4/22 17:08,84,"66""""",471, , , , , 
4/4/22 17:10,84,"66""""",449, , , , , 
4/4/22 17:12,84,"66""""",434, , , , , 
4/4/22 17:14,84,"66""""",416, , , , , 
4/4/22 17:16,84,"58""""",360, , , , , 
4/4/22 17:18,84,"66""""",315, , , , , 
4/4/22 17:20,84,"58""""",285, , , , , 
4/4/22 17:22,84,"51""""",269, , , , , 
4/4/22 17:24,84,"58""""",247, , , , , 
4/4/22 17:26,84,"51""""",227, , , , , 
4/4/22 17:28,84,"58""""",216, , , , , 
4/4/22 17:30,84,"58""""",203, , , , , 
4/4/22 17:32,84,"58""""",209, , , , , 
4/4/22 17:34,84,"27""""",206, , , , , 
4/4/22 17:36,84,"27""""",175, , , , , 
4/4/22 17:38,84,"35""""",150, , , , , 
4/4/22 17:40,84,"35""""",119, , , , , 
4/4/22 17:42,84,"35""""",98, , , , , 
4/4/22 17:44,84,"35""""",87, , , , , 
4/4/22 17:46,84,"35""""",74, , , , , 
4/4/22 17:48,84,"12""""",63, , , , , 
4/4/22 17:50,84,"27""""",53, , , , , 
4/4/22 17:52,84,"12""""",44, , , , , 
4/4/22 17:54,84,"27""""",36, , , , , 
4/4/22 17:56,84,"27""""",25, , , , , 
4/4/22 17:58,84,"12""""",23, , , , , 
4/4/22 18:00,84,"20""""",17, , , , , 
4/4/22 18:02,84,"20""""",12, , , , , 
4/4/22 18:04,84,"20""""",9, , , , , 
4/4/22 18:06,84,"04""""",7, , , , , 
4/4/22 18:08,84,"04""""",4, , , , , 
4/4/22 18:10,84,"04""""",3, , , , , 
4/4/22 18:12,83,"96""""",2, , , , , 
4/4/22 18:14,83,"96""""",1, , , , , 
4/4/22 18:16,83,"89""""",1, , , , , 
4/4/22 18:18,83,"89""""",0, , , , , 
4/4/22 18:20,83,"89""""",0, , , , , 
4/4/22 18:22,83,"89""""",0, , , , , 
4/4/22 18:24,83,"96""""",0, , , , , 
4/4/22 18:26,83,"89""""",0, , , , , 
4/4/22 18:28,83,"73""""",0, , , , , 
4/4/22 18:30,83,"89""""",0, , , , , 
4/4/22 18:32,83,"81""""",0, , , , , 
4/4/22 18:34,83,"73""""",0, , , , , 
4/4/22 18:36,83,"89""""",0, , , , , 
4/4/22 18:38,83,"81""""",0, , , , , 
4/4/22 18:40,83,"81""""",0, , , , , 
4/4/22 18:42,83,"81""""",0, , , , , 
4/4/22 18:44,83,"81""""",0, , , , , 
4/4/22 18:46,83,"89""""",0, , , , , 
4/4/22 18:48,83,"89""""",0, , , , , 
4/4/22 18:50,83,"73""""",0, , , , , 
4/4/22 18:52,83,"81""""",0, , , , , 
4/4/22 18:54,83,"73""""",0, , , , , 
4/4/22 18:56,83,"73""""",0, , , , , 
4/4/22 18:58,83,"73""""",0, , , , , 
4/4/22 19:00,83,"81""""",0, , , , , 
4/4/22 19:02,83,"66""""",0, , , , , 
4/4/22 19:04,83,"73""""",0, , , , , 
4/4/22 19:06,83,"66""""",0, , , , , 
4/4/22 19:08,83,"66""""",0, , , , , 
4/4/22 19:10,83,"50""""",0, , , , , 
4/4/22 19:12,83,"66""""",0, , , , , 
4/4/22 19:14,83,"58""""",0, , , , , 
4/4/22 19:16,83,"58""""",0, , , , , 
4/4/22 19:18,83,"58""""",0, , , , , 
4/4/22 19:20,83,"66""""",0, , , , , 
4/4/22 19:22,83,"50""""",0, , , , , 
4/4/22 19:24,83,"50""""",0, , , , , 
4/4/22 19:26,83,"58""""",0, , , , , 
4/4/22 19:28,83,"58""""",0, , , , , 
4/4/22 19:30,83,"50""""",0, , , , , 
4/4/22 19:32,83,"50""""",0, , , , , 
4/4/22 19:34,83,"58""""",0, , , , , 
4/4/22 19:36,83,"66""""",0, , , , , 
4/4/22 19:38,83,"58""""",0, , , , , 
4/4/22 19:40,83,"50""""",0, , , , , 
4/4/22 19:42,83,"42""""",0, , , , , 
4/4/22 19:44,83,"42""""",0, , , , , 
4/4/22 19:46,83,"42""""",0, , , , , 
4/4/22 19:48,83,"50""""",0, , , , , 
4/4/22 19:50,83,"42""""",0, , , , , 
4/4/22 19:52,83,"35""""",0, , , , , 
4/4/22 19:54,83,"42""""",0, , , , , 
4/4/22 19:56,83,"42""""",0, , , , , 
4/4/22 19:58,83,"42""""",0, , , , , 
4/4/22 20:00,83,"42""""",0, , , , , 
4/4/22 20:02,83,"42""""",0, , , , , 
4/4/22 20:04,83,"35""""",0, , , , , 
4/4/22 20:06,83,"35""""",0, , , , , 
4/4/22 20:08,83,"42""""",0, , , , , 
4/4/22 20:10,83,"35""""",0, , , , , 
4/4/22 20:12,83,"35""""",0, , , , , 
4/4/22 20:14,83,"35""""",0, , , , , 
4/4/22 20:16,83,"35""""",0, , , , , 
4/4/22 20:18,83,"35""""",0, , , , , 
4/4/22 20:20,83,"19""""",0, , , , , 
4/4/22 20:22,83,"12""""",0, , , , , 
4/4/22 20:24,83,"27""""",0, , , , , 
4/4/22 20:26,83,"35""""",0, , , , , 
4/4/22 20:28,83,"27""""",0, , , , , 
4/4/22 20:30,83,"35""""",0, , , , , 
4/4/22 20:32,83,"35""""",0, , , , , 
4/4/22 20:34,83,"35""""",0, , , , , 
4/4/22 20:36,83,"42""""",0, , , , , 
4/4/22 20:38,83,"35""""",0, , , , , 
4/4/22 20:40,83,"27""""",0, , , , , 
4/4/22 20:42,83,"19""""",0, , , , , 
4/4/22 20:44,83,"27""""",0, , , , , 
4/4/22 20:46,83,"19""""",0, , , , , 
4/4/22 20:48,83,"19""""",0, , , , , 
4/4/22 20:50,83,"27""""",0, , , , , 
4/4/22 20:52,83,"19""""",0, , , , , 
4/4/22 20:54,83,"19""""",0, , , , , 
4/4/22 20:56,83,"19""""",0, , , , , 
4/4/22 20:58,83,"19""""",0, , , , , 
4/4/22 21:00,83,"12""""",0, , , , , 
4/4/22 21:02,83,"04""""",0, , , , , 
4/4/22 21:04,82,"96""""",0, , , , , 
4/4/22 21:06,83,"12""""",0, , , , , 
4/4/22 21:08,83,"04""""",0, , , , , 
4/4/22 21:10,83,"19""""",0, , , , , 
4/4/22 21:12,83,"12""""",0, , , , , 
4/4/22 21:14,83,"04""""",0, , , , , 
4/4/22 21:16,83,"12""""",0, , , , , 
4/4/22 21:18,83,"12""""",0, , , , , 
4/4/22 21:20,83,"12""""",0, , , , , 
4/4/22 21:22,83,"12""""",0, , , , , 
4/4/22 21:24,83,"27""""",0, , , , , 
4/4/22 21:26,83,"19""""",0, , , , , 
4/4/22 21:28,83,"35""""",0, , , , , 
4/4/22 21:30,83,"19""""",0, , , , , 
4/4/22 21:32,83,"19""""",0, , , , , 
4/4/22 21:34,83,"19""""",0, , , , , 
4/4/22 21:36,83,"12""""",0, , , , , 
4/4/22 21:38,82,"88""""",0, , , , , 
4/4/22 21:40,83,"04""""",0, , , , , 
4/4/22 21:42,82,"96""""",0, , , , , 
4/4/22 21:44,83,"12""""",0, , , , , 
4/4/22 21:46,82,"96""""",0, , , , , 
4/4/22 21:48,83,"12""""",0, , , , , 
4/4/22 21:50,83,"12""""",0, , , , , 
4/4/22 21:52,83,"12""""",0, , , , , 
4/4/22 21:54,83,"19""""",0, , , , , 
4/4/22 21:56,83,"27""""",0, , , , , 
4/4/22 21:58,83,"19""""",0, , , , , 
4/4/22 22:00,83,"12""""",0, , , , , 
4/4/22 22:02,82,"96""""",0, , , , , 
4/4/22 22:04,83,"12""""",0, , , , , 
4/4/22 22:06,83,"19""""",0, , , , , 
4/4/22 22:08,83,"04""""",0, , , , , 
4/4/22 22:10,82,"96""""",0, , , , , 
4/4/22 22:12,83,"12""""",0, , , , , 
4/4/22 22:14,82,"88""""",0, , , , , 
4/4/22 22:16,82,"88""""",0, , , , , 
4/4/22 22:18,83,"04""""",0, , , , , 
4/4/22 22:20,82,"96""""",0, , , , , 
4/4/22 22:22,82,"81""""",0, , , , , 
4/4/22 22:24,82,"88""""",0, , , , , 
4/4/22 22:26,83,"04""""",0, , , , , 
4/4/22 22:28,83,"12""""",0, , , , , 
4/4/22 22:30,82,"88""""",0, , , , , 
4/4/22 22:32,82,"88""""",0, , , , , 
4/4/22 22:34,82,"96""""",0, , , , , 
4/4/22 22:36,83,"04""""",0, , , , , 
4/4/22 22:38,83,"04""""",0, , , , , 
4/4/22 22:40,83,"12""""",0, , , , , 
4/4/22 22:42,82,"73""""",0, , , , , 
4/4/22 22:44,82,"65""""",0, , , , , 
4/4/22 22:46,82,"73""""",0, , , , , 
4/4/22 22:48,82,"73""""",0, , , , , 
4/4/22 22:50,82,"57""""",0, , , , , 
4/4/22 22:52,82,"73""""",0, , , , , 
4/4/22 22:54,82,"65""""",0, , , , , 
4/4/22 22:56,82,"81""""",0, , , , , 
4/4/22 22:58,82,"65""""",0, , , , , 
4/4/22 23:00,82,"73""""",0, , , , , 
4/4/22 23:02,82,"65""""",0, , , , , 
4/4/22 23:04,82,"88""""",0, , , , , 
4/4/22 23:06,83,"12""""",0, , , , , 
4/4/22 23:08,82,"42""""",0, , , , , 
4/4/22 23:10,82,"65""""",0, , , , , 
4/4/22 23:12,82,"88""""",0, , , , , 
4/4/22 23:14,82,"73""""",0, , , , , 
4/4/22 23:16,82,"65""""",0, , , , , 
4/4/22 23:18,82,"50""""",0, , , , , 
4/4/22 23:20,82,"65""""",0, , , , , 
4/4/22 23:22,82,"73""""",0, , , , , 
4/4/22 23:24,82,"88""""",0, , , , , 
4/4/22 23:26,83,"04""""",0, , , , , 
4/4/22 23:28,83,"04""""",0, , , , , 
4/4/22 23:30,82,"88""""",0, , , , , 
4/4/22 23:32,83,"04""""",0, , , , , 
4/4/22 23:34,83,"04""""",0, , , , , 
4/4/22 23:36,83,"27""""",0, , , , , 
4/4/22 23:38,83,"27""""",0, , , , , 
4/4/22 23:40,83,"19""""",0, , , , , 
4/4/22 23:42,83,"19""""",0, , , , , 
4/4/22 23:44,83,"19""""",0, , , , , 
4/4/22 23:46,83,"19""""",0, , , , , 
4/4/22 23:48,83,"19""""",0, , , , , 
4/4/22 23:50,83,"27""""",0, , , , , 
4/4/22 23:52,82,"88""""",0, , , , , 
4/4/22 23:54,82,"88""""",0, , , , , 
4/4/22 23:56,82,"73""""",0, , , , , 
4/4/22 23:58,82,"81""""",0, , , , , 
4/5/22 00:00,82,"88""""",0, , , , , 
4/5/22 00:02,82,"81""""",0, , , , , 
4/5/22 00:04,82,"65""""",0, , , , , 
4/5/22 00:06,82,"81""""",0, , , , , 
4/5/22 00:08,82,"57""""",0, , , , , 
4/5/22 00:10,82,"65""""",0, , , , , 
4/5/22 00:12,82,"73""""",0, , , , , 
4/5/22 00:14,82,"65""""",0, , , , , 
4/5/22 00:16,82,"65""""",0, , , , , 
4/5/22 00:18,82,"50""""",0, , , , , 
4/5/22 00:20,82,"57""""",0, , , , , 
4/5/22 00:22,82,"57""""",0, , , , , 
4/5/22 00:24,82,"65""""",0, , , , , 
4/5/22 00:26,82,"73""""",0, , , , , 
4/5/22 00:28,82,"65""""",0, , , , , 
4/5/22 00:30,82,"73""""",0, , , , , 
4/5/22 00:32,82,"81""""",0, , , , , 
4/5/22 00:34,82,"73""""",0, , , , , 
4/5/22 00:36,82,"81""""",0, , , , , 
4/5/22 00:38,82,"81""""",0, , , , , 
4/5/22 00:40,82,"73""""",0, , , , , 
4/5/22 00:42,82,"65""""",0, , , , , 
4/5/22 00:44,82,"73""""",0, , , , , 
4/5/22 00:46,82,"65""""",0, , , , , 
4/5/22 00:48,82,"65""""",0, , , , , 
4/5/22 00:50,82,"50""""",0, , , , , 
4/5/22 00:52,82,"57""""",0, , , , , 
4/5/22 00:54,82,"42""""",0, , , , , 
4/5/22 00:56,82,"50""""",0, , , , , 
4/5/22 00:58,82,"57""""",0, , , , , 
4/5/22 01:00,82,"57""""",0, , , , , 
4/5/22 01:02,82,"57""""",0, , , , , 
4/5/22 01:04,82,"57""""",0, , , , , 
4/5/22 01:06,82,"65""""",0, , , , , 
4/5/22 01:08,82,"65""""",0, , , , , 
4/5/22 01:10,82,"42""""",0, , , , , 
4/5/22 01:12,82,"57""""",0, , , , , 
4/5/22 01:14,82,"42""""",0, , , , , 
4/5/22 01:16,82,"34""""",0, , , , , 
4/5/22 01:18,82,"19""""",0, , , , , 
4/5/22 01:20,82,"27""""",0, , , , , 
4/5/22 01:22,82,"27""""",0, , , , , 
4/5/22 01:24,82,"34""""",0, , , , , 
4/5/22 01:26,82,"27""""",0, , , , , 
4/5/22 01:28,82,"42""""",0, , , , , 
4/5/22 01:30,82,"50""""",0, , , , , 
4/5/22 01:32,82,"42""""",0, , , , , 
4/5/22 01:34,82,"50""""",0, , , , , 
4/5/22 01:36,82,"42""""",0, , , , , 
4/5/22 01:38,82,"42""""",0, , , , , 
4/5/22 01:40,82,"42""""",0, , , , , 
4/5/22 01:42,82,"42""""",0, , , , , 
4/5/22 01:44,82,"57""""",0, , , , , 
4/5/22 01:46,82,"50""""",0, , , , , 
4/5/22 01:48,82,"65""""",0, , , , , 
4/5/22 01:50,82,"65""""",0, , , , , 
4/5/22 01:52,82,"57""""",0, , , , , 
4/5/22 01:54,82,"50""""",0, , , , , 
4/5/22 01:56,82,"57""""",0, , , , , 
4/5/22 01:58,82,"57""""",0, , , , , 
4/5/22 02:00,82,"65""""",0, , , , , 
4/5/22 02:02,82,"50""""",0, , , , , 
4/5/22 02:04,82,"42""""",0, , , , , 
4/5/22 02:06,82,"42""""",0, , , , , 
4/5/22 02:08,82,"42""""",0, , , , , 
4/5/22 02:10,82,"50""""",0, , , , , 
4/5/22 02:12,82,"42""""",0, , , , , 
4/5/22 02:14,82,"42""""",0, , , , , 
4/5/22 02:16,82,"50""""",0, , , , , 
4/5/22 02:18,82,"42""""",0, , , , , 
4/5/22 02:20,82,"34""""",0, , , , , 
4/5/22 02:22,82,"42""""",0, , , , , 
4/5/22 02:24,82,"42""""",0, , , , , 
4/5/22 02:26,82,"34""""",0, , , , , 
4/5/22 02:28,82,"34""""",0, , , , , 
4/5/22 02:30,82,"42""""",0, , , , , 
4/5/22 02:32,82,"34""""",0, , , , , 
4/5/22 02:34,82,"50""""",0, , , , , 
4/5/22 02:36,82,"42""""",0, , , , , 
4/5/22 02:38,82,"34""""",0, , , , , 
4/5/22 02:40,82,"34""""",0, , , , , 
4/5/22 02:42,82,"27""""",0, , , , , 
4/5/22 02:44,82,"34""""",0, , , , , 
4/5/22 02:46,82,"34""""",0, , , , , 
4/5/22 02:48,82,"34""""",0, , , , , 
4/5/22 02:50,82,"42""""",0, , , , , 
4/5/22 02:52,82,"42""""",0, , , , , 
4/5/22 02:54,82,"42""""",0, , , , , 
4/5/22 02:56,82,"27""""",0, , , , , 
4/5/22 02:58,82,"34""""",0, , , , , 
4/5/22 03:00,82,"34""""",0, , , , , 
4/5/22 03:02,82,"34""""",0, , , , , 
4/5/22 03:04,82,"34""""",0, , , , , 
4/5/22 03:06,82,"42""""",0, , , , , 
4/5/22 03:08,82,"42""""",0, , , , , 
4/5/22 03:10,82,"34""""",0, , , , , 
4/5/22 03:12,82,"27""""",0, , , , , 
4/5/22 03:14,82,"19""""",0, , , , , 
4/5/22 03:16,82,"11""""",0, , , , , 
4/5/22 03:18,82,"19""""",0, , , , , 
4/5/22 03:20,82,"19""""",0, , , , , 
4/5/22 03:22,82,"19""""",0, , , , , 
4/5/22 03:24,82,"19""""",0, , , , , 
4/5/22 03:26,82,"19""""",0, , , , , 
4/5/22 03:28,82,"19""""",0, , , , , 
4/5/22 03:30,82,"19""""",0, , , , , 
4/5/22 03:32,82,"03""""",0, , , , , 
4/5/22 03:34,82,"19""""",0, , , , , 
4/5/22 03:36,82,"19""""",0, , , , , 
4/5/22 03:38,82,"11""""",0, , , , , 
4/5/22 03:40,82,"11""""",0, , , , , 
4/5/22 03:42,82,"11""""",0, , , , , 
4/5/22 03:44,82,"11""""",0, , , , , 
4/5/22 03:46,82,"11""""",0, , , , , 
4/5/22 03:48,82,"11""""",0, , , , , 
4/5/22 03:50,82,"11""""",0, , , , , 
4/5/22 03:52,82,"19""""",0, , , , , 
4/5/22 03:54,82,"19""""",0, , , , , 
4/5/22 03:56,82,"19""""",0, , , , , 
4/5/22 03:58,82,"03""""",0, , , , , 
4/5/22 04:00,81,"96""""",0, , , , , 
4/5/22 04:02,82,"03""""",0, , , , , 
4/5/22 04:04,82,"19""""",0, , , , , 
4/5/22 04:06,82,"19""""",0, , , , , 
4/5/22 04:08,82,"19""""",0, , , , , 
4/5/22 04:10,82,"03""""",0, , , , , 
4/5/22 04:12,81,"96""""",0, , , , , 
4/5/22 04:14,82,"11""""",0, , , , , 
4/5/22 04:16,82,"11""""",0, , , , , 
4/5/22 04:18,82,"03""""",0, , , , , 
4/5/22 04:20,82,"11""""",0, , , , , 
4/5/22 04:22,82,"11""""",0, , , , , 
4/5/22 04:24,81,"96""""",0, , , , , 
4/5/22 04:26,81,"88""""",0, , , , , 
4/5/22 04:28,81,"73""""",0, , , , , 
4/5/22 04:30,81,"80""""",0, , , , , 
4/5/22 04:32,81,"80""""",0, , , , , 
4/5/22 04:34,81,"96""""",0, , , , , 
4/5/22 04:36,81,"80""""",0, , , , , 
4/5/22 04:38,81,"96""""",0, , , , , 
4/5/22 04:40,81,"96""""",0, , , , , 
4/5/22 04:42,81,"80""""",0, , , , , 
4/5/22 04:44,81,"80""""",0, , , , , 
