#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
13970,03/18/2023 00:14:00,28.95,0.00,,,,,
13971,03/18/2023 00:16:00,28.95,0.00,,,,,
13972,03/18/2023 00:18:00,28.87,0.00,,,,,
13973,03/18/2023 00:20:00,28.91,0.00,,,,,
13974,03/18/2023 00:22:00,28.91,0.00,,,,,
13975,03/18/2023 00:24:00,28.91,0.00,,,,,
13976,03/18/2023 00:26:00,28.91,0.00,,,,,
13977,03/18/2023 00:28:00,28.87,0.00,,,,,
13978,03/18/2023 00:30:00,28.87,0.00,,,,,
13979,03/18/2023 00:32:00,28.87,0.00,,,,,
13980,03/18/2023 00:34:00,28.91,0.00,,,,,
13981,03/18/2023 00:36:00,28.87,0.00,,,,,
13982,03/18/2023 00:38:00,28.87,0.00,,,,,
13983,03/18/2023 00:40:00,28.83,0.00,,,,,
13984,03/18/2023 00:42:00,28.83,0.00,,,,,
13985,03/18/2023 00:44:00,28.87,0.00,,,,,
13986,03/18/2023 00:46:00,28.83,0.00,,,,,
13987,03/18/2023 00:48:00,28.83,0.00,,,,,
13988,03/18/2023 00:50:00,28.83,0.00,,,,,
13989,03/18/2023 00:52:00,28.78,0.00,,,,,
13990,03/18/2023 00:54:00,28.74,0.00,,,,,
13991,03/18/2023 00:56:00,28.78,0.00,,,,,
13992,03/18/2023 00:58:00,28.83,0.00,,,,,
13993,03/18/2023 01:00:00,28.74,0.00,,,,,
13994,03/18/2023 01:02:00,28.83,0.00,,,,,
13995,03/18/2023 01:04:00,28.78,0.00,,,,,
13996,03/18/2023 01:06:00,28.74,0.00,,,,,
13997,03/18/2023 01:08:00,28.70,0.00,,,,,
13998,03/18/2023 01:10:00,28.70,0.00,,,,,
13999,03/18/2023 01:12:00,28.74,0.00,,,,,
14000,03/18/2023 01:14:00,28.74,0.00,,,,,
14001,03/18/2023 01:16:00,28.70,0.00,,,,,
14002,03/18/2023 01:18:00,28.70,0.00,,,,,
14003,03/18/2023 01:20:00,28.74,0.00,,,,,
14004,03/18/2023 01:22:00,28.70,0.00,,,,,
14005,03/18/2023 01:24:00,28.70,0.00,,,,,
14006,03/18/2023 01:26:00,28.74,0.00,,,,,
14007,03/18/2023 01:28:00,28.65,0.00,,,,,
14008,03/18/2023 01:30:00,28.65,0.00,,,,,
14009,03/18/2023 01:32:00,28.57,0.00,,,,,
14010,03/18/2023 01:34:00,28.65,0.00,,,,,
14011,03/18/2023 01:36:00,28.65,0.00,,,,,
14012,03/18/2023 01:38:00,28.61,0.00,,,,,
14013,03/18/2023 01:40:00,28.57,0.00,,,,,
14014,03/18/2023 01:42:00,28.61,0.00,,,,,
14015,03/18/2023 01:44:00,28.57,0.00,,,,,
14016,03/18/2023 01:46:00,28.57,0.00,,,,,
14017,03/18/2023 01:48:00,28.53,0.00,,,,,
14018,03/18/2023 01:50:00,28.57,0.00,,,,,
14019,03/18/2023 01:52:00,28.57,0.00,,,,,
14020,03/18/2023 01:54:00,28.57,0.00,,,,,
14021,03/18/2023 01:56:00,28.53,0.00,,,,,
14022,03/18/2023 01:58:00,28.53,0.00,,,,,
14023,03/18/2023 02:00:00,28.48,0.00,,,,,
14024,03/18/2023 02:02:00,28.48,0.00,,,,,
14025,03/18/2023 02:04:00,28.48,0.00,,,,,
14026,03/18/2023 02:06:00,28.53,0.00,,,,,
14027,03/18/2023 02:08:00,28.44,0.00,,,,,
14028,03/18/2023 02:10:00,28.44,0.00,,,,,
14029,03/18/2023 02:12:00,28.48,0.00,,,,,
14030,03/18/2023 02:14:00,28.48,0.00,,,,,
14031,03/18/2023 02:16:00,28.44,0.00,,,,,
14032,03/18/2023 02:18:00,28.48,0.00,,,,,
14033,03/18/2023 02:20:00,28.44,0.00,,,,,
14034,03/18/2023 02:22:00,28.40,0.00,,,,,
14035,03/18/2023 02:24:00,28.40,0.00,,,,,
14036,03/18/2023 02:26:00,28.40,0.00,,,,,
14037,03/18/2023 02:28:00,28.40,0.00,,,,,
14038,03/18/2023 02:30:00,28.40,0.00,,,,,
14039,03/18/2023 02:32:00,28.44,0.00,,,,,
14040,03/18/2023 02:34:00,28.40,0.00,,,,,
14041,03/18/2023 02:36:00,28.40,0.00,,,,,
14042,03/18/2023 02:38:00,28.44,0.00,,,,,
14043,03/18/2023 02:40:00,28.40,0.00,,,,,
14044,03/18/2023 02:42:00,28.40,0.00,,,,,
14045,03/18/2023 02:44:00,28.31,0.00,,,,,
14046,03/18/2023 02:46:00,28.31,0.00,,,,,
14047,03/18/2023 02:48:00,28.35,0.00,,,,,
14048,03/18/2023 02:50:00,28.35,0.00,,,,,
14049,03/18/2023 02:52:00,28.31,0.00,,,,,
14050,03/18/2023 02:54:00,28.35,0.00,,,,,
14051,03/18/2023 02:56:00,28.40,0.00,,,,,
14052,03/18/2023 02:58:00,28.31,0.00,,,,,
14053,03/18/2023 03:00:00,28.35,0.00,,,,,
14054,03/18/2023 03:02:00,28.31,0.00,,,,,
14055,03/18/2023 03:04:00,28.31,0.00,,,,,
14056,03/18/2023 03:06:00,28.31,0.00,,,,,
14057,03/18/2023 03:08:00,28.35,0.00,,,,,
14058,03/18/2023 03:10:00,28.35,0.00,,,,,
14059,03/18/2023 03:12:00,28.35,0.00,,,,,
14060,03/18/2023 03:14:00,28.31,0.00,,,,,
14061,03/18/2023 03:16:00,28.31,0.00,,,,,
14062,03/18/2023 03:18:00,28.31,0.00,,,,,
14063,03/18/2023 03:20:00,28.31,0.00,,,,,
14064,03/18/2023 03:22:00,28.35,0.00,,,,,
14065,03/18/2023 03:24:00,28.35,0.00,,,,,
14066,03/18/2023 03:26:00,28.31,0.00,,,,,
14067,03/18/2023 03:28:00,28.31,0.00,,,,,
14068,03/18/2023 03:30:00,28.27,0.00,,,,,
14069,03/18/2023 03:32:00,28.27,0.00,,,,,
14070,03/18/2023 03:34:00,28.23,0.00,,,,,
14071,03/18/2023 03:36:00,28.23,0.00,,,,,
14072,03/18/2023 03:38:00,28.27,0.00,,,,,
14073,03/18/2023 03:40:00,28.27,0.00,,,,,
14074,03/18/2023 03:42:00,28.23,0.00,,,,,
14075,03/18/2023 03:44:00,28.23,0.00,,,,,
14076,03/18/2023 03:46:00,28.23,0.00,,,,,
14077,03/18/2023 03:48:00,28.23,0.00,,,,,
14078,03/18/2023 03:50:00,28.27,0.00,,,,,
14079,03/18/2023 03:52:00,28.27,0.00,,,,,
14080,03/18/2023 03:54:00,28.27,0.00,,,,,
14081,03/18/2023 03:56:00,28.23,0.00,,,,,
14082,03/18/2023 03:58:00,28.27,0.00,,,,,
14083,03/18/2023 04:00:00,28.27,0.00,,,,,
14084,03/18/2023 04:02:00,28.27,0.00,,,,,
14085,03/18/2023 04:04:00,28.23,0.00,,,,,
14086,03/18/2023 04:06:00,28.27,0.00,,,,,
14087,03/18/2023 04:08:00,28.27,0.00,,,,,
14088,03/18/2023 04:10:00,28.27,0.00,,,,,
14089,03/18/2023 04:12:00,28.23,0.00,,,,,
14090,03/18/2023 04:14:00,28.27,0.00,,,,,
14091,03/18/2023 04:16:00,28.27,0.00,,,,,
14092,03/18/2023 04:18:00,28.23,0.00,,,,,
14093,03/18/2023 04:20:00,28.27,0.00,,,,,
14094,03/18/2023 04:22:00,28.27,0.00,,,,,
14095,03/18/2023 04:24:00,28.23,0.00,,,,,
14096,03/18/2023 04:26:00,28.23,0.00,,,,,
14097,03/18/2023 04:28:00,28.23,0.00,,,,,
14098,03/18/2023 04:30:00,28.23,0.00,,,,,
14099,03/18/2023 04:32:00,28.23,0.00,,,,,
14100,03/18/2023 04:34:00,28.27,0.00,,,,,
14101,03/18/2023 04:36:00,28.23,0.00,,,,,
14102,03/18/2023 04:38:00,28.23,0.00,,,,,
14103,03/18/2023 04:40:00,28.23,0.00,,,,,
14104,03/18/2023 04:42:00,28.18,0.00,,,,,
14105,03/18/2023 04:44:00,28.18,0.00,,,,,
14106,03/18/2023 04:46:00,28.18,0.00,,,,,
14107,03/18/2023 04:48:00,28.23,0.00,,,,,
14108,03/18/2023 04:50:00,28.23,0.00,,,,,
14109,03/18/2023 04:52:00,28.23,0.00,,,,,
14110,03/18/2023 04:54:00,28.18,0.00,,,,,
14111,03/18/2023 04:56:00,28.10,0.00,,,,,
14112,03/18/2023 04:58:00,28.18,0.00,,,,,
14113,03/18/2023 05:00:00,28.18,0.00,,,,,
14114,03/18/2023 05:02:00,28.23,0.00,,,,,
14115,03/18/2023 05:04:00,28.18,0.00,,,,,
14116,03/18/2023 05:06:00,28.18,0.00,,,,,
14117,03/18/2023 05:08:00,28.10,0.00,,,,,
14118,03/18/2023 05:10:00,28.14,0.00,,,,,
14119,03/18/2023 05:12:00,28.10,0.00,,,,,
14120,03/18/2023 05:14:00,28.05,0.00,,,,,
14121,03/18/2023 05:16:00,28.05,0.00,,,,,
14122,03/18/2023 05:18:00,28.10,0.00,,,,,
14123,03/18/2023 05:20:00,28.10,0.00,,,,,
14124,03/18/2023 05:22:00,28.18,0.00,,,,,
14125,03/18/2023 05:24:00,28.01,0.00,,,,,
14126,03/18/2023 05:26:00,28.10,0.00,,,,,
14127,03/18/2023 05:28:00,28.14,0.00,,,,,
14128,03/18/2023 05:30:00,28.05,0.00,,,,,
14129,03/18/2023 05:32:00,28.10,0.00,,,,,
14130,03/18/2023 05:34:00,28.10,0.00,,,,,
14131,03/18/2023 05:36:00,28.01,0.00,,,,,
14132,03/18/2023 05:38:00,28.10,0.00,,,,,
14133,03/18/2023 05:40:00,28.05,0.45,,,,,
14134,03/18/2023 05:42:00,28.05,0.45,,,,,
14135,03/18/2023 05:44:00,28.01,0.91,,,,,
14136,03/18/2023 05:46:00,28.05,2.05,,,,,
14137,03/18/2023 05:48:00,28.05,3.64,,,,,
14138,03/18/2023 05:50:00,28.10,5.26,,,,,
14139,03/18/2023 05:52:00,28.18,8.23,,,,,
14140,03/18/2023 05:54:00,28.01,10.99,,,,,
14141,03/18/2023 05:56:00,27.93,14.21,,,,,
14142,03/18/2023 05:58:00,28.01,18.57,,,,,
14143,03/18/2023 06:00:00,27.88,23.15,,,,,
14144,03/18/2023 06:02:00,27.97,26.11,,,,,
14145,03/18/2023 06:04:00,28.14,34.57,,,,,
14146,03/18/2023 06:06:00,28.05,46.28,,,,,
14147,03/18/2023 06:08:00,28.05,65.10,,,,,
14148,03/18/2023 06:10:00,28.05,84.80,,,,,
14149,03/18/2023 06:12:00,28.10,115.12,,,,,
14150,03/18/2023 06:14:00,28.05,144.92,,,,,
14151,03/18/2023 06:16:00,28.10,183.36,,,,,
14152,03/18/2023 06:18:00,28.14,235.84,,,,,
14153,03/18/2023 06:20:00,28.10,258.80,,,,,
14154,03/18/2023 06:22:00,28.14,272.48,,,,,
14155,03/18/2023 06:24:00,28.10,314.64,,,,,
14156,03/18/2023 06:26:00,28.10,373.12,,,,,
14157,03/18/2023 06:28:00,28.10,445.60,,,,,
14158,03/18/2023 06:30:00,28.14,527.52,,,,,
14159,03/18/2023 06:32:00,28.14,579.68,,,,,
14160,03/18/2023 06:34:00,28.14,614.72,,,,,
14161,03/18/2023 06:36:00,28.14,636.16,,,,,
14162,03/18/2023 06:38:00,28.14,681.28,,,,,
14163,03/18/2023 06:40:00,28.14,728.96,,,,,
14164,03/18/2023 06:42:00,28.18,769.92,,,,,
14165,03/18/2023 06:44:00,28.14,823.36,,,,,
14166,03/18/2023 06:46:00,28.14,925.76,,,,,
14167,03/18/2023 06:48:00,26.68,615.20,,,,,
14168,03/18/2023 06:50:00,25.87,1115.52,,,,,
14169,03/18/2023 06:52:00,25.65,1204.80,,,,,
14170,03/18/2023 06:54:00,25.78,1270.40,,,,,
14171,03/18/2023 06:56:00,25.78,1376.64,,,,,
14172,03/18/2023 06:58:00,25.87,1451.52,,,,,
14173,03/18/2023 07:00:00,25.95,1538.56,,,,,
14174,03/18/2023 07:02:00,25.91,1709.44,,,,,
14175,03/18/2023 07:04:00,25.95,1919.36,,,,,
14176,03/18/2023 07:06:00,26.08,2068.48,,,,,
14177,03/18/2023 07:08:00,26.21,2087.04,,,,,
14178,03/18/2023 07:10:00,26.34,2070.40,,,,,
14179,03/18/2023 07:12:00,26.30,2063.36,,,,,
14180,03/18/2023 07:14:00,26.38,2070.40,,,,,
14181,03/18/2023 07:16:00,26.21,2080.00,,,,,
14182,03/18/2023 07:18:00,26.30,2165.12,,,,,
14183,03/18/2023 07:20:00,26.42,2265.60,,,,,
14184,03/18/2023 07:22:00,26.51,2154.24,,,,,
14185,03/18/2023 07:24:00,26.47,2012.16,,,,,
14186,03/18/2023 07:26:00,26.47,2012.16,,,,,
14187,03/18/2023 07:28:00,26.51,2123.52,,,,,
14188,03/18/2023 07:30:00,26.38,2274.56,,,,,
14189,03/18/2023 07:32:00,26.51,2385.92,,,,,
14190,03/18/2023 07:34:00,26.60,2482.56,,,,,
14191,03/18/2023 07:36:00,26.64,2526.08,,,,,
14192,03/18/2023 07:38:00,26.68,2497.28,,,,,
14193,03/18/2023 07:40:00,26.68,2295.04,,,,,
14194,03/18/2023 07:42:00,26.64,2032.00,,,,,
14195,03/18/2023 07:44:00,26.68,1919.36,,,,,
14196,03/18/2023 07:46:00,26.77,1984.64,,,,,
14197,03/18/2023 07:48:00,26.72,2035.84,,,,,
14198,03/18/2023 07:50:00,26.60,1944.96,,,,,
14199,03/18/2023 07:52:00,26.51,1926.40,,,,,
14200,03/18/2023 07:54:00,26.55,1944.96,,,,,
14201,03/18/2023 07:56:00,26.34,1937.28,,,,,
14202,03/18/2023 07:58:00,26.42,1968.64,,,,,
14203,03/18/2023 08:00:00,26.51,2099.84,,,,,
14204,03/18/2023 08:02:00,26.60,2321.92,,,,,
14205,03/18/2023 08:04:00,26.72,2608.64,,,,,
14206,03/18/2023 08:06:00,26.77,3038.72,,,,,
14207,03/18/2023 08:08:00,26.98,3504.64,,,,,
14208,03/18/2023 08:10:00,27.24,3825.92,,,,,
14209,03/18/2023 08:12:00,27.37,4312.32,,,,,
14210,03/18/2023 08:14:00,27.15,3667.20,,,,,
14211,03/18/2023 08:16:00,26.38,1973.76,,,,,
14212,03/18/2023 08:18:00,26.25,4622.08,,,,,
14213,03/18/2023 08:20:00,26.21,6259.20,,,,,
14214,03/18/2023 08:22:00,26.21,7367.68,,,,,
14215,03/18/2023 08:24:00,26.42,6860.80,,,,,
14216,03/18/2023 08:26:00,26.77,5317.12,,,,,
14217,03/18/2023 08:28:00,26.85,3211.52,,,,,
14218,03/18/2023 08:30:00,26.77,3069.44,,,,,
14219,03/18/2023 08:32:00,27.15,9610.24,,,,,
14220,03/18/2023 08:34:00,27.54,7764.48,,,,,
14221,03/18/2023 08:36:00,27.71,11786.24,,,,,
14222,03/18/2023 08:38:00,28.18,6108.16,,,,,
14223,03/18/2023 08:40:00,28.48,6108.16,,,,,
14224,03/18/2023 08:42:00,28.83,6469.12,,,,,
14225,03/18/2023 08:44:00,29.04,6433.28,,,,,
14226,03/18/2023 08:46:00,29.34,6561.28,,,,,
14227,03/18/2023 08:48:00,29.68,7096.32,,,,,
14228,03/18/2023 08:50:00,29.90,6773.76,,,,,
14229,03/18/2023 08:52:00,30.07,6888.96,,,,,
14230,03/18/2023 08:54:00,30.41,17817.60,,,,,
14231,03/18/2023 08:56:00,31.14,18954.24,,,,,
14232,03/18/2023 08:58:00,31.53,16778.24,,,,,
14233,03/18/2023 09:00:00,31.74,16563.20,,,,,
14234,03/18/2023 09:02:00,32.00,16855.04,,,,,
14235,03/18/2023 09:04:00,32.22,17177.60,,,,,
14236,03/18/2023 09:06:00,32.47,18242.56,,,,,
14237,03/18/2023 09:08:00,32.82,19087.36,,,,,
14238,03/18/2023 09:10:00,33.16,18810.88,,,,,
14239,03/18/2023 09:12:00,33.29,18350.08,,,,,
14240,03/18/2023 09:14:00,33.42,19005.44,,,,,
14241,03/18/2023 09:16:00,33.63,18411.52,,,,,
14242,03/18/2023 09:18:00,33.67,18775.04,,,,,
14243,03/18/2023 09:20:00,33.76,15902.72,,,,,
14244,03/18/2023 09:22:00,33.25,9515.52,,,,,
14245,03/18/2023 09:24:00,32.22,11197.44,,,,,
14246,03/18/2023 09:26:00,31.31,9784.32,,,,,
14247,03/18/2023 09:28:00,31.10,12277.76,,,,,
14248,03/18/2023 09:30:00,31.44,17300.48,,,,,
14249,03/18/2023 09:32:00,32.04,17715.20,,,,,
14250,03/18/2023 09:34:00,31.66,11796.48,,,,,
14251,03/18/2023 09:36:00,29.90,12124.16,,,,,
14252,03/18/2023 09:38:00,29.21,10250.24,,,,,
14253,03/18/2023 09:40:00,28.74,11494.40,,,,,
14254,03/18/2023 09:42:00,28.70,12421.12,,,,,
14255,03/18/2023 09:44:00,28.70,12216.32,,,,,
14256,03/18/2023 09:46:00,28.65,11786.24,,,,,
14257,03/18/2023 09:48:00,28.91,11883.52,,,,,
14258,03/18/2023 09:50:00,29.21,12103.68,,,,,
14259,03/18/2023 09:52:00,29.51,11504.64,,,,,
14260,03/18/2023 09:54:00,29.60,11545.60,,,,,
14261,03/18/2023 09:56:00,29.77,11694.08,,,,,
14262,03/18/2023 09:58:00,29.90,11438.08,,,,,
14263,03/18/2023 10:00:00,30.03,11965.44,,,,,
14264,03/18/2023 10:02:00,29.86,11381.76,,,,,
14265,03/18/2023 10:04:00,29.81,12257.28,,,,,
14266,03/18/2023 10:06:00,29.51,12211.20,,,,,
14267,03/18/2023 10:08:00,29.38,12876.80,,,,,
14268,03/18/2023 10:10:00,29.38,12840.96,,,,,
14269,03/18/2023 10:12:00,29.38,13219.84,,,,,
14270,03/18/2023 10:14:00,29.68,12523.52,,,,,
14271,03/18/2023 10:16:00,29.26,12497.92,,,,,
14272,03/18/2023 10:18:00,28.91,12590.08,,,,,
14273,03/18/2023 10:20:00,28.95,17157.12,,,,,
14274,03/18/2023 10:22:00,29.08,14464.00,,,,,
14275,03/18/2023 10:24:00,29.56,17525.76,,,,,
14276,03/18/2023 10:26:00,29.94,18626.56,,,,,
14277,03/18/2023 10:28:00,30.33,19461.12,,,,,
14278,03/18/2023 10:30:00,30.97,19701.76,,,,,
14279,03/18/2023 10:32:00,31.40,19676.16,,,,,
14280,03/18/2023 10:34:00,31.53,19932.16,,,,,
14281,03/18/2023 10:36:00,31.57,20940.80,,,,,
14282,03/18/2023 10:38:00,32.17,22906.88,,,,,
14283,03/18/2023 10:40:00,32.90,25927.68,,,,,
14284,03/18/2023 10:42:00,33.12,26490.88,,,,,
14285,03/18/2023 10:44:00,33.33,28364.80,,,,,
14286,03/18/2023 10:46:00,33.12,28518.40,,,,,
14287,03/18/2023 10:48:00,32.99,29214.72,,,,,
14288,03/18/2023 10:50:00,32.43,29429.76,,,,,
14289,03/18/2023 10:52:00,31.92,29726.72,,,,,
14290,03/18/2023 10:54:00,32.09,29573.12,,,,,
14291,03/18/2023 10:56:00,32.47,26439.68,,,,,
14292,03/18/2023 10:58:00,32.99,23552.00,,,,,
14293,03/18/2023 11:00:00,33.72,23654.40,,,,,
14294,03/18/2023 11:02:00,34.23,25374.72,,,,,
14295,03/18/2023 11:04:00,35.00,27443.20,,,,,
14296,03/18/2023 11:06:00,35.48,28088.32,,,,,
14297,03/18/2023 11:08:00,35.52,31170.56,,,,,
14298,03/18/2023 11:10:00,34.23,32092.16,,,,,
14299,03/18/2023 11:12:00,34.10,33464.32,,,,,
14300,03/18/2023 11:14:00,34.06,32337.92,,,,,
14301,03/18/2023 11:16:00,34.70,31877.12,,,,,
14302,03/18/2023 11:18:00,35.09,29460.48,,,,,
14303,03/18/2023 11:20:00,35.65,29644.80,,,,,
14304,03/18/2023 11:22:00,35.82,30976.00,,,,,
14305,03/18/2023 11:24:00,35.69,31815.68,,,,,
14306,03/18/2023 11:26:00,35.99,30976.00,,,,,
14307,03/18/2023 11:28:00,36.89,29839.36,,,,,
14308,03/18/2023 11:30:00,37.49,32614.40,,,,,
14309,03/18/2023 11:32:00,37.32,31672.32,,,,,
14310,03/18/2023 11:34:00,37.88,31856.64,,,,,
14311,03/18/2023 11:36:00,38.09,32368.64,,,,,
14312,03/18/2023 11:38:00,38.05,31467.52,,,,,
14313,03/18/2023 11:40:00,37.84,29655.04,,,,,
14314,03/18/2023 11:42:00,37.62,28416.00,,,,,
14315,03/18/2023 11:44:00,37.32,26695.68,,,,,
14316,03/18/2023 11:46:00,37.36,23572.48,,,,,
14317,03/18/2023 11:48:00,36.93,22353.92,,,,,
14318,03/18/2023 11:50:00,36.33,18104.32,,,,,
14319,03/18/2023 11:52:00,35.73,16650.24,,,,,
14320,03/18/2023 11:54:00,35.09,15257.60,,,,,
14321,03/18/2023 11:56:00,34.66,15042.56,,,,,
14322,03/18/2023 11:58:00,34.32,14397.44,,,,,
14323,03/18/2023 12:00:00,33.97,15098.88,,,,,
14324,03/18/2023 12:02:00,34.02,16675.84,,,,,
14325,03/18/2023 12:04:00,34.32,18641.92,,,,,
14326,03/18/2023 12:06:00,34.66,20500.48,,,,,
14327,03/18/2023 12:08:00,34.75,20730.88,,,,,
14328,03/18/2023 12:10:00,34.70,20664.32,,,,,
14329,03/18/2023 12:12:00,34.62,21002.24,,,,,
14330,03/18/2023 12:14:00,34.70,21678.08,,,,,
14331,03/18/2023 12:16:00,34.92,23746.56,,,,,
14332,03/18/2023 12:18:00,35.18,23132.16,,,,,
14333,03/18/2023 12:20:00,35.43,23623.68,,,,,
14334,03/18/2023 12:22:00,36.08,26183.68,,,,,
14335,03/18/2023 12:24:00,36.16,26531.84,,,,,
14336,03/18/2023 12:26:00,36.76,28825.60,,,,,
14337,03/18/2023 12:28:00,36.89,26552.32,,,,,
14338,03/18/2023 12:30:00,35.78,5849.60,,,,,
14339,03/18/2023 12:32:00,33.59,5882.88,,,,,
14340,03/18/2023 12:34:00,32.47,5926.40,,,,,
14341,03/18/2023 12:36:00,31.83,6039.04,,,,,
14342,03/18/2023 12:38:00,31.49,6241.28,,,,,
14343,03/18/2023 12:40:00,31.36,6602.24,,,,,
14344,03/18/2023 12:42:00,31.23,6561.28,,,,,
14345,03/18/2023 12:44:00,31.19,6279.68,,,,,
14346,03/18/2023 12:46:00,31.01,6236.16,,,,,
14347,03/18/2023 12:48:00,30.97,5785.60,,,,,
14348,03/18/2023 12:50:00,30.93,5721.60,,,,,
14349,03/18/2023 12:52:00,30.93,6817.28,,,,,
14350,03/18/2023 12:54:00,31.06,7052.80,,,,,
14351,03/18/2023 12:56:00,30.89,5734.40,,,,,
14352,03/18/2023 12:58:00,30.80,5158.40,,,,,
14353,03/18/2023 13:00:00,30.67,5049.60,,,,,
14354,03/18/2023 13:02:00,30.50,5026.56,,,,,
14355,03/18/2023 13:04:00,30.41,4994.56,,,,,
14356,03/18/2023 13:06:00,30.33,4931.84,,,,,
14357,03/18/2023 13:08:00,30.24,4826.88,,,,,
14358,03/18/2023 13:10:00,30.20,4568.32,,,,,
14359,03/18/2023 13:12:00,30.20,4428.80,,,,,
14360,03/18/2023 13:14:00,30.11,4472.32,,,,,
14361,03/18/2023 13:16:00,30.07,4738.56,,,,,
14362,03/18/2023 13:18:00,30.07,4698.88,,,,,
14363,03/18/2023 13:20:00,30.11,4192.00,,,,,
14364,03/18/2023 13:22:00,29.98,3880.96,,,,,
14365,03/18/2023 13:24:00,29.94,3688.96,,,,,
14366,03/18/2023 13:26:00,29.94,3827.20,,,,,
14367,03/18/2023 13:28:00,29.98,3511.04,,,,,
14368,03/18/2023 13:30:00,29.81,3255.04,,,,,
14369,03/18/2023 13:32:00,29.81,3415.04,,,,,
14370,03/18/2023 13:34:00,29.77,3477.76,,,,,
14371,03/18/2023 13:36:00,29.81,3464.96,,,,,
14372,03/18/2023 13:38:00,29.77,3418.88,,,,,
14373,03/18/2023 13:40:00,29.77,3412.48,,,,,
14374,03/18/2023 13:42:00,29.77,3371.52,,,,,
14375,03/18/2023 13:44:00,29.86,3358.72,,,,,
14376,03/18/2023 13:46:00,29.81,3386.88,,,,,
14377,03/18/2023 13:48:00,29.73,3392.00,,,,,
14378,03/18/2023 13:50:00,29.77,3383.04,,,,,
14379,03/18/2023 13:52:00,29.77,3402.24,,,,,
14380,03/18/2023 13:54:00,29.77,3457.28,,,,,
14381,03/18/2023 13:56:00,29.81,3539.20,,,,,
14382,03/18/2023 13:58:00,29.68,3580.16,,,,,
14383,03/18/2023 14:00:00,29.81,3636.48,,,,,
14384,03/18/2023 14:02:00,29.81,3732.48,,,,,
14385,03/18/2023 14:04:00,29.77,3877.12,,,,,
14386,03/18/2023 14:06:00,29.86,3951.36,,,,,
14387,03/18/2023 14:08:00,29.86,4010.24,,,,,
14388,03/18/2023 14:10:00,29.81,4046.08,,,,,
14389,03/18/2023 14:12:00,29.86,4119.04,,,,,
14390,03/18/2023 14:14:00,29.90,4042.24,,,,,
14391,03/18/2023 14:16:00,29.98,4064.00,,,,,
14392,03/18/2023 14:18:00,29.90,3882.24,,,,,
14393,03/18/2023 14:20:00,29.90,4079.36,,,,,
14394,03/18/2023 14:22:00,29.98,4440.32,,,,,
14395,03/18/2023 14:24:00,29.98,4785.92,,,,,
14396,03/18/2023 14:26:00,30.03,4523.52,,,,,
14397,03/18/2023 14:28:00,30.03,4545.28,,,,,
14398,03/18/2023 14:30:00,30.03,4556.80,,,,,
14399,03/18/2023 14:32:00,29.90,4622.08,,,,,
14400,03/18/2023 14:34:00,29.94,4710.40,,,,,
14401,03/18/2023 14:36:00,29.98,4866.56,,,,,
14402,03/18/2023 14:38:00,29.98,4848.64,,,,,
14403,03/18/2023 14:40:00,30.07,4906.24,,,,,
14404,03/18/2023 14:42:00,30.07,5030.40,,,,,
14405,03/18/2023 14:44:00,30.24,4947.20,,,,,
14406,03/18/2023 14:46:00,30.24,4990.72,,,,,
14407,03/18/2023 14:48:00,30.20,5020.16,,,,,
14408,03/18/2023 14:50:00,30.11,5128.96,,,,,
14409,03/18/2023 14:52:00,30.11,5158.40,,,,,
14410,03/18/2023 14:54:00,30.07,4910.08,,,,,
14411,03/18/2023 14:56:00,30.16,4673.28,,,,,
14412,03/18/2023 14:58:00,30.07,4622.08,,,,,
14413,03/18/2023 15:00:00,30.07,4750.08,,,,,
14414,03/18/2023 15:02:00,30.03,4990.72,,,,,
14415,03/18/2023 15:04:00,30.03,5154.56,,,,,
14416,03/18/2023 15:06:00,30.07,5381.12,,,,,
14417,03/18/2023 15:08:00,30.20,5660.16,,,,,
14418,03/18/2023 15:10:00,30.24,5726.72,,,,,
14419,03/18/2023 15:12:00,30.24,5752.32,,,,,
14420,03/18/2023 15:14:00,30.28,5780.48,,,,,
14421,03/18/2023 15:16:00,30.24,5841.92,,,,,
14422,03/18/2023 15:18:00,30.33,6018.56,,,,,
14423,03/18/2023 15:20:00,30.37,6210.56,,,,,
14424,03/18/2023 15:22:00,30.46,6228.48,,,,,
14425,03/18/2023 15:24:00,30.46,6174.72,,,,,
14426,03/18/2023 15:26:00,30.50,6046.72,,,,,
14427,03/18/2023 15:28:00,30.50,6128.64,,,,,
14428,03/18/2023 15:30:00,30.63,6208.00,,,,,
14429,03/18/2023 15:32:00,30.63,5857.28,,,,,
14430,03/18/2023 15:34:00,30.50,5547.52,,,,,
14431,03/18/2023 15:36:00,30.46,5278.72,,,,,
14432,03/18/2023 15:38:00,30.46,5034.24,,,,,
14433,03/18/2023 15:40:00,30.46,4785.92,,,,,
14434,03/18/2023 15:42:00,30.41,4501.76,,,,,
14435,03/18/2023 15:44:00,30.37,4345.60,,,,,
14436,03/18/2023 15:46:00,30.33,4199.68,,,,,
14437,03/18/2023 15:48:00,30.24,3998.72,,,,,
14438,03/18/2023 15:50:00,30.24,3747.84,,,,,
14439,03/18/2023 15:52:00,30.11,3459.84,,,,,
