DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),ODO (% Sat),ODO (mg/L),pH,pH (mV),Turbidity (FNU),TSS (mg/L),Temp (°C),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),Pressure (psi a),Depth (m),Vertical Position (m)
3/30/2022,1:21:02 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,101.2,6.45,7.97,-74.2,0.38,0,28.9,56190.8,52253.6,34.29,51822.6,33965,17.8,21.5,21.6,0.458,0.315,0.275
3/30/2022,1:21:03 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.3,6.45,7.97,-74.2,0.37,0,28.9,56192,52253.3,34.29,51822.1,33965,17.8,21.5,21.6,0.456,0.314,0.351
3/30/2022,1:21:04 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.3,6.45,7.97,-74.3,0.37,0,28.9,56192.9,52253,34.29,51821.6,33964,17.8,21.5,21.6,0.455,0.313,0.336
3/30/2022,1:21:05 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.3,6.45,7.97,-74.3,0.37,0,28.9,56192.6,52251.5,34.29,51820,33963,17.8,21.5,21.6,0.459,0.316,0.358
3/30/2022,1:21:06 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.4,6.46,7.97,-74.3,0.4,0,29,56194.7,52251.8,34.29,51820.1,33964,17.8,21.5,21.6,0.5,0.344,0.603
3/30/2022,1:21:07 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.4,6.46,7.97,-74.4,0.39,0,29,56195,52250.3,34.29,51818.4,33963,17.8,21.5,21.5,0.544,0.375,0.617
3/30/2022,1:21:08 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.5,6.46,7.97,-74.4,0.38,0,29,56195.6,52250,34.29,51818,33963,17.8,21.5,21.5,0.592,0.408,0.747
3/30/2022,1:21:09 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.5,6.47,7.97,-74.5,0.38,0,29,56195.8,52249,34.28,51816.8,33962,17.8,21.5,21.5,0.699,0.481,0.884
3/30/2022,1:21:10 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,101.6,6.47,7.97,-74.5,0.4,0,29,56197.6,52249.7,34.29,51817.4,33962,17.8,21.5,21.5,0.81,0.557,0.914
3/30/2022,1:21:11 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.47,7.97,-74.5,0.4,0,29,56197.7,52249.5,34.29,51817.1,33962,17.8,21.5,21.6,0.894,0.615,1.014
3/30/2022,1:21:12 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.48,7.97,-74.6,0.4,0,29,56197.5,52249.5,34.29,51817.2,33962,17.8,21.5,21.6,1.038,0.714,1.077
3/30/2022,1:21:13 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.48,7.97,-74.6,0.4,0,29,56197.2,52249.4,34.29,51817.2,33962,17.8,21.5,21.6,1.15,0.792,1.121
3/30/2022,1:21:14 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,101.7,6.48,7.97,-74.6,0.41,0,29,56196.8,52249.4,34.29,51817.2,33962,17.8,21.5,21.6,1.247,0.859,1.128
3/30/2022,1:21:15 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.48,7.97,-74.6,0.41,0,29,56197.3,52250.9,34.29,51818.7,33963,17.8,21.5,21.6,1.387,0.954,1.121
3/30/2022,1:21:16 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.48,7.97,-74.6,0.42,0,29,56196.5,52251.1,34.29,51819.1,33963,17.8,21.5,21.6,1.464,1.008,1.164
3/30/2022,1:21:17 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.7,6.48,7.97,-74.6,0.41,0,29,56196.2,52251.7,34.29,51819.9,33964,17.8,21.5,21.6,1.531,1.054,1.193
3/30/2022,1:21:18 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.6,6.47,7.97,-74.7,0.42,0,29,56195.4,52251.9,34.29,51820.1,33964,17.8,21.5,21.6,1.563,1.076,0.951
3/30/2022,1:21:19 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.6,6.47,7.97,-74.7,0.42,0,29,56193.7,52251.4,34.29,51819.8,33963,17.8,21.5,21.6,1.55,1.067,0.823
3/30/2022,1:21:20 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,101.6,6.47,7.97,-74.7,0.41,0,28.9,56191.7,52250.9,34.29,51819.5,33963,17.8,21.5,21.6,1.561,1.074,0.942
3/30/2022,1:21:21 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,101.4,6.46,7.97,-74.7,0.41,0,28.9,56188.1,52251.7,34.29,51820.7,33964,17.8,21.6,21.6,1.529,1.052,0.88
3/30/2022,1:21:22 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.6,101.3,6.45,7.97,-74.6,0.41,0,28.9,56184.9,52251.7,34.29,51821,33964,17.8,21.6,21.6,1.497,1.031,0.94
3/30/2022,1:21:23 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,101.2,6.45,7.97,-74.6,0.4,0,28.9,56182.4,52252.4,34.29,51822.2,33964,17.8,21.6,21.6,1.482,1.02,0.998
3/30/2022,1:21:24 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,101,6.43,7.97,-74.6,0.4,0,28.9,56176.2,52252.3,34.29,51822.7,33964,17.8,21.6,21.6,1.475,1.015,1.093
3/30/2022,1:21:25 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,100.8,6.42,7.97,-74.6,0.39,0,28.9,56171.6,52252.8,34.29,51823.9,33964,17.8,21.6,21.6,1.485,1.022,1.179
3/30/2022,1:21:26 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,100.6,6.41,7.97,-74.6,0.38,0,28.9,56168.4,52252.5,34.29,51823.9,33964,17.8,21.6,21.6,1.499,1.032,1.278
3/30/2022,1:21:27 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.4,6.4,7.97,-74.6,0.39,0,28.9,56164.5,52253.5,34.29,51825.4,33965,17.8,21.6,21.6,1.522,1.048,1.311
3/30/2022,1:21:28 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.2,6.39,7.97,-74.6,0.4,0,28.9,56162.7,52255.2,34.29,51827.5,33966,17.8,21.6,21.6,1.593,1.096,1.395
3/30/2022,1:21:29 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,100.1,6.38,7.97,-74.6,0.4,0,28.9,56161,52256.3,34.29,51829,33967,17.8,21.6,21.6,1.671,1.15,1.459
3/30/2022,1:21:30 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,99.9,6.37,7.97,-74.6,0.39,0,28.9,56158.7,52255.7,34.29,51828.6,33966,17.8,21.6,21.6,1.794,1.235,1.553
3/30/2022,1:21:31 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.6,99.8,6.36,7.97,-74.6,0.4,0,28.9,56156,52254.9,34.29,51828,33966,17.8,21.6,21.6,1.907,1.312,1.639
3/30/2022,1:21:32 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91377 °,758.6,99.7,6.35,7.97,-74.6,0.4,0,28.9,56154.1,52256.6,34.29,51830.1,33967,17.8,21.6,21.6,1.985,1.366,1.646
3/30/2022,1:21:33 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,99.4,6.34,7.97,-74.5,0.41,0,28.9,56144.4,52255.5,34.29,51830,33966,17.8,21.6,21.6,2.107,1.45,1.745
3/30/2022,1:21:34 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,99.1,6.32,7.97,-74.5,0.41,0,28.9,56135.8,52258.2,34.29,51834.1,33968,17.8,21.6,21.6,2.223,1.53,1.775
3/30/2022,1:21:35 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,98.9,6.3,7.97,-74.5,0.41,0,28.9,56130.3,52260.1,34.3,51836.7,33969,17.8,21.6,21.6,2.28,1.569,1.714
3/30/2022,1:21:36 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.4,98.4,6.27,7.97,-74.4,0.42,0,28.9,56122.5,52264.1,34.3,51842.1,33972,17.8,21.6,21.6,2.303,1.585,1.436
3/30/2022,1:21:37 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,98,6.25,7.97,-74.4,0.4,0,28.9,56118.6,52265.1,34.3,51843.6,33972,17.8,21.6,21.6,2.319,1.596,1.429
3/30/2022,1:21:38 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,97.8,6.24,7.97,-74.4,0.38,0,28.9,56116.7,52264.9,34.3,51843.7,33972,17.8,21.6,21.6,2.335,1.607,1.513
3/30/2022,1:21:39 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,97.6,6.22,7.97,-74.4,0.39,0,28.9,56115.3,52264.4,34.3,51843.3,33972,17.8,21.6,21.6,2.34,1.611,1.523
3/30/2022,1:21:40 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,97.5,6.22,7.97,-74.4,0.38,0,28.9,56115.1,52264.6,34.3,51843.5,33972,17.8,21.6,21.6,2.331,1.604,1.509
3/30/2022,1:21:41 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.4,97.4,6.21,7.97,-74.4,0.38,0,28.9,56115.6,52264,34.3,51842.8,33972,17.8,21.6,21.6,2.318,1.596,1.527
3/30/2022,1:22:21 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.6,1.94,0,28.9,56206.5,52304.6,34.33,51877.6,33998,17.8,21.6,21.6,0.016,0.011,0.019
3/30/2022,1:22:22 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91379 °,758.5,100.5,6.4,7.99,-75.6,1.94,0,28.9,56205.7,52294.4,34.32,51866.3,33991,17.8,21.6,21.6,0.016,0.011,0.005
3/30/2022,1:22:23 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.6,1.96,0,28.9,56207.3,52289,34.32,51860.2,33988,17.8,21.6,21.6,0.011,0.007,-0.02
3/30/2022,1:22:24 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.6,1.01,0,28.9,56208.9,52282.2,34.31,51852.3,33983,17.8,21.6,21.6,0.016,0.011,0.024
3/30/2022,1:22:25 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.6,0.6,0,28.9,56209.2,52270.5,34.3,51839.3,33976,17.8,21.6,21.6,0.022,0.015,0.049
3/30/2022,1:22:26 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.6,0.4,0,29,56209.6,52257,34.29,51824.2,33967,17.8,21.5,21.5,0.038,0.026,0.13
3/30/2022,1:22:27 PM,Cabral,PitProfile_1PM,-17.51658 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.6,0.39,0,29,56208.4,52255.1,34.29,51822.2,33966,17.8,21.5,21.5,0.061,0.042,0.192
3/30/2022,1:22:28 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.7,0.4,0,29,56208.9,52256.2,34.29,51823.4,33967,17.8,21.5,21.5,0.109,0.075,0.249
3/30/2022,1:22:29 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.7,0.4,0,29,56208.5,52257.1,34.29,51824.4,33967,17.8,21.5,21.5,0.149,0.102,0.267
3/30/2022,1:22:30 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.42,7.99,-75.7,0.4,0,29,56208.1,52257.7,34.29,51825.1,33968,17.8,21.5,21.5,0.188,0.129,0.27
3/30/2022,1:22:31 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.7,0.4,0,29,56206.7,52258.8,34.29,51826.5,33968,17.8,21.5,21.5,0.224,0.154,0.282
3/30/2022,1:22:32 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.6,0.41,0,29,56205.9,52260.4,34.29,51828.4,33969,17.8,21.5,21.5,0.282,0.194,0.312
3/30/2022,1:22:33 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.7,6.41,7.99,-75.6,0.39,0,28.9,56202.6,52260,34.29,51828.3,33969,17.8,21.5,21.5,0.332,0.229,0.342
3/30/2022,1:22:34 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.6,0.41,0,28.9,56199,52259.1,34.29,51827.8,33968,17.8,21.5,21.6,0.385,0.265,0.364
3/30/2022,1:22:35 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.6,0.42,0,28.9,56195.9,52259.1,34.29,51828.1,33968,17.8,21.6,21.6,0.427,0.294,0.367
3/30/2022,1:22:36 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.6,6.4,7.99,-75.6,0.42,0,28.9,56193.6,52259,34.29,51828.2,33968,17.8,21.6,21.6,0.463,0.318,0.419
3/30/2022,1:22:37 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.6,0.4,0,28.9,56191.7,52258.9,34.29,51828.3,33968,17.8,21.6,21.6,0.504,0.347,0.482
3/30/2022,1:22:38 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.4,100.5,6.4,7.99,-75.6,0.41,0,28.9,56189.2,52257.9,34.29,51827.6,33968,17.8,21.6,21.6,0.54,0.372,0.489
3/30/2022,1:22:39 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.6,0.4,0,28.9,56186.5,52256.8,34.29,51826.6,33967,17.8,21.6,21.6,0.568,0.391,0.465
3/30/2022,1:22:40 PM,Cabral,PitProfile_1PM,-17.51659 °,-149.91377 °,758.5,100.4,6.4,7.99,-75.6,0.4,0,28.9,56185.3,52256.4,34.29,51826.3,33967,17.8,21.6,21.6,0.6,0.413,0.453
3/30/2022,1:22:41 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.4,6.4,7.99,-75.6,0.37,0,28.9,56184.3,52254.9,34.29,51824.8,33966,17.8,21.6,21.6,0.626,0.431,0.477
3/30/2022,1:22:42 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.4,6.4,7.99,-75.6,0.37,0,28.9,56183.7,52253.7,34.29,51823.5,33965,17.8,21.6,21.6,0.651,0.448,0.495
3/30/2022,1:22:43 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.7,0.38,0,28.9,56184.9,52254.1,34.29,51823.8,33965,17.8,21.6,21.6,0.67,0.461,0.495
3/30/2022,1:22:44 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.7,0.37,0,28.9,56185.7,52254,34.29,51823.6,33965,17.8,21.6,21.6,0.694,0.477,0.519
3/30/2022,1:22:45 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.7,0.37,0,28.9,56186.3,52253.7,34.29,51823.2,33965,17.8,21.6,21.6,0.726,0.5,0.576
3/30/2022,1:22:46 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.5,6.4,7.99,-75.7,0.36,0,28.9,56186.6,52253,34.29,51822.4,33964,17.8,21.6,21.6,0.746,0.514,0.575
3/30/2022,1:22:47 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.7,0.38,0,28.9,56187.8,52253.4,34.29,51822.7,33965,17.8,21.6,21.6,0.757,0.521,0.558
3/30/2022,1:22:48 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.7,0.38,0,28.9,56189.2,52254,34.29,51823.1,33965,17.8,21.6,21.6,0.77,0.53,0.582
3/30/2022,1:22:49 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91377 °,758.5,100.6,6.41,7.99,-75.7,0.39,0,28.9,56189.9,52253.9,34.29,51822.9,33965,17.8,21.6,21.6,0.797,0.549,0.647
3/30/2022,1:22:50 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.38,0,28.9,56190.5,52253.6,34.29,51822.6,33965,17.8,21.6,21.6,0.828,0.57,0.672
3/30/2022,1:22:51 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.38,0,28.9,56191.1,52254.3,34.29,51823.2,33965,17.8,21.6,21.6,0.859,0.591,0.684
3/30/2022,1:22:52 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.4,100.7,6.41,7.99,-75.8,0.4,0,28.9,56190.8,52254,34.29,51823,33965,17.8,21.6,21.6,0.897,0.617,0.703
3/30/2022,1:22:53 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.39,0,28.9,56190.4,52254.4,34.29,51823.5,33965,17.8,21.6,21.6,0.924,0.636,0.71
3/30/2022,1:22:54 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.39,0,28.9,56189.6,52254.7,34.29,51823.9,33966,17.8,21.6,21.6,0.947,0.651,0.707
3/30/2022,1:22:55 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.38,0,28.9,56188.9,52254.8,34.29,51824.1,33966,17.8,21.6,21.6,0.966,0.665,0.717
3/30/2022,1:22:56 PM,Cabral,PitProfile_1PM,-17.51660 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.39,0,28.9,56188.8,52255.1,34.29,51824.5,33966,17.8,21.6,21.6,1.001,0.689,0.77
3/30/2022,1:22:57 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.37,0,28.9,56188.1,52254.3,34.29,51823.7,33965,17.8,21.6,21.6,1.038,0.715,0.843
3/30/2022,1:22:58 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.36,0,28.9,56188.6,52254.5,34.29,51823.8,33965,17.8,21.6,21.6,1.071,0.737,0.882
3/30/2022,1:22:59 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.35,0,28.9,56188.2,52253.9,34.29,51823.2,33965,17.8,21.6,21.6,1.122,0.772,0.925
3/30/2022,1:23:00 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.34,0,28.9,56187.8,52253.3,34.29,51822.6,33965,17.8,21.6,21.6,1.166,0.803,0.982
3/30/2022,1:23:01 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.33,0,28.9,56187.7,52252.5,34.29,51821.7,33964,17.8,21.6,21.6,1.225,0.843,1.073
3/30/2022,1:23:02 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.31,0,28.9,56188.9,52252.9,34.29,51822,33964,17.8,21.6,21.6,1.284,0.884,1.095
3/30/2022,1:23:03 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.31,0,28.9,56188.8,52251.5,34.29,51820.5,33963,17.8,21.5,21.6,1.343,0.924,1.141
3/30/2022,1:23:04 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.32,0,28.9,56189.9,52251.5,34.29,51820.3,33963,17.8,21.5,21.6,1.415,0.974,1.163
3/30/2022,1:23:05 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.42,7.99,-75.9,0.32,0,28.9,56189.7,52251.1,34.29,51819.9,33963,17.8,21.5,21.6,1.498,1.031,1.216
3/30/2022,1:23:06 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.8,6.42,7.99,-75.9,0.32,0,28.9,56189,52251.3,34.29,51820.2,33963,17.8,21.5,21.6,1.564,1.077,1.26
3/30/2022,1:23:07 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.42,7.99,-75.9,0.31,0,28.9,56188,52252.8,34.29,51821.9,33964,17.8,21.6,21.6,1.627,1.12,1.303
3/30/2022,1:23:08 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.7,6.41,7.99,-75.8,0.32,0,28.9,56185.3,52253.4,34.29,51823,33965,17.8,21.6,21.6,1.695,1.166,1.377
3/30/2022,1:23:09 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.6,6.41,7.99,-75.8,0.34,0,28.9,56183.6,52254.7,34.29,51824.6,33966,17.8,21.6,21.6,1.778,1.224,1.452
3/30/2022,1:23:10 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.5,6.4,7.99,-75.8,0.35,0,28.9,56181,52255.5,34.29,51825.8,33966,17.8,21.6,21.6,1.849,1.272,1.506
3/30/2022,1:23:11 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.4,6.4,7.99,-75.8,0.36,0,28.9,56177.9,52255.8,34.29,51826.5,33966,17.8,21.6,21.6,1.914,1.317,1.524
3/30/2022,1:23:12 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.3,6.39,7.99,-75.8,0.38,0,28.9,56173.8,52255.5,34.29,51826.7,33966,17.8,21.6,21.6,1.97,1.356,1.579
3/30/2022,1:23:13 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.2,6.38,7.99,-75.8,0.38,0,28.9,56170.6,52255.8,34.29,51827.4,33966,17.8,21.6,21.6,2.046,1.408,1.592
3/30/2022,1:23:14 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100.1,6.38,7.99,-75.8,0.36,0,28.9,56168.8,52256.6,34.29,51828.4,33967,17.8,21.6,21.6,2.115,1.456,1.564
3/30/2022,1:23:15 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,100,6.37,7.99,-75.8,0.36,0,28.9,56166.6,52256.9,34.29,51829.1,33967,17.8,21.6,21.6,2.161,1.487,1.609
3/30/2022,1:23:16 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,99.9,6.36,7.99,-75.8,0.36,0,28.9,56164.6,52256.1,34.29,51828.3,33966,17.8,21.6,21.6,2.211,1.522,1.623
3/30/2022,1:23:17 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,99.8,6.36,7.99,-75.8,0.37,0,28.9,56162.9,52255.2,34.29,51827.5,33966,17.8,21.6,21.6,2.275,1.566,1.649
3/30/2022,1:23:18 PM,Cabral,PitProfile_1PM,-17.51661 °,-149.91379 °,758.5,99.8,6.36,7.99,-75.8,0.36,0,28.9,56162.1,52254.9,34.29,51827.3,33966,17.8,21.6,21.6,2.302,1.584,1.656
